timestamp,pololu_acc_x,pololu_acc_y,pololu_acc_z,pololu_gyr_x,pololu_gyr_y,pololu_gyr_z,pololu_mag_x,pololu_mag_y,pololu_mag_z,pololu_bar
960.1000366,9.815089226,-0.052692037,-0.014370556,0.005326485,-0.006391782,-0.008522375,-0.099124119,0.096194342,-0.118655965,97523.26563
965.6000366,9.805509567,-0.043111667,0,0.005326485,-0.005326485,-0.008522375,-0.093752861,0.100100711,-0.119144261,97523.70313
971.1000366,9.786348343,-0.047901854,0,0.005326485,-0.006391782,-0.009587673,-0.099612415,0.100589007,-0.121097445,97524.73438
976.6000366,9.815089226,-0.047901854,-0.033531297,0.005326485,-0.006391782,-0.008522375,-0.091799676,0.09765923,-0.119144261,97524.95313
982.1000366,9.81029892,-0.07664296,0,0.005326485,-0.006391782,-0.008522375,-0.087893307,0.102542192,-0.123538926,97525.75781
987.6000366,9.815089226,-0.067062594,0.004790185,0.005326485,-0.006391782,-0.009587673,-0.090334788,0.102542192,-0.123538926,97526.36719
993.1000366,9.800719261,-0.052692037,0.00958037,0.004261188,-0.006391782,-0.008522375,-0.094241157,0.096682638,-0.120120853,97523.70313
998.6000366,9.791138649,-0.062272407,0,0.004261188,-0.006391782,-0.009587673,-0.096194342,0.101565599,-0.121097445,97521.28906
1004.100037,9.815089226,-0.081433147,0,0.004261188,-0.006391782,-0.009587673,-0.092287973,0.101077303,-0.118655965,97523.97656
1009.600037,9.815089226,-0.062272407,-0.014370556,0.004261188,-0.006391782,-0.009587673,-0.092287973,0.103030488,-0.117191076,97526.88281
1015.100037,9.815089226,-0.086223334,-0.028741112,0.005326485,-0.005326485,-0.009587673,-0.096682638,0.098635823,-0.122562334,97525.73438
1020.600037,9.819879532,-0.057482224,0,0.005326485,-0.005326485,-0.008522375,-0.105471969,0.102542192,-0.120120853,97525.875
1026.099976,9.791138649,-0.062272407,0.00958037,0.004261188,-0.005326485,-0.009587673,-0.096682638,0.098147526,-0.119632557,97525.07031
1031.599976,9.786348343,-0.062272407,-0.004790185,0.004261188,-0.006391782,-0.009587673,-0.086428419,0.104495376,-0.11670278,97521.67969
1037.099976,9.815089226,-0.057482224,-0.01916074,0.004261188,-0.006391782,-0.008522375,-0.088381603,0.100100711,-0.118655965,97524.78125
1042.599976,9.795928955,-0.057482224,-0.014370556,0.005326485,-0.005326485,-0.008522375,-0.093752861,0.101077303,-0.118655965,97529.25
1048.099976,9.805509567,-0.062272407,0,0.005326485,-0.006391782,-0.008522375,-0.089846492,0.097170934,-0.118167669,97528.29688
1053.599976,9.805509567,-0.067062594,0.033531297,0.005326485,-0.005326485,-0.008522375,-0.100100711,0.097170934,-0.120609149,97527.4375
1059.099976,9.786348343,-0.057482224,-0.004790185,0.005326485,-0.005326485,-0.008522375,-0.099612415,0.101077303,-0.117679372,97526.14844
1064.599976,9.786348343,-0.067062594,-0.023950927,0.005326485,-0.005326485,-0.009587673,-0.091799676,0.102542192,-0.120609149,97526.92969
1070.099976,9.81029892,-0.062272407,-0.00958037,0.003195891,-0.006391782,-0.009587673,-0.097170934,0.096682638,-0.120609149,97526.92969
1075.599976,9.805509567,-0.03832148,-0.028741112,0.004261188,-0.006391782,-0.008522375,-0.096194342,0.100589007,-0.119144261,97526.95313
1081.099976,9.795928955,-0.047901854,-0.01916074,0.005326485,-0.005326485,-0.007457078,-0.09131138,0.097170934,-0.118167669,97527.92969
1086.599976,9.800719261,-0.071852781,-0.014370556,0.005326485,-0.005326485,-0.008522375,-0.093264565,0.098635823,-0.119144261,97531.375
1092.099976,9.819879532,-0.052692037,-0.004790185,0.005326485,-0.006391782,-0.008522375,-0.09765923,0.098635823,-0.120609149,97528.32031
1097.599976,9.786348343,-0.067062594,-0.004790185,0.005326485,-0.006391782,-0.009587673,-0.088381603,0.094729453,-0.11670278,97526.97656
1103.099976,9.781558037,-0.067062594,-0.01916074,0.004261188,-0.006391782,-0.009587673,-0.095706046,0.102053896,-0.118655965,97528.42188
1108.599976,9.800719261,-0.062272407,-0.01916074,0.005326485,-0.006391782,-0.008522375,-0.093264565,0.098147526,-0.116214484,97528.5625
1114.099976,9.805509567,-0.052692037,-0.023950927,0.005326485,-0.005326485,-0.008522375,-0.08496353,0.099124119,-0.119632557,97529.14844
1119.599976,9.81029892,-0.067062594,0,0.004261188,-0.005326485,-0.008522375,-0.090334788,0.096194342,-0.124027222,97527.39063
1125.099976,9.800719261,-0.067062594,-0.004790185,0.005326485,-0.006391782,-0.008522375,-0.090334788,0.100589007,-0.117679372,97530.10156
1130.599976,9.824669838,-0.052692037,-0.014370556,0.005326485,-0.006391782,-0.009587673,-0.085451826,0.09765923,-0.120609149,97528.85938
1136.099976,9.805509567,-0.081433147,-0.014370556,0.004261188,-0.006391782,-0.008522375,-0.087405011,0.100100711,-0.121585742,97525.4375
1141.599976,9.805509567,-0.071852781,-0.00958037,0.004261188,-0.006391782,-0.008522375,-0.100100711,0.09765923,-0.120120853,97528.34375
1147.099976,9.795928955,-0.052692037,0.00958037,0.004261188,-0.006391782,-0.009587673,-0.092287973,0.103030488,-0.117191076,97529
1152.599976,9.786348343,-0.057482224,-0.01916074,0.004261188,-0.006391782,-0.009587673,-0.085451826,0.102053896,-0.122562334,97530.78906
1158.099976,9.791138649,-0.067062594,0.004790185,0.004261188,-0.005326485,-0.009587673,-0.090334788,0.100589007,-0.117191076,97530.20313
1163.599976,9.800719261,-0.081433147,0.00958037,0.004261188,-0.006391782,-0.009587673,-0.093264565,0.101565599,-0.121097445,97529.25
1169.099976,9.786348343,-0.052692037,-0.014370556,0.005326485,-0.005326485,-0.008522375,-0.09765923,0.097170934,-0.118167669,97530.51563
1174.599976,9.795928955,-0.071852781,0.043111667,0.005326485,-0.006391782,-0.008522375,-0.090334788,0.097170934,-0.121097445,97531.46875
1180.099976,9.805509567,-0.057482224,0.004790185,0.004261188,-0.006391782,-0.009587673,-0.089358196,0.09765923,-0.119632557,97529.34375
1185.599976,9.795928955,-0.047901854,0.014370556,0.004261188,-0.006391782,-0.009587673,-0.090823084,0.100589007,-0.119632557,97526.39063
1191.099976,9.795928955,-0.067062594,0.004790185,0.005326485,-0.005326485,-0.009587673,-0.101565599,0.100589007,-0.12305063,97526.39063
1196.599976,9.795928955,-0.071852781,-0.028741112,0.005326485,-0.006391782,-0.008522375,-0.106448561,0.100589007,-0.119632557,97527.29688
1202.099976,9.800719261,-0.057482224,0.00958037,0.005326485,-0.005326485,-0.008522375,-0.098635823,0.100100711,-0.122562334,97530.22656
1207.599976,9.791138649,-0.043111667,-0.014370556,0.004261188,-0.006391782,-0.009587673,-0.096194342,0.100589007,-0.117679372,97532.74219
1213.099976,9.824669838,-0.052692037,0.004790185,0.005326485,-0.006391782,-0.009587673,-0.085940123,0.100589007,-0.115726188,97532.71875
1218.599976,9.767188072,-0.081433147,-0.028741112,0.005326485,-0.006391782,-0.009587673,-0.09765923,0.100100711,-0.120609149,97533.66406
1224.099976,9.805509567,-0.062272407,-0.014370556,0.006391782,-0.005326485,-0.009587673,-0.095706046,0.097170934,-0.118655965,97533.39844
1229.599976,9.786348343,-0.081433147,-0.014370556,0.005326485,-0.005326485,-0.008522375,-0.091799676,0.097170934,-0.119144261,97531.73438
1235.099976,9.795928955,-0.071852781,0.004790185,0.005326485,-0.005326485,-0.008522375,-0.091799676,0.100100711,-0.121585742,97532.05469
1240.599976,9.81029892,-0.062272407,0.023950927,0.005326485,-0.006391782,-0.009587673,-0.08252205,0.100589007,-0.122562334,97535.03125
1246.099976,9.824669838,-0.071852781,0,0.004261188,-0.006391782,-0.009587673,-0.100100711,0.100589007,-0.119632557,97532.61719
1251.599976,9.824669838,-0.047901854,0,0.004261188,-0.006391782,-0.008522375,-0.088381603,0.100100711,-0.119632557,97525.41406
1257.099976,9.795928955,-0.067062594,-0.004790185,0.005326485,-0.006391782,-0.009587673,-0.093752861,0.101077303,-0.121097445,97528.29688
1262.599976,9.791138649,-0.057482224,0.014370556,0.005326485,-0.006391782,-0.009587673,-0.0888699,0.101565599,-0.124027222,97533.00781
1268.099976,9.800719261,-0.057482224,0.00958037,0.004261188,-0.006391782,-0.009587673,-0.088381603,0.096682638,-0.119144261,97531.66406
1273.599976,9.800719261,-0.071852781,-0.00958037,0.005326485,-0.005326485,-0.008522375,-0.093752861,0.098147526,-0.120609149,97530.59375
1279.099976,9.791138649,-0.067062594,-0.03832148,0.005326485,-0.006391782,-0.008522375,-0.087893307,0.098635823,-0.120609149,97532.15625
1284.599976,9.776767731,-0.081433147,-0.023950927,0.005326485,-0.006391782,-0.008522375,-0.089846492,0.100100711,-0.122562334,97529.32031
1290.099976,9.795928955,-0.071852781,-0.004790185,0.005326485,-0.006391782,-0.008522375,-0.086916715,0.101565599,-0.119632557,97531.22656
1295.599976,9.805509567,-0.052692037,-0.033531297,0.005326485,-0.006391782,-0.008522375,-0.081545457,0.096194342,-0.120609149,97536.25781
1301.099976,9.805509567,-0.067062594,-0.014370556,0.005326485,-0.006391782,-0.008522375,-0.082033753,0.096682638,-0.120609149,97531.83594
1306.599976,9.800719261,-0.062272407,0,0.005326485,-0.006391782,-0.009587673,-0.083010346,0.101565599,-0.121585742,97529.17188
1312.099976,9.795928955,-0.057482224,-0.004790185,0.004261188,-0.006391782,-0.009587673,-0.083986938,0.097170934,-0.121097445,97529.17188
1317.599976,9.795928955,-0.07664296,0.033531297,0.005326485,-0.006391782,-0.008522375,-0.092287973,0.096682638,-0.118655965,97532.51563
1323.099976,9.819879532,-0.03832148,0.00958037,0.005326485,-0.006391782,-0.008522375,-0.098147526,0.098147526,-0.12305063,97535.96094
1328.599976,9.81029892,-0.067062594,0.028741112,0.004261188,-0.006391782,-0.009587673,-0.098635823,0.09765923,-0.119632557,97534.59375
1334.099976,9.771978378,-0.057482224,0.00958037,0.005326485,-0.006391782,-0.008522375,-0.101565599,0.093752861,-0.121585742,97531.9375
1339.599976,9.819879532,-0.047901854,0.01916074,0.005326485,-0.006391782,-0.008522375,-0.092776269,0.096194342,-0.119144261,97532.6875
1345.099976,9.786348343,-0.062272407,0.023950927,0.005326485,-0.005326485,-0.007457078,-0.080568865,0.095217749,-0.121585742,97531.88281
1350.599976,9.81029892,-0.062272407,0.014370556,0.005326485,-0.005326485,-0.008522375,-0.096194342,0.094729453,-0.121097445,97531.71094
1356.099976,9.791138649,-0.081433147,-0.023950927,0.005326485,-0.006391782,-0.008522375,-0.089358196,0.089358196,-0.121585742,97534.76563
1361.599976,9.781558037,-0.086223334,0.014370556,0.004261188,-0.005326485,-0.008522375,-0.091799676,0.094729453,-0.125003815,97536.08594
1367.099976,9.776767731,-0.057482224,0.004790185,0.004261188,-0.007457078,-0.009587673,-0.098635823,0.09765923,-0.122562334,97534.17969
1372.599976,9.781558037,-0.067062594,0.01916074,0.004261188,-0.006391782,-0.009587673,-0.091799676,0.095217749,-0.12305063,97532.83594
1378.099976,9.776767731,-0.03832148,-0.004790185,0.005326485,-0.006391782,-0.008522375,-0.092287973,0.095706046,-0.120120853,97533.64063
1383.599976,9.800719261,-0.057482224,0.01916074,0.005326485,-0.005326485,-0.009587673,-0.07861568,0.097170934,-0.121097445,97532.64063
1389.099976,9.81029892,-0.043111667,-0.014370556,0.005326485,-0.005326485,-0.008522375,-0.078127384,0.09765923,-0.120609149,97532.375
1394.599976,9.776767731,-0.062272407,0.00958037,0.005326485,-0.006391782,-0.008522375,-0.090823084,0.096682638,-0.122562334,97533.05469
1400.099976,9.800719261,-0.033531297,-0.00958037,0.004261188,-0.005326485,-0.009587673,-0.09131138,0.092776269,-0.120120853,97532.00781
1405.599976,9.800719261,-0.043111667,0.004790185,0.006391782,-0.006391782,-0.008522375,-0.092776269,0.095706046,-0.123538926,97533.76563
1411.099976,9.781558037,-0.052692037,-0.03832148,0.005326485,-0.005326485,-0.008522375,-0.085451826,0.094241157,-0.120609149,97534.71875
1416.599976,9.771978378,-0.052692037,-0.014370556,0.004261188,-0.005326485,-0.008522375,-0.098147526,0.094241157,-0.12305063,97533.9375
1422.099976,9.795928955,-0.067062594,0,0.005326485,-0.006391782,-0.009587673,-0.088381603,0.09765923,-0.120120853,97534.32813
1427.599976,9.805509567,-0.043111667,-0.023950927,0.005326485,-0.005326485,-0.008522375,-0.098635823,0.094241157,-0.120120853,97534.89063
1433.099976,9.776767731,-0.067062594,-0.033531297,0.005326485,-0.005326485,-0.009587673,-0.100100711,0.094241157,-0.122074038,97534.89063
1438.599976,9.786348343,-0.071852781,-0.023950927,0.005326485,-0.005326485,-0.008522375,-0.0888699,0.095706046,-0.119632557,97538.5
1444.099976,9.800719261,-0.057482224,-0.00958037,0.004261188,-0.005326485,-0.009587673,-0.090334788,0.095706046,-0.118655965,97539.21094
1449.599976,9.791138649,-0.067062594,-0.004790185,0.004261188,-0.006391782,-0.009587673,-0.087405011,0.095217749,-0.119144261,97535.10938
1455.099976,9.800719261,-0.043111667,0.023950927,0.005326485,-0.006391782,-0.008522375,-0.083986938,0.09765923,-0.117191076,97532.6875
1460.599976,9.791138649,-0.062272407,0.004790185,0.005326485,-0.005326485,-0.008522375,-0.085940123,0.097170934,-0.117191076,97532.76563
1466.099976,9.805509567,-0.067062594,0.023950927,0.005326485,-0.005326485,-0.009587673,-0.085940123,0.095217749,-0.117679372,97535.86719
1471.599976,9.776767731,-0.086223334,0,0.005326485,-0.005326485,-0.009587673,-0.079103976,0.094241157,-0.119632557,97537.52344
1477.099976,9.795928955,-0.047901854,-0.014370556,0.005326485,-0.006391782,-0.008522375,-0.0888699,0.098635823,-0.117191076,97533.27344
1482.599976,9.795928955,-0.062272407,0,0.005326485,-0.005326485,-0.009587673,-0.083986938,0.094241157,-0.120120853,97531.54688
1488.099976,9.805509567,-0.081433147,-0.023950927,0.005326485,-0.006391782,-0.007457078,-0.0761742,0.092287973,-0.118655965,97532.00781
1493.599976,9.81029892,-0.057482224,-0.00958037,0.005326485,-0.006391782,-0.008522375,-0.082033753,0.098147526,-0.119144261,97532.32813
1499.099976,9.786348343,-0.047901854,-0.03832148,0.004261188,-0.005326485,-0.008522375,-0.081545457,0.095706046,-0.117679372,97536.5
1504.599976,9.791138649,-0.043111667,-0.03832148,0.005326485,-0.005326485,-0.008522375,-0.088381603,0.096682638,-0.117679372,97538.08594
1510.099976,9.776767731,-0.03832148,-0.014370556,0.004261188,-0.005326485,-0.009587673,-0.085451826,0.097170934,-0.119144261,97536.45313
1515.599976,9.795928955,-0.062272407,-0.004790185,0.004261188,-0.006391782,-0.009587673,-0.090823084,0.093752861,-0.11670278,97535.25
1521.099976,9.791138649,-0.062272407,-0.004790185,0.004261188,-0.006391782,-0.008522375,-0.087893307,0.096682638,-0.119632557,97534.64063
1526.599976,9.795928955,-0.052692037,0.00958037,0.005326485,-0.005326485,-0.008522375,-0.092776269,0.092287973,-0.117679372,97534.44531
1532.099976,9.786348343,-0.062272407,0.00958037,0.005326485,-0.006391782,-0.008522375,-0.101565599,0.095217749,-0.116214484,97533.46875
1537.599976,9.786348343,-0.047901854,-0.014370556,0.005326485,-0.005326485,-0.009587673,-0.088381603,0.096682638,-0.11670278,97536.00781
1543.099976,9.786348343,-0.052692037,-0.01916074,0.005326485,-0.005326485,-0.008522375,-0.085940123,0.095706046,-0.115726188,97538.42969
1548.599976,9.83425045,-0.043111667,-0.01916074,0.004261188,-0.006391782,-0.008522375,-0.091799676,0.092287973,-0.115726188,97538.1875
1554.099976,9.748026848,-0.119754635,0.052692037,0.005326485,-0.006391782,-0.008522375,-0.09131138,0.094729453,-0.117191076,97538.1875
1559.599976,9.728866577,-0.114964448,-0.023950927,0.005326485,-0.006391782,-0.008522375,-0.08496353,0.093752861,-0.113284707,97537.98438
1565.099976,9.81029892,-0.014370556,-0.067062594,0.003195891,-0.005326485,-0.01065297,-0.096682638,0.09765923,-0.116214484,97535.17969
1570.599976,9.829460144,-0.07664296,0.124544814,0.005326485,-0.006391782,-0.009587673,-0.087893307,0.093752861,-0.118167669,97534.69531
1576.099976,9.738446236,-0.067062594,-0.01916074,0.004261188,-0.006391782,-0.007457078,-0.099124119,0.095217749,-0.115237892,97536.64844
1581.599976,9.791138649,-0.119754635,0.114964448,0.005326485,-0.006391782,-0.008522375,-0.090823084,0.093752861,-0.114261299,97538.42969
1587.099976,9.805509567,-0.033531297,-0.028741112,0.004261188,-0.005326485,-0.01065297,-0.088381603,0.094241157,-0.117679372,97539.45313
1592.599976,9.829460144,0.004790185,-0.071852781,0.005326485,-0.006391782,-0.008522375,-0.093264565,0.095706046,-0.111819819,97535.5
1598.099976,9.762397766,-0.143705562,0.114964448,0.006391782,-0.007457078,-0.008522375,-0.08496353,0.098147526,-0.115726188,97532.96094
1603.599976,9.762397766,-0.03832148,-0.119754635,0.004261188,-0.006391782,-0.008522375,-0.091799676,0.097170934,-0.113773003,97534.32813
1609.099976,9.786348343,-0.047901854,-0.086223334,0.005326485,-0.005326485,-0.009587673,-0.093264565,0.098635823,-0.114749596,97535.25
1614.599976,9.819879532,-0.100593887,0.119754635,0.006391782,-0.005326485,-0.008522375,-0.088381603,0.098147526,-0.114261299,97537.03906
1620.099976,9.786348343,-0.004790185,-0.124544814,0.003195891,-0.006391782,-0.008522375,-0.08496353,0.095706046,-0.114749596,97539.28125
1625.599976,9.75760746,-0.052692037,-0.043111667,0.005326485,-0.006391782,-0.008522375,-0.0888699,0.094241157,-0.115237892,97539.25781
1631.099976,9.771978378,-0.138915375,0.100593887,0.005326485,-0.005326485,-0.008522375,-0.079592273,0.092287973,-0.116214484,97540.23438
1636.599976,9.795928955,0.014370556,-0.091013521,0.004261188,-0.006391782,-0.009587673,-0.092776269,0.093752861,-0.114749596,97542.11719
1642.099976,9.805509567,-0.047901854,0.047901854,0.005326485,-0.006391782,-0.009587673,-0.098635823,0.092776269,-0.113284707,97540.84375
1647.599976,9.815089226,-0.091013521,0.100593887,0.005326485,-0.006391782,-0.008522375,-0.10400708,0.092776269,-0.113773003,97538.42969
1653.099976,9.776767731,-0.00958037,-0.100593887,0.004261188,-0.006391782,-0.008522375,-0.097170934,0.094729453,-0.113284707,97537.40625
1658.599976,9.771978378,-0.091013521,0.057482224,0.005326485,-0.005326485,-0.008522375,-0.098147526,0.097170934,-0.116214484,97538.35156
1664.099976,9.800719261,-0.091013521,0.081433147,0.005326485,-0.006391782,-0.008522375,-0.092776269,0.096194342,-0.115726188,97538.35156
1669.599976,9.819879532,0,-0.095803708,0.005326485,-0.006391782,-0.008522375,-0.099124119,0.098147526,-0.114749596,97535.9375
1675.099976,9.791138649,-0.081433147,0.07664296,0.005326485,-0.006391782,-0.008522375,-0.093752861,0.094729453,-0.118655965,97535.9375
1680.599976,9.767188072,-0.100593887,0.01916074,0.005326485,-0.006391782,-0.008522375,-0.08496353,0.093264565,-0.118167669,97535.71875
1686.099976,9.805509567,-0.00958037,-0.086223334,0.004261188,-0.005326485,-0.008522375,-0.094729453,0.093752861,-0.120609149,97536.17969
1691.599976,9.805509567,-0.067062594,-0.014370556,0.004261188,-0.007457078,-0.007457078,-0.092776269,0.096682638,-0.118655965,97536.23438
1697.099976,9.767188072,-0.043111667,-0.057482224,0.005326485,-0.007457078,-0.007457078,-0.099124119,0.094241157,-0.119144261,97536.625
1702.599976,9.805509567,-0.129335001,0.057482224,0.004261188,-0.005326485,-0.008522375,-0.092287973,0.093752861,-0.119632557,97536.76563
1708.099976,9.819879532,-0.062272407,-0.03832148,0.004261188,-0.005326485,-0.009587673,-0.086916715,0.093752861,-0.117191076,97537.13281
1713.599976,9.771978378,-0.033531297,-0.033531297,0.004261188,-0.005326485,-0.008522375,-0.087405011,0.091799676,-0.120120853,97535.375
1719.099976,9.795928955,-0.129335001,0.057482224,0.005326485,-0.006391782,-0.008522375,-0.087405011,0.094241157,-0.116214484,97536.10938
1724.599976,9.791138649,-0.052692037,-0.067062594,0.004261188,-0.006391782,-0.01065297,-0.090334788,0.095706046,-0.118167669,97538.375
1730,9.795928955,-0.03832148,-0.033531297,0.005326485,-0.006391782,-0.008522375,-0.080080569,0.096682638,-0.117679372,97537.98438
1735.599976,9.786348343,-0.086223334,0.047901854,0.004261188,-0.006391782,-0.009587673,-0.089358196,0.093752861,-0.123538926,97539.625
1741,9.791138649,-0.057482224,-0.047901854,0.004261188,-0.006391782,-0.008522375,-0.089846492,0.095217749,-0.119144261,97537.64844
1746.599976,9.786348343,-0.067062594,0.00958037,0.005326485,-0.006391782,-0.008522375,-0.095706046,0.094729453,-0.117191076,97538.03906
1752,9.786348343,-0.086223334,0.023950927,0.005326485,-0.006391782,-0.009587673,-0.096194342,0.096682638,-0.120609149,97541.42969
1757.599976,9.786348343,-0.047901854,-0.01916074,0.004261188,-0.005326485,-0.009587673,-0.095217749,0.095217749,-0.120609149,97537.57031
1763,9.795928955,-0.047901854,0.03832148,0.005326485,-0.005326485,-0.008522375,-0.092287973,0.096682638,-0.120120853,97537.15625
1768.599976,9.81029892,-0.052692037,0.004790185,0.004261188,-0.006391782,-0.008522375,-0.098635823,0.09765923,-0.117679372,97535.8125
1774,9.781558037,-0.01916074,-0.028741112,0.005326485,-0.006391782,-0.009587673,-0.09131138,0.096682638,-0.121585742,97535.30469
1779.599976,9.786348343,-0.057482224,0.028741112,0.004261188,-0.006391782,-0.009587673,-0.0888699,0.094729453,-0.120120853,97539.57813
1785,9.786348343,-0.033531297,0,0.004261188,-0.005326485,-0.009587673,-0.086428419,0.092287973,-0.121097445,97539.625
1790.599976,9.805509567,-0.057482224,0.014370556,0.005326485,-0.006391782,-0.008522375,-0.093752861,0.094729453,-0.120609149,97538.32813
