# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
29.607,6478.658,62.772,-10.065,69.304,10.066,990.271,1.519,990.272,0.088,29.373,0.162,48.476,-80.427,9.789,0.193,0,3.296,-5.35E-04,3.985e4,241.842,51.493,0.224,315.838,241.169,4.9,0.22,1.103e7,0,12.493,0.452,0.452,0.332,0.014,0.106,0.037,0.171,-1.66E-04,0,0,0,0,0.011,0.007,15.24,182.415,65.042,0.181,0.1,-26.407,446.067,315.296,0.05,0.545,15.127
29.657,6481.784,62.268,-10.06,68.845,10.062,991.739,1.523,991.741,0.088,29.365,0.161,48.476,-80.427,9.789,0.199,0,3.336,-2.99E-04,3.985e4,241.842,51.493,0.224,315.798,241.169,4.897,0.218,1.095e7,0,12.332,0.452,0.453,0.333,0.014,0.106,0.038,0.176,-2.69E-04,0,0,0,0,0.012,0.007,15.24,182.415,64.876,0.181,0.1,-26.43,445.873,315.283,0.05,0.545,14.922
29.707,6484.885,61.765,-10.056,68.387,10.057,993.207,1.528,993.209,0.088,29.357,0.161,48.476,-80.427,9.789,0.205,-3.03E-07,3.377,7.229e-6,3.985e4,241.842,51.493,0.224,315.758,241.169,4.894,0.217,1.088e7,0,12.172,0.453,0.453,0.333,0.014,0.106,0.04,0.182,4.008e-4,0,0,0,0,0.012,0.007,15.24,182.415,64.708,0.181,0.1,-26.452,445.681,315.269,0.05,0.546,14.72
29.757,6487.96,61.263,-10.052,67.93,10.053,994.675,1.533,994.676,0.088,29.349,0.16,48.476,-80.427,9.788,0.212,0,3.419,2.93e-4,3.985e4,241.842,51.493,0.224,315.717,241.169,4.892,0.216,1.08e7,0,12.014,0.453,0.453,0.334,0.013,0.106,0.041,0.187,5.402e-5,0,0,0,0,0.013,0.007,15.24,182.415,64.538,0.181,0.1,-26.474,445.491,315.256,0.05,0.546,14.519
29.807,6491.011,60.76,-10.048,67.474,10.049,996.142,1.537,996.144,0.088,29.341,0.16,48.476,-80.427,9.788,0.219,0,3.461,5.207e-4,3.985e4,241.842,51.493,0.224,315.674,241.169,4.889,0.214,1.073e7,0,11.857,0.453,0.453,0.334,0.013,0.106,0.042,0.193,-5.38E-05,0,0,0,0,0.013,0.007,15.24,182.415,64.366,0.182,0.1,-26.495,445.302,315.243,0.05,0.547,14.319
29.857,6494.036,60.258,-10.043,67.018,10.045,997.609,1.542,997.61,0.089,29.333,0.159,48.476,-80.427,9.788,0.225,0,3.504,8.925e-4,3.985e4,241.842,51.493,0.224,315.63,241.169,4.886,0.213,1.065e7,0,11.701,0.454,0.454,0.334,0.013,0.106,0.043,0.199,4.219e-4,0,0,0,0,0.014,0.007,15.24,182.415,64.192,0.182,0.1,-26.517,445.115,315.23,0.05,0.547,14.122
29.907,6497.037,59.756,-10.039,66.564,10.04,999.076,1.547,999.077,0.089,29.325,0.158,48.476,-80.426,9.788,0.233,0,3.548,0.001,3.985e4,241.842,51.493,0.224,315.584,241.169,4.883,0.211,1.058e7,0,11.547,0.454,0.454,0.335,0.013,0.106,0.045,0.205,4.771e-4,0,0,0,0,0.014,0.007,15.24,182.415,64.016,0.182,0.1,-26.538,444.929,315.217,0.05,0.547,13.926
29.957,6500.012,59.254,-10.035,66.11,10.036,1000.542,1.552,1000.543,0.089,29.317,0.158,48.476,-80.426,9.788,0.24,0,3.593,0.001,3.985e4,241.842,51.493,0.224,315.538,241.169,4.88,0.21,1.05e7,0,11.394,0.454,0.454,0.335,0.013,0.106,0.046,0.211,4.361e-4,0,0,0,0,0.015,0.007,15.24,182.415,63.838,0.182,0.1,-26.559,444.745,315.204,0.05,0.548,13.733
30.007,6502.962,58.752,-10.031,65.657,10.032,1002.007,1.556,1002.008,0.089,29.309,0.157,48.476,-80.426,9.788,0.247,0,3.638,0.001,3.985e4,241.842,51.493,0.224,315.49,241.169,4.877,0.208,1.043e7,0,11.242,0.455,0.455,0.336,0.013,0.106,0.048,0.218,-4.10E-04,0,0,0,0,0.015,0.007,15.24,182.415,63.657,0.183,0.1,-26.58,444.562,315.191,0.05,0.548,13.541
30.057,6505.887,58.251,-10.027,65.205,10.028,1003.473,1.561,1003.474,0.089,29.301,0.157,48.476,-80.426,9.788,0.255,0,3.684,0.001,3.985e4,241.842,51.493,0.224,315.44,241.169,4.873,0.207,1.035e7,0,11.092,0.455,0.455,0.336,0.013,0.106,0.049,0.225,-1.06E-04,0,0,0,0,0.016,0.007,15.24,182.415,63.474,0.183,0.1,-26.601,444.381,315.179,0.05,0.549,13.351
30.107,6508.787,57.75,-10.023,64.754,10.024,1004.937,1.566,1004.939,0.089,29.293,0.156,48.476,-80.426,9.788,0.263,0,3.731,0.002,3.985e4,241.842,51.493,0.224,315.389,241.169,4.87,0.206,1.028e7,0,10.944,0.455,0.455,0.336,0.013,0.105,0.051,0.231,7.523e-5,0,0,0,0,0.017,0.007,15.24,182.415,63.288,0.183,0.1,-26.622,444.202,315.166,0.05,0.549,13.163
30.157,6511.662,57.249,-10.019,64.304,10.02,1006.402,1.57,1006.403,0.089,29.286,0.156,48.476,-80.426,9.788,0.272,0,3.778,0.002,3.985e4,241.842,51.493,0.224,315.336,241.169,4.867,0.204,1.021e7,0,10.796,0.455,0.456,0.337,0.013,0.105,0.053,0.239,-2.60E-04,0,0,0,0,0.017,0.007,15.24,182.415,63.101,0.184,0.1,-26.642,444.024,315.154,0.05,0.549,12.976
30.207,6514.512,56.748,-10.015,63.855,10.016,1007.866,1.575,1007.867,0.09,29.278,0.156,48.476,-80.426,9.788,0.281,-4.06E-07,3.827,0.002,3.985e4,241.842,51.493,0.224,315.282,241.169,4.863,0.203,1.013e7,0,10.65,0.456,0.456,0.337,0.013,0.105,0.054,0.246,3.404e-4,0,0,0,0,0.018,0.007,15.24,182.415,62.91,0.184,0.1,-26.663,443.847,315.141,0.05,0.55,12.792
30.257,6517.337,56.247,-10.011,63.407,10.012,1009.33,1.58,1009.331,0.09,29.27,0.155,48.476,-80.426,9.788,0.29,0,3.876,0.002,3.985e4,241.842,51.493,0.224,315.225,241.169,4.859,0.201,1.006e7,0,10.506,0.456,0.456,0.338,0.013,0.105,0.056,0.254,8.344e-5,0,0,0,0,0.019,0.007,15.24,182.415,62.718,0.184,0.1,-26.683,443.673,315.129,0.05,0.55,12.609
30.307,6520.137,55.747,-10.007,62.96,10.008,1010.793,1.585,1010.794,0.09,29.262,0.155,48.476,-80.426,9.788,0.299,0,3.926,0.002,3.985e4,241.842,51.493,0.224,315.168,241.169,4.856,0.2,9.986e6,0,10.363,0.456,0.457,0.338,0.013,0.105,0.058,0.261,1.457e-4,0,0,0,0,0.02,0.007,15.24,182.415,62.523,0.184,0.1,-26.703,443.499,315.117,0.05,0.551,12.428
30.357,6522.912,55.247,-10.003,62.514,10.004,1012.256,1.589,1012.257,0.09,29.255,0.154,48.476,-80.426,9.788,0.309,0,3.976,0.002,3.985e4,241.842,51.493,0.224,315.108,241.169,4.852,0.199,9.913e6,0,10.221,0.457,0.457,0.339,0.013,0.105,0.06,0.27,-2.21E-04,0,0,0,0,0.02,0.007,15.24,182.415,62.325,0.185,0.1,-26.723,443.328,315.105,0.05,0.551,12.248
30.407,6525.661,54.747,-9.999,62.069,10,1013.718,1.594,1013.72,0.09,29.247,0.154,48.476,-80.426,9.788,0.319,0,4.028,0.002,3.985e4,241.842,51.493,0.224,315.046,241.169,4.848,0.197,9.84e6,0,10.08,0.457,0.457,0.339,0.013,0.105,0.062,0.278,1.589e-4,0,0,0,0,0.021,0.007,15.24,182.415,62.125,0.185,0.1,-26.742,443.157,315.093,0.05,0.551,12.071
30.457,6528.386,54.247,-9.995,61.625,9.996,1015.181,1.599,1015.182,0.09,29.239,0.153,48.476,-80.426,9.788,0.329,-3.21E-07,4.08,0.002,3.985e4,241.842,51.493,0.224,314.983,241.169,4.843,0.196,9.767e6,0,9.941,0.457,0.458,0.339,0.013,0.105,0.064,0.287,7.855e-5,0,0,0,0,0.022,0.007,15.24,182.415,61.923,0.185,0.1,-26.761,442.989,315.081,0.05,0.552,11.895
30.507,6531.086,53.747,-9.991,61.182,9.992,1016.642,1.604,1016.644,0.09,29.232,0.153,48.476,-80.426,9.788,0.34,0,4.134,0.002,3.985e4,241.842,51.493,0.224,314.917,241.169,4.839,0.194,9.695e6,0,9.803,0.458,0.458,0.34,0.013,0.105,0.066,0.296,-1.75E-04,0,0,0,0,0.023,0.007,15.24,182.415,61.717,0.186,0.1,-26.781,442.822,315.07,0.05,0.552,11.721
30.557,6533.761,53.248,-9.987,60.74,9.988,1018.104,1.608,1018.105,0.091,29.224,0.153,48.476,-80.426,9.788,0.351,0,4.188,0.001,3.985e4,241.842,51.493,0.224,314.85,241.169,4.835,0.193,9.622e6,0,9.667,0.458,0.458,0.34,0.013,0.105,0.068,0.306,-1.52E-04,0,0,0,0,0.024,0.007,15.24,182.415,61.509,0.186,0.1,-26.8,442.656,315.058,0.05,0.553,11.549
30.607,6536.411,52.748,-9.983,60.299,9.984,1019.565,1.613,1019.566,0.091,29.216,0.152,48.476,-80.426,9.788,0.363,0,4.243,0.002,3.985e4,241.842,51.493,0.224,314.78,241.169,4.83,0.192,9.55e6,0,9.532,0.458,0.459,0.341,0.013,0.105,0.07,0.315,5.568e-5,0,0,0,0,0.025,0.007,15.24,182.415,61.298,0.186,0.1,-26.819,442.492,315.047,0.05,0.553,11.379
30.657,6539.036,52.249,-9.979,59.859,9.981,1021.025,1.618,1021.027,0.091,29.209,0.152,48.476,-80.426,9.788,0.375,0,4.299,0.002,3.985e4,241.842,51.493,0.224,314.708,241.169,4.825,0.19,9.479e6,0,9.398,0.459,0.459,0.341,0.013,0.105,0.073,0.325,-1.52E-04,0,0,0,0,0.026,0.007,15.24,182.415,61.085,0.187,0.1,-26.837,442.329,315.035,0.05,0.553,11.21
30.707,6541.636,51.75,-9.976,59.421,9.977,1022.486,1.623,1022.487,0.091,29.201,0.151,48.476,-80.426,9.788,0.387,0,4.356,0.002,3.985e4,241.842,51.493,0.224,314.634,241.169,4.821,0.189,9.407e6,0,9.266,0.459,0.459,0.342,0.013,0.105,0.075,0.336,2.276e-4,0,0,0,0,0.027,0.007,15.24,182.415,60.868,0.187,0.1,-26.856,442.169,315.024,0.05,0.554,11.043
30.757,6544.211,51.252,-9.972,58.983,9.973,1023.945,1.628,1023.947,0.091,29.194,0.151,48.476,-80.426,9.788,0.4,-3.51E-07,4.414,0.001,3.985e4,241.842,51.493,0.224,314.557,241.169,4.815,0.187,9.336e6,0,9.134,0.459,0.46,0.342,0.013,0.105,0.078,0.346,-4.16E-04,0,0,0,0,0.028,0.007,15.24,182.415,60.649,0.187,0.1,-26.874,442.009,315.013,0.05,0.554,10.878
30.807,6546.761,50.753,-9.968,58.547,9.969,1025.405,1.632,1025.406,0.091,29.186,0.151,48.476,-80.426,9.788,0.413,0,4.473,0.002,3.985e4,241.842,51.493,0.224,314.478,241.169,4.81,0.186,9.265e6,0,9.005,0.46,0.46,0.342,0.013,0.105,0.08,0.358,6.597e-6,0,0,0,0,0.029,0.006,15.24,182.415,60.427,0.187,0.1,-26.892,441.851,315.002,0.05,0.554,10.715
30.857,6549.286,50.255,-9.964,58.111,9.966,1026.864,1.637,1026.865,0.091,29.179,0.15,48.476,-80.426,9.788,0.427,0,4.533,0.001,3.985e4,241.842,51.493,0.224,314.396,241.169,4.805,0.185,9.194e6,0,8.876,0.46,0.46,0.343,0.013,0.105,0.083,0.369,2.193e-4,0,0,0,0,0.031,0.006,15.24,182.415,60.202,0.188,0.1,-26.91,441.695,314.991,0.05,0.555,10.553
30.907,6551.786,49.757,-9.961,57.677,9.962,1028.323,1.642,1028.324,0.091,29.171,0.15,48.476,-80.426,9.788,0.441,0,4.594,0.001,3.985e4,241.842,51.493,0.224,314.312,241.169,4.799,0.183,9.123e6,0,8.749,0.46,0.461,0.343,0.013,0.105,0.086,0.381,4.816e-4,0,0,0,0,0.032,0.006,15.24,182.415,59.974,0.188,0.1,-26.928,441.54,314.98,0.05,0.555,10.393
30.957,6554.262,49.259,-9.957,57.245,9.958,1029.781,1.647,1029.782,0.092,29.163,0.15,48.476,-80.426,9.788,0.456,0,4.656,0.001,3.985e4,241.842,51.493,0.224,314.224,241.169,4.794,0.182,9.053e6,0,8.623,0.461,0.461,0.344,0.013,0.104,0.089,0.393,6.087e-5,0,0,0,0,0.033,0.006,15.24,182.415,59.742,0.188,0.1,-26.946,441.387,314.97,0.05,0.555,10.235
31.007,6556.712,48.761,-9.953,56.813,9.954,1031.239,1.652,1031.24,0.092,29.156,0.15,48.476,-80.426,9.788,0.471,0,4.718,0.001,3.985e4,241.842,51.493,0.224,314.134,241.169,4.788,0.181,8.983e6,0,8.499,0.461,0.462,0.344,0.013,0.104,0.092,0.406,1.175e-4,0,0,0,0,0.035,0.006,15.24,182.415,59.508,0.189,0.1,-26.963,441.235,314.959,0.05,0.556,10.078
31.057,6559.138,48.263,-9.95,56.383,9.951,1032.697,1.656,1032.698,0.092,29.149,0.149,48.476,-80.426,9.788,0.487,0,4.782,9.701e-4,3.985e4,241.842,51.493,0.224,314.041,241.169,4.782,0.179,8.913e6,0,8.375,0.462,0.462,0.345,0.013,0.104,0.095,0.42,1.039e-4,0,0,0,0,0.036,0.006,15.24,182.415,59.271,0.189,0.1,-26.98,441.085,314.949,0.05,0.556,9.924
31.107,6561.539,47.766,-9.946,55.954,9.947,1034.154,1.661,1034.155,0.092,29.141,0.149,48.476,-80.426,9.788,0.504,-3.57E-07,4.847,8.322e-4,3.985e4,241.842,51.493,0.224,313.945,241.169,4.775,0.178,8.843e6,0,8.254,0.462,0.462,0.345,0.012,0.104,0.099,0.433,2.359e-5,0,0,0,0,0.038,0.006,15.24,182.415,59.03,0.189,0.1,-26.998,440.937,314.938,0.05,0.557,9.77
31.157,6563.915,47.269,-9.942,55.526,9.943,1035.611,1.666,1035.612,0.092,29.134,0.149,48.476,-80.426,9.788,0.521,0,4.913,6.932e-4,3.985e4,241.842,51.493,0.224,313.846,241.169,4.769,0.176,8.774e6,0,8.133,0.462,0.463,0.346,0.012,0.104,0.102,0.447,1.479e-4,0,0,0,0,0.039,0.006,15.24,182.415,58.786,0.19,0.1,-27.014,440.79,314.928,0.05,0.557,9.619
31.207,6566.266,46.772,-9.939,55.099,9.94,1037.067,1.671,1037.069,0.092,29.126,0.149,48.476,-80.426,9.788,0.538,0,4.981,4.921e-4,3.985e4,241.842,51.493,0.224,313.743,241.169,4.762,0.175,8.705e6,0,8.014,0.463,0.463,0.346,0.012,0.104,0.106,0.462,3.936e-5,0,0,0,0,0.041,0.006,15.24,182.415,58.538,0.19,0.1,-27.031,440.644,314.918,0.05,0.557,9.469
31.257,6568.592,46.275,-9.935,54.674,9.936,1038.523,1.676,1038.525,0.092,29.119,0.148,48.476,-80.426,9.788,0.557,0,5.049,3.788e-4,3.985e4,241.842,51.493,0.224,313.637,241.169,4.755,0.174,8.636e6,0,7.896,0.463,0.464,0.347,0.012,0.104,0.109,0.477,-2.27E-05,0,0,0,0,0.043,0.006,15.24,182.415,58.288,0.19,0.1,-27.048,440.5,314.908,0.05,0.558,9.321
31.307,6570.893,45.778,-9.931,54.251,9.933,1039.979,1.681,1039.98,0.093,29.111,0.148,48.476,-80.426,9.788,0.576,0,5.118,2.477e-4,3.985e4,241.842,51.493,0.224,313.528,241.169,4.748,0.172,8.568e6,0,7.779,0.463,0.464,0.347,0.012,0.104,0.113,0.492,1.358e-4,0,0,0,0,0.045,0.006,15.24,182.415,58.034,0.191,0.1,-27.064,440.358,314.898,0.05,0.558,9.175
31.357,6573.17,45.282,-9.928,53.828,9.929,1041.434,1.686,1041.436,0.093,29.104,0.148,48.476,-80.426,9.788,0.595,-3.23E-07,5.189,3.094e-5,3.985e4,241.842,51.493,0.224,313.415,241.169,4.741,0.171,8.499e6,0,7.664,0.464,0.464,0.347,0.012,0.104,0.117,0.508,1.089e-4,0,0,0,0,0.047,0.006,15.24,182.415,57.776,0.191,0.1,-27.08,440.217,314.888,0.05,0.558,9.031
31.407,6575.421,44.786,-9.924,53.407,9.925,1042.889,1.691,1042.891,0.093,29.097,0.148,48.476,-80.426,9.788,0.616,0,5.261,-1.09E-04,3.985e4,241.842,51.493,0.224,313.298,241.169,4.733,0.17,8.431e6,0,7.55,0.464,0.465,0.348,0.012,0.104,0.121,0.525,-3.67E-04,0,0,0,0,0.049,0.006,15.24,182.415,57.515,0.191,0.1,-27.096,440.077,314.878,0.05,0.559,8.888
31.457,6577.648,44.289,-9.921,52.988,9.922,1044.344,1.695,1044.345,0.093,29.089,0.148,48.476,-80.426,9.788,0.637,0,5.333,-1.46E-04,3.985e4,241.842,51.493,0.224,313.178,241.169,4.725,0.168,8.364e6,0,7.437,0.465,0.465,0.348,0.012,0.104,0.126,0.542,-3.95E-04,0,0,0,0,0.051,0.006,15.24,182.415,57.25,0.192,0.1,-27.112,439.939,314.869,0.05,0.559,8.747
31.507,6579.85,43.794,-9.917,52.57,9.918,1045.798,1.7,1045.8,0.093,29.082,0.147,48.476,-80.426,9.788,0.659,0,5.408,-3.06E-04,3.985e4,241.842,51.493,0.224,313.053,241.169,4.717,0.167,8.296e6,0,7.325,0.465,0.466,0.349,0.012,0.104,0.13,0.56,-2.63E-04,0,0,0,0,0.053,0.006,15.24,182.415,56.981,0.192,0.1,-27.128,439.803,314.859,0.05,0.56,8.607
31.557,6582.028,43.298,-9.914,52.154,9.915,1047.252,1.705,1047.254,0.093,29.074,0.147,48.476,-80.426,9.788,0.681,0,5.483,-4.60E-04,3.985e4,241.842,51.493,0.224,312.924,241.169,4.708,0.166,8.229e6,0,7.215,0.465,0.466,0.349,0.012,0.104,0.135,0.578,4.557e-4,0,0,0,0,0.056,0.006,15.24,182.415,56.709,0.192,0.1,-27.143,439.668,314.85,0.05,0.56,8.469
31.607,6584.18,42.802,-9.91,51.739,9.911,1048.706,1.71,1048.707,0.093,29.067,0.147,48.476,-80.426,9.788,0.705,0,5.559,-5.09E-04,3.985e4,241.842,51.493,0.224,312.791,241.169,4.7,0.165,8.162e6,0,7.106,0.466,0.467,0.35,0.012,0.104,0.139,0.598,-1.14E-04,0,0,0,0,0.058,0.006,15.24,182.415,56.433,0.193,0.1,-27.159,439.535,314.841,0.05,0.56,8.333
31.657,6586.308,42.307,-9.907,51.326,9.908,1050.159,1.715,1050.16,0.094,29.06,0.147,48.476,-80.426,9.788,0.729,0,5.637,-5.94E-04,3.985e4,241.842,51.493,0.224,312.654,241.169,4.691,0.163,8.095e6,0,6.999,0.466,0.467,0.35,0.012,0.104,0.144,0.617,2.165e-5,0,0,0,0,0.061,0.006,15.24,182.415,56.153,0.193,0.1,-27.174,439.403,314.832,0.05,0.561,8.198
31.707,6588.411,41.811,-9.903,50.914,9.904,1051.612,1.72,1051.613,0.094,29.052,0.147,48.476,-80.426,9.788,0.755,0,5.716,-6.16E-04,3.985e4,241.842,51.493,0.224,312.512,241.169,4.681,0.162,8.029e6,0,6.893,0.467,0.468,0.351,0.012,0.104,0.15,0.637,4.229e-4,0,0,0,0,0.063,0.006,15.24,182.415,55.869,0.193,0.1,-27.189,439.273,314.822,0.05,0.561,8.066
31.757,6590.489,41.316,-9.9,50.504,9.901,1053.064,1.725,1053.066,0.094,29.045,0.147,48.476,-80.426,9.788,0.781,0,5.796,-7.63E-04,3.985e4,241.842,51.493,0.224,312.366,241.169,4.672,0.161,7.963e6,0,6.788,0.467,0.468,0.351,0.012,0.104,0.155,0.658,5.082e-5,0,0,0,0,0.066,0.006,15.24,182.415,55.581,0.194,0.1,-27.204,439.145,314.813,0.05,0.561,7.934
31.807,6592.542,40.822,-9.896,50.096,9.897,1054.516,1.73,1054.518,0.094,29.038,0.147,48.476,-80.426,9.788,0.808,0,5.878,-7.93E-04,3.985e4,241.842,51.493,0.224,312.215,241.169,4.662,0.159,7.897e6,0,6.684,0.468,0.468,0.352,0.012,0.104,0.161,0.68,7.461e-5,0,0,0,0,0.069,0.006,15.24,182.415,55.29,0.194,0.1,-27.218,439.018,314.805,0.05,0.562,7.805
31.857,6594.571,40.327,-9.893,49.689,9.894,1055.968,1.735,1055.969,0.094,29.03,0.147,48.476,-80.426,9.788,0.836,0,5.961,-8.21E-04,3.985e4,241.842,51.493,0.224,312.059,241.169,4.652,0.158,7.832e6,0,6.581,0.468,0.469,0.352,0.012,0.104,0.167,0.702,-2.44E-04,0,0,0,0,0.072,0.006,15.24,182.415,54.994,0.194,0.1,-27.233,438.892,314.796,0.05,0.562,7.677
31.907,6596.575,39.832,-9.889,49.284,9.89,1057.419,1.74,1057.421,0.094,29.023,0.147,48.476,-80.426,9.788,0.866,0,6.045,-9.15E-04,3.985e4,241.842,51.493,0.224,311.897,241.169,4.641,0.157,7.767e6,0,6.48,0.468,0.469,0.353,0.012,0.104,0.173,0.725,-2.45E-04,0,0,0,0,0.076,0.006,15.24,182.415,54.693,0.194,0.1,-27.247,438.768,314.787,0.05,0.563,7.551
31.957,6598.554,39.338,-9.886,48.881,9.887,1058.87,1.745,1058.872,0.094,29.016,0.147,48.476,-80.426,9.788,0.896,0,6.131,-9.30E-04,3.985e4,241.842,51.493,0.224,311.731,241.169,4.63,0.155,7.702e6,0,6.38,0.469,0.47,0.353,0.012,0.103,0.179,0.749,4.601e-4,0,0,0,0,0.079,0.006,15.24,182.415,54.389,0.195,0.1,-27.261,438.645,314.779,0.05,0.563,7.426
32.007,6600.509,38.844,-9.882,48.48,9.883,1060.321,1.75,1060.322,0.095,29.008,0.147,48.476,-80.426,9.788,0.927,0,6.218,-9.90E-04,3.985e4,241.842,51.493,0.224,311.559,241.169,4.619,0.154,7.638e6,0,6.282,0.469,0.47,0.354,0.012,0.103,0.186,0.775,1.805e-4,0,0,0,0,0.083,0.006,15.24,182.415,54.08,0.195,0.1,-27.275,438.524,314.77,0.05,0.563,7.303
32.057,6602.439,38.35,-9.879,48.081,9.88,1061.771,1.755,1061.773,0.095,29.001,0.147,48.476,-80.426,9.788,0.96,0,6.306,-0.001,3.985e4,241.842,51.493,0.224,311.382,241.169,4.607,0.153,7.574e6,0,6.185,0.47,0.471,0.354,0.012,0.103,0.192,0.8,3.103e-4,0,0,0,0,0.086,0.006,15.24,182.415,53.767,0.195,0.1,-27.289,438.405,314.762,0.05,0.564,7.182
32.107,6604.344,37.856,-9.875,47.683,9.876,1063.221,1.76,1063.222,0.095,28.994,0.147,48.476,-80.426,9.788,0.993,0,6.396,-0.001,3.985e4,241.842,51.493,0.224,311.199,241.169,4.595,0.152,7.51e6,0,6.089,0.47,0.472,0.355,0.012,0.103,0.199,0.826,-1.98E-04,0,0,0,0,0.09,0.006,15.24,182.415,53.45,0.196,0.1,-27.302,438.287,314.754,0.05,0.564,7.062
32.157,6606.224,37.362,-9.872,47.288,9.873,1064.67,1.765,1064.672,0.095,28.986,0.147,48.476,-80.426,9.788,1.028,0,6.487,-0.001,3.985e4,241.842,51.493,0.224,311.01,241.169,4.583,0.15,7.447e6,0,5.994,0.471,0.472,0.355,0.012,0.103,0.207,0.854,-4.45E-04,0,0,0,0,0.094,0.006,15.24,182.415,53.128,0.196,0.1,-27.316,438.171,314.746,0.05,0.564,6.944
32.207,6608.08,36.869,-9.868,46.894,9.869,1066.12,1.77,1066.121,0.095,28.979,0.147,48.476,-80.426,9.788,1.064,0,6.58,-0.001,3.985e4,241.842,51.493,0.224,310.815,241.169,4.57,0.149,7.384e6,0,5.901,0.471,0.473,0.356,0.012,0.103,0.215,0.882,-4.44E-04,0,0,0,0,0.099,0.006,15.24,182.415,52.801,0.196,0.1,-27.329,438.056,314.738,0.05,0.565,6.827
32.257,6609.911,36.375,-9.865,46.503,9.866,1067.568,1.775,1067.57,0.095,28.972,0.147,48.476,-80.426,9.788,1.102,0,6.674,-0.001,3.985e4,241.842,51.493,0.224,310.615,241.169,4.557,0.148,7.321e6,0,5.808,0.471,0.473,0.356,0.012,0.103,0.223,0.911,-1.12E-04,0,0,0,0,0.103,0.005,15.24,182.415,52.47,0.197,0.1,-27.342,437.942,314.73,0.05,0.565,6.712
32.307,6611.718,35.882,-9.861,46.114,9.862,1069.017,1.78,1069.018,0.095,28.964,0.147,48.476,-80.426,9.788,1.141,0,6.769,-0.001,3.985e4,241.842,51.493,0.224,310.407,241.169,4.543,0.147,7.259e6,0,5.718,0.472,0.474,0.357,0.012,0.103,0.231,0.941,-7.05E-05,0,0,0,0,0.108,0.005,15.24,182.415,52.133,0.197,0.1,-27.355,437.831,314.722,0.05,0.565,6.599
32.357,6613.499,35.389,-9.858,45.726,9.859,1070.465,1.785,1070.466,0.096,28.957,0.147,48.476,-80.426,9.788,1.181,0,6.866,-0.001,3.985e4,241.842,51.493,0.224,310.194,241.169,4.529,0.145,7.197e6,0,5.628,0.472,0.474,0.357,0.012,0.103,0.24,0.972,3.644e-4,0,0,0,0,0.113,0.005,15.24,182.415,51.793,0.197,0.1,-27.368,437.72,314.714,0.05,0.566,6.487
32.407,6615.256,34.896,-9.854,45.341,9.855,1071.912,1.79,1071.914,0.096,28.95,0.147,48.476,-80.426,9.788,1.223,0,6.965,-0.001,3.985e4,241.842,51.493,0.224,309.974,241.169,4.515,0.144,7.135e6,0,5.54,0.473,0.475,0.358,0.012,0.103,0.249,1.004,-1.60E-04,0,0,0,0,0.118,0.005,15.24,182.415,51.447,0.198,0.1,-27.38,437.612,314.707,0.05,0.566,6.377
32.457,6616.989,34.404,-9.851,44.959,9.852,1073.36,1.795,1073.361,0.096,28.942,0.147,48.476,-80.425,9.788,1.266,0,7.065,-0.001,3.985e4,241.842,51.493,0.224,309.747,241.169,4.5,0.143,7.074e6,0,5.453,0.473,0.476,0.358,0.012,0.103,0.258,1.036,3.717e-4,0,0,0,0,0.124,0.005,15.24,182.415,51.096,0.198,0.1,-27.392,437.504,314.699,0.05,0.566,6.269
32.507,6618.697,33.911,-9.847,44.578,9.848,1074.807,1.8,1074.808,0.096,28.935,0.147,48.476,-80.425,9.788,1.311,0,7.166,-0.001,3.985e4,241.842,51.493,0.224,309.513,241.169,4.485,0.142,7.013e6,0,5.367,0.474,0.476,0.359,0.012,0.103,0.268,1.07,-1.61E-04,0,0,0,0,0.13,0.005,15.24,182.415,50.74,0.198,0.1,-27.405,437.399,314.692,0.05,0.567,6.162
32.557,6620.38,33.419,-9.844,44.2,9.845,1076.253,1.805,1076.255,0.096,28.928,0.147,48.476,-80.425,9.788,1.357,0,7.27,-0.001,3.985e4,241.842,51.493,0.224,309.273,241.169,4.469,0.141,6.953e6,0,5.283,0.474,0.477,0.36,0.012,0.103,0.278,1.105,1.793e-4,0,0,0,0,0.136,0.005,15.24,182.415,50.379,0.198,0.1,-27.417,437.294,314.684,0.05,0.567,6.057
