# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
1.291,81.341,123.413,92.203,123.971,92.729,7.47,2.664e-4,7.47,0.002,11.74,9.863,48.476,-80.44,9.808,0.037,0,-1.183,0.002,5.289e4,1.328e4,56.616,0.257,317.319,252.914,4.226,0.362,3.268e7,5496.401,76.024,0.456,0.456,0.321,0.019,0.115,0.007,0.03,-1.85E-04,0,0,0,0,-4.58E-04,0.012,15.24,182.415,84.483,0.003,0.1,18.624,996.598,342.585,0.05,0.107,91.453
1.341,87.627,128.022,92.244,128.605,92.784,8.069,3.093e-4,8.069,0.002,12.236,9.995,48.476,-80.44,9.808,0.07,-4.26E-07,-1.124,0.002,5.275e4,1.314e4,56.605,0.257,317.188,252.919,4.217,0.375,3.39e7,5491.07,82.067,0.457,0.457,0.321,0.02,0.116,0.014,0.058,-3.90E-05,0,0,0,0,-3.84E-04,0.013,15.24,182.415,84.425,0.004,0.1,18.605,996.296,342.574,0.05,0.108,98.396
1.391,94.142,132.598,91.59,133.208,92.139,8.693,3.572e-4,8.693,0.002,12.736,10.051,48.476,-80.44,9.808,0.099,0,-1.022,6.208e-4,5.261e4,1.3e4,56.593,0.256,317.089,252.92,4.211,0.389,3.51e7,5449.309,88.327,0.459,0.459,0.321,0.021,0.117,0.019,0.081,-2.58E-04,0,0,0,0,-2.97E-04,0.013,15.24,182.415,84.372,0.004,0.1,18.586,995.982,342.562,0.05,0.11,105.539
1.441,100.886,137.164,91.378,137.801,91.939,9.343,4.105e-4,9.343,0.003,13.24,10.137,48.476,-80.44,9.808,0.121,3.308e-7,-0.883,5.698e-4,5.248e4,1.287e4,56.58,0.256,317.032,252.918,4.207,0.402,3.631e7,5431.419,94.836,0.46,0.46,0.32,0.022,0.119,0.024,0.099,4.763e-5,0,0,0,0,-2.07E-04,0.013,15.24,182.415,84.324,0.005,0.1,18.567,995.658,342.55,0.05,0.111,112.913
1.491,107.858,141.725,91.283,142.39,91.853,10.017,4.698e-4,10.017,0.003,13.748,10.216,48.476,-80.44,9.808,0.135,0,-0.71,6.822e-4,5.234e4,1.273e4,56.578,0.256,317.027,252.942,4.205,0.416,3.751e7,5420.006,101.604,0.462,0.462,0.32,0.023,0.12,0.026,0.111,-4.88E-06,0,0,0,0,-1.25E-04,0.014,15.24,182.415,84.284,0.006,0.1,18.546,995.323,342.538,0.05,0.112,120.526
1.541,115.057,146.234,90.248,146.927,90.82,10.717,5.353e-4,10.717,0.003,14.255,10.178,48.476,-80.44,9.808,0.14,3.137e-7,-0.511,-6.86E-05,5.221e4,1.26e4,56.564,0.255,317.077,252.934,4.209,0.429,3.869e7,5359.529,108.562,0.464,0.464,0.319,0.023,0.121,0.027,0.114,-3.27E-04,0,0,0,0,-6.08E-05,0.014,15.24,182.415,84.253,0.006,0.1,18.525,994.977,342.525,0.05,0.114,128.294
1.591,122.481,150.729,89.958,151.451,90.533,11.443,6.075e-4,11.443,0.003,14.763,10.187,48.476,-80.44,9.808,0.135,0,-0.298,8.579e-4,5.208e4,1.247e4,56.549,0.255,317.186,252.923,4.217,0.442,3.988e7,5338.582,115.767,0.466,0.466,0.319,0.024,0.122,0.026,0.111,-4.21E-04,0,0,0,0,-1.95E-05,0.015,15.24,182.415,84.233,0.006,0.1,18.503,994.62,342.512,0.05,0.114,136.276
1.641,130.13,155.204,89.551,155.954,90.125,12.194,6.867e-4,12.194,0.003,15.271,10.156,48.476,-80.44,9.808,0.121,0,-0.089,0.001,5.195e4,1.234e4,56.545,0.255,317.354,252.938,4.227,0.455,4.105e7,5311.794,123.21,0.468,0.468,0.319,0.025,0.123,0.024,0.099,1.102e-4,0,0,0,0,-1.62E-06,0.015,15.24,182.415,84.224,0.007,0.1,18.481,994.252,342.498,0.05,0.115,144.458
1.691,138.001,159.633,88.625,160.41,89.192,12.97,7.733e-4,12.97,0.003,15.773,10.044,48.476,-80.44,9.808,0.097,0,0.1,7.395e-4,5.182e4,1.221e4,56.529,0.254,317.574,252.922,4.242,0.468,4.221e7,5258.288,130.849,0.47,0.47,0.318,0.026,0.125,0.019,0.08,-3.03E-04,0,0,0,0,1.973e-6,0.016,15.24,182.415,84.224,0.007,0.1,18.458,993.874,342.485,0.05,0.116,152.786
1.741,146.092,164.032,88.02,164.837,88.58,13.771,8.676e-4,13.771,0.004,16.271,9.94,48.476,-80.44,9.808,0.068,0,0.252,8.01e-4,5.169e4,1.208e4,56.512,0.254,317.835,252.903,4.261,0.481,4.337e7,5221.962,138.71,0.471,0.472,0.318,0.027,0.126,0.013,0.056,4.311e-4,0,0,0,0,1.174e-5,0.016,15.24,182.415,84.233,0.008,0.1,18.435,993.485,342.47,0.05,0.117,161.284
1.791,154.403,168.402,87.448,169.234,87.997,14.597,9.699e-4,14.597,0.004,16.763,9.819,48.476,-80.44,9.808,0.033,0,0.35,0.001,5.157e4,1.196e4,56.507,0.254,318.125,252.91,4.279,0.494,4.451e7,5187.725,146.798,0.474,0.474,0.317,0.029,0.128,0.006,0.027,2.801e-4,0,0,0,0,2.153e-5,0.016,15.24,182.415,84.249,0.008,0.1,18.41,993.086,342.456,0.05,0.119,169.95
1.841,162.932,172.764,87.286,173.623,87.826,15.447,0.001,15.447,0.004,17.251,9.729,48.476,-80.44,9.808,0.002,0,-0.38,0.01,5.144e4,1.184e4,56.489,0.253,318.401,252.886,4.299,0.507,4.566e7,5175.189,155.154,0.476,0.476,0.317,0.03,0.129,4.012e-4,0.002,2.489e-4,0,0,0,0,-2.41E-05,0.017,15.24,182.415,84.267,0.008,0.1,18.385,992.676,342.44,0.05,0.12,178.821
1.891,171.678,177.079,86.334,177.964,86.862,16.322,0.001,16.322,0.004,17.731,9.559,48.476,-80.44,9.808,0.035,0,-0.338,8.971e-4,5.132e4,1.171e4,56.477,0.253,318.304,252.875,4.293,0.52,4.679e7,5122.319,163.704,0.478,0.478,0.317,0.031,0.13,0.007,0.029,7.017e-5,0,0,0,0,-1.82E-05,0.017,15.24,182.415,84.285,0.008,0.1,18.36,992.255,342.425,0.05,0.121,187.813
1.941,180.64,181.389,86.233,182.3,86.753,17.22,0.001,17.22,0.004,18.207,9.483,48.476,-80.44,9.808,0.062,0,-0.224,-3.87E-04,5.12e4,1.159e4,56.463,0.253,318.248,252.859,4.291,0.532,4.791e7,5113.864,172.533,0.48,0.48,0.316,0.032,0.132,0.012,0.052,2.815e-4,0,0,0,0,-7.60E-06,0.018,15.24,182.415,84.3,0.009,0.1,18.334,991.824,342.409,0.05,0.122,197.008
1.991,189.816,185.661,85.459,186.597,85.97,18.142,0.001,18.142,0.005,18.676,9.362,48.476,-80.44,9.808,0.081,0,-0.05,-0.002,5.108e4,1.147e4,56.45,0.252,318.251,252.844,4.292,0.545,4.903e7,5071.376,181.576,0.482,0.482,0.316,0.033,0.133,0.016,0.068,-2.16E-04,0,0,0,0,-3.56E-07,0.018,15.24,182.415,84.307,0.009,0.1,18.307,991.383,342.393,0.05,0.124,206.332
2.041,199.204,189.872,84.251,190.834,84.755,19.088,0.002,19.088,0.005,19.137,9.228,48.476,-80.44,9.808,0.089,0,0.165,-0.001,5.096e4,1.135e4,56.435,0.252,318.322,252.823,4.298,0.557,5.013e7,5007.327,190.783,0.485,0.485,0.315,0.035,0.135,0.018,0.075,2.289e-4,0,0,0,0,3.763e-6,0.019,15.24,182.415,84.304,0.009,0.1,18.279,990.932,342.376,0.05,0.125,215.73
2.091,208.803,194.06,83.778,195.047,84.282,20.056,0.002,20.056,0.005,19.596,9.204,48.476,-80.44,9.808,0.085,0,0.398,-1.29E-04,5.084e4,1.124e4,56.414,0.252,318.467,252.788,4.31,0.57,5.121e7,4981.567,200.196,0.487,0.487,0.315,0.036,0.136,0.017,0.072,-1.66E-04,0,0,0,0,2.1e-5,0.019,15.24,182.415,84.29,0.01,0.1,18.235,990.222,342.35,0.05,0.126,225.233
2.141,218.61,198.246,83.716,199.258,84.226,21.047,0.002,21.047,0.005,20.058,9.258,48.476,-80.44,9.808,0.07,-4.13E-07,0.613,-0.001,5.073e4,1.112e4,56.405,0.252,318.684,252.78,4.324,0.582,5.228e7,4977.444,209.84,0.49,0.49,0.314,0.038,0.138,0.014,0.06,4.685e-4,0,0,0,0,4.767e-5,0.019,15.24,182.415,84.264,0.01,0.1,18.166,989.109,342.307,0.05,0.127,234.854
2.191,228.627,202.413,83.348,203.45,83.867,22.062,0.002,22.062,0.005,20.521,9.315,48.476,-80.44,9.808,0.046,8.438e-7,0.783,-3.51E-04,5.061e4,1.1e4,56.383,0.251,318.96,252.74,4.345,0.594,5.334e7,4958.339,219.741,0.492,0.492,0.314,0.039,0.139,0.009,0.04,1.19e-4,0,0,0,0,7.445e-5,0.02,15.24,182.415,84.229,0.01,0.1,18.094,987.972,342.264,0.05,0.128,244.62
2.241,238.85,206.525,82.239,207.588,82.765,23.099,0.002,23.099,0.006,20.984,9.321,48.476,-80.44,9.808,0.016,0,0.878,-0.001,5.05e4,1.089e4,56.368,0.251,319.273,252.716,4.367,0.607,5.439e7,4902.068,229.812,0.495,0.495,0.313,0.041,0.141,0.003,0.014,6.571e-5,0,0,0,0,8.993e-5,0.02,15.24,182.415,84.187,0.011,0.1,18.022,986.812,342.22,0.05,0.128,254.436
2.291,249.278,210.604,81.57,211.693,82.108,24.16,0.002,24.16,0.006,21.45,9.382,48.476,-80.44,9.808,0.015,-6.70E-07,-0.878,6.156e-4,5.039e4,1.078e4,56.35,0.251,319.425,252.685,4.379,0.619,5.542e7,4868.795,240.109,0.498,0.498,0.313,0.042,0.143,0.003,0.013,3.829e-4,0,0,0,0,-8.66E-05,0.021,15.24,182.415,84.142,0.011,0.1,17.947,985.629,342.175,0.05,0.129,264.348
2.341,259.91,214.665,81.229,215.782,81.779,25.244,0.003,25.244,0.006,21.92,9.469,48.476,-80.44,9.808,0.042,0,-0.783,9.172e-4,5.028e4,1.067e4,56.334,0.25,319.413,252.657,4.38,0.631,5.645e7,4852.524,250.678,0.501,0.501,0.312,0.044,0.144,0.008,0.037,-3.99E-04,0,0,0,0,-6.62E-05,0.021,15.24,182.415,84.101,0.011,0.1,17.872,984.422,342.129,0.05,0.129,274.393
2.391,270.744,218.706,80.806,219.85,81.366,26.352,0.003,26.352,0.006,22.394,9.524,48.476,-80.44,9.808,0.061,0,-0.602,-1.56E-04,5.017e4,1.056e4,56.316,0.25,319.452,252.623,4.385,0.643,5.747e7,4832.527,261.513,0.504,0.504,0.312,0.046,0.146,0.012,0.053,-3.65E-04,0,0,0,0,-3.77E-05,0.021,15.24,182.415,84.066,0.012,0.1,17.794,983.193,342.082,0.05,0.13,284.557
2.441,281.78,222.709,80.039,223.88,80.602,27.484,0.003,27.484,0.007,22.869,9.506,48.476,-80.44,9.808,0.07,-3.28E-07,-0.362,0.002,5.006e4,1.045e4,56.304,0.25,319.56,252.604,4.393,0.655,5.848e7,4795.412,272.571,0.507,0.507,0.312,0.048,0.148,0.014,0.062,3.159e-4,0,0,0,0,-1.31E-05,0.022,15.24,182.415,84.042,0.012,0.1,17.716,981.941,342.035,0.05,0.13,294.789
2.491,293.015,226.698,79.77,227.897,80.333,28.639,0.003,28.639,0.007,23.343,9.492,48.476,-80.44,9.808,0.066,0,-0.105,-0.001,4.995e4,1.034e4,56.279,0.25,319.745,252.555,4.409,0.666,5.948e7,4783.63,283.926,0.51,0.51,0.311,0.05,0.149,0.013,0.058,1.407e-4,0,0,0,0,-1.07E-06,0.022,15.24,182.415,84.03,0.012,0.1,17.636,980.666,341.986,0.05,0.13,305.15
2.541,304.449,230.653,79.065,231.879,79.62,29.818,0.004,29.818,0.007,23.813,9.386,48.476,-80.44,9.808,0.05,0,0.12,4.715e-5,4.984e4,1.024e4,56.267,0.249,320.002,252.533,4.427,0.678,6.047e7,4750.163,295.523,0.513,0.513,0.31,0.052,0.151,0.01,0.044,6.902e-5,0,0,0,0,1.353e-6,0.023,15.24,182.415,84.031,0.012,0.1,17.554,979.369,341.937,0.05,0.131,315.576
2.591,316.079,234.568,78.287,235.821,78.83,31.02,0.004,31.02,0.007,24.277,9.234,48.476,-80.44,9.807,0.026,0,0.276,-0.004,4.973e4,1.012e4,56.24,0.249,320.311,252.477,4.451,0.69,6.144e7,4712.677,307.356,0.517,0.517,0.31,0.054,0.153,0.005,0.023,4.781e-4,0,0,0,0,6.884e-6,0.023,15.24,182.415,84.042,0.011,0.1,17.472,978.049,341.887,0.05,0.131,326.052
2.641,327.905,238.46,77.811,239.74,78.34,32.246,0.004,32.246,0.007,24.734,9.093,48.476,-80.44,9.807,0.002,-5.73E-07,-0.326,-0.022,4.963e4,1.002e4,56.227,0.249,320.618,252.452,4.473,0.701,6.241e7,4691.379,319.479,0.52,0.52,0.309,0.056,0.155,4.741e-4,0.002,-3.83E-04,0,0,0,0,-9.33E-06,0.023,15.24,182.415,84.057,0.01,0.1,17.387,976.707,341.836,0.05,0.132,336.612
2.691,339.925,242.324,77.244,243.63,77.76,33.494,0.004,33.494,0.008,25.184,8.943,48.476,-80.44,9.807,0.028,0,-0.256,-0.002,4.953e4,9916.705,56.2,0.248,320.64,252.397,4.478,0.713,6.337e7,4666.053,331.888,0.524,0.524,0.309,0.059,0.156,0.006,0.025,1.593e-4,0,0,0,0,-5.57E-06,0.024,15.24,182.415,84.072,0.01,0.1,17.302,975.343,341.784,0.05,0.132,347.241
2.741,352.137,246.175,76.973,247.506,77.48,34.764,0.005,34.764,0.008,25.628,8.849,48.476,-80.44,9.807,0.047,0,-0.081,-0.003,4.942e4,9815.275,56.183,0.248,320.709,252.362,4.485,0.724,6.432e7,4656.125,344.645,0.528,0.528,0.308,0.061,0.158,0.009,0.042,-2.95E-04,0,0,0,0,-5.36E-07,0.024,15.24,182.415,84.081,0.01,0.1,17.215,973.957,341.731,0.05,0.133,357.976
2.791,364.541,249.989,76.233,251.345,76.734,36.056,0.005,36.056,0.008,26.066,8.75,48.476,-80.44,9.807,0.054,0,0.159,8.509e-4,4.932e4,9714.975,56.159,0.248,320.846,252.313,4.497,0.736,6.526e7,4623.644,357.683,0.532,0.532,0.308,0.064,0.16,0.011,0.049,3.2e-4,0,0,0,0,2.019e-6,0.024,15.24,182.415,84.079,0.01,0.1,17.127,972.55,341.678,0.05,0.134,368.746
2.841,377.135,253.763,75.409,255.143,75.909,37.37,0.005,37.37,0.008,26.5,8.697,48.476,-80.439,9.807,0.049,-7.16E-07,0.409,-0.003,4.922e4,9615.781,56.141,0.248,321.061,252.275,4.514,0.747,6.618e7,4587.767,370.999,0.536,0.536,0.307,0.067,0.162,0.01,0.044,4.765e-4,0,0,0,0,1.293e-5,0.025,15.24,182.415,84.065,0.012,0.1,17.037,971.121,341.623,0.05,0.135,379.533
2.891,389.917,257.497,74.629,258.902,75.134,38.706,0.006,38.706,0.008,26.933,8.699,48.476,-80.439,9.807,0.032,-4.54E-07,0.615,-0.002,4.913e4,9517.675,56.117,0.247,321.342,252.223,4.535,0.758,6.71e7,4554.861,384.615,0.54,0.54,0.307,0.07,0.164,0.006,0.029,-2.63E-05,0,0,0,0,2.837e-5,0.025,15.24,182.415,84.038,0.013,0.1,16.946,969.67,341.568,0.05,0.135,390.339
2.941,402.884,261.204,74.062,262.634,74.578,40.064,0.006,40.064,0.009,27.368,8.758,48.476,-80.439,9.807,0.008,-4.02E-07,0.719,-0.009,4.903e4,9420.65,56.102,0.247,321.667,252.192,4.559,0.769,6.8e7,4533.256,398.591,0.545,0.545,0.306,0.073,0.165,0.002,0.007,-2.99E-04,0,0,0,0,3.774e-5,0.026,15.24,182.415,84.004,0.015,0.1,16.854,968.199,341.512,0.05,0.136,401.191
2.991,416.037,264.896,73.754,266.351,74.283,41.443,0.006,41.443,0.009,27.808,8.855,48.476,-80.439,9.807,0.017,5.646e-7,-0.692,-0.006,4.893e4,9324.698,56.074,0.247,321.806,252.13,4.572,0.78,6.89e7,4525.074,413.004,0.549,0.549,0.306,0.076,0.167,0.003,0.015,3.344e-4,0,0,0,0,-3.40E-05,0.026,15.24,182.415,83.969,0.016,0.1,16.76,966.706,341.455,0.05,0.138,412.125
3.041,429.373,268.567,73.339,270.049,73.879,42.844,0.007,42.844,0.009,28.252,8.92,48.476,-80.439,9.807,0.036,-9.39E-07,-0.541,0.001,4.884e4,9229.802,56.059,0.247,321.885,252.096,4.579,0.791,6.978e7,4512.147,427.864,0.554,0.554,0.305,0.08,0.169,0.007,0.033,3.141e-4,0,0,0,0,-2.02E-05,0.026,15.24,182.415,83.937,0.016,0.1,16.665,965.193,341.398,0.05,0.139,423.122
3.091,442.893,272.22,72.979,273.729,73.525,44.268,0.007,44.268,0.009,28.699,8.946,48.476,-80.439,9.807,0.045,3.915e-7,-0.304,-0.003,4.874e4,9135.959,56.029,0.246,322.028,252.032,4.593,0.802,7.066e7,4502.345,443.217,0.56,0.56,0.305,0.084,0.171,0.009,0.042,-2.96E-04,0,0,0,0,-6.22E-06,0.027,15.24,182.415,83.916,0.016,0.1,16.569,963.659,341.34,0.05,0.14,434.185
3.141,456.594,275.834,72.186,277.369,72.729,45.714,0.007,45.714,0.009,29.143,8.865,48.476,-80.439,9.807,0.041,0,-0.047,-3.45E-04,4.865e4,9043.155,56.014,0.246,322.246,251.997,4.61,0.813,7.153e7,4471.645,459.006,0.565,0.565,0.304,0.088,0.173,0.008,0.038,-2.24E-04,0,0,0,0,-1.46E-07,0.027,15.24,182.415,83.908,0.016,0.1,16.471,962.104,341.28,0.05,0.142,445.242
3.191,470.477,279.448,72.197,281.01,72.733,47.183,0.008,47.183,0.009,29.585,8.812,48.476,-80.439,9.807,0.026,3.595e-7,0.158,-0.002,4.856e4,8951.388,55.984,0.246,322.533,251.931,4.633,0.824,7.24e7,4480.781,475.462,0.571,0.571,0.303,0.093,0.175,0.005,0.025,4.254e-4,0,0,0,0,1.586e-6,0.027,15.24,182.415,83.911,0.016,0.1,16.372,960.529,341.221,0.05,0.143,456.415
3.241,484.539,283.039,71.706,284.626,72.228,48.673,0.008,48.673,0.01,30.021,8.667,48.476,-80.439,9.807,0.004,0,0.253,0.002,4.847e4,8860.651,55.963,0.246,322.86,251.885,4.657,0.834,7.325e7,4465.968,492.537,0.577,0.577,0.303,0.098,0.177,7.809e-4,0.004,-2.51E-04,0,0,0,0,3.984e-6,0.028,15.24,182.415,83.922,0.016,0.1,16.272,958.933,341.16,0.05,0.145,467.622
3.291,498.779,286.577,70.7,288.19,71.205,50.184,0.009,50.184,0.01,30.447,8.461,48.476,-80.439,9.807,0.018,0,-0.202,9.163e-4,4.835e4,8742.774,55.925,0.245,322.978,251.801,4.67,0.845,7.409e7,4424.506,510.155,0.584,0.584,0.302,0.103,0.179,0.004,0.017,4.065e-4,0,0,0,0,-2.48E-06,0.028,15.24,182.415,83.934,0.016,0.1,16.171,957.317,341.098,0.05,0.145,478.765
3.341,513.195,290.06,69.575,291.697,70.065,51.717,0.009,51.717,0.01,30.863,8.274,48.476,-80.439,9.807,0.033,0,-0.03,0.003,4.82e4,8591.932,55.878,0.245,323.093,251.695,4.685,0.855,7.491e7,4375.625,528.369,0.591,0.591,0.302,0.109,0.181,0.007,0.032,-4.13E-04,0,0,0,0,-5.38E-08,0.028,15.24,182.415,83.94,0.016,0.1,16.068,955.681,341.036,0.05,0.146,489.823
3.391,527.785,293.519,69.106,295.181,69.592,53.271,0.01,53.271,0.01,31.274,8.213,48.476,-80.439,9.807,0.036,0,0.216,-8.06E-05,4.806e4,8446.622,55.826,0.245,323.275,251.578,4.705,0.866,7.572e7,4360.365,547.446,0.599,0.599,0.301,0.115,0.183,0.008,0.035,-2.96E-04,0,0,0,0,2.699e-6,0.029,15.24,182.415,83.936,0.016,0.1,15.964,954.026,340.973,0.05,0.146,500.904
3.441,542.547,296.967,68.841,298.652,69.332,54.845,0.01,54.845,0.01,31.684,8.24,48.476,-80.439,9.807,0.027,-3.93E-07,0.451,-0.001,4.791e4,8304.011,55.768,0.244,323.531,251.45,4.73,0.876,7.653e7,4356.713,567.594,0.608,0.608,0.3,0.123,0.185,0.006,0.027,1.437e-4,0,0,0,0,1.149e-5,0.029,15.24,182.415,83.918,0.017,0.1,15.859,952.351,340.91,0.05,0.147,512.041
3.491,557.481,300.412,68.786,302.122,69.29,56.439,0.011,56.439,0.011,32.099,8.341,48.476,-80.439,9.807,0.01,-8.42E-07,0.586,6.705e-4,4.777e4,8164.049,55.725,0.244,323.842,251.351,4.757,0.886,7.733e7,4365.056,589.075,0.617,0.617,0.3,0.131,0.187,0.002,0.01,-3.20E-04,0,0,0,0,1.895e-5,0.029,15.24,182.415,83.892,0.018,0.1,15.753,950.656,340.845,0.05,0.147,523.269
3.541,572.587,303.822,68.049,305.557,68.565,58.054,0.011,58.054,0.011,32.517,8.389,48.476,-80.439,9.807,0.011,1.129e-6,-0.58,-0.006,4.764e4,8026.687,55.666,0.244,324.045,251.22,4.779,0.897,7.812e7,4342.383,611.92,0.628,0.628,0.299,0.14,0.189,0.002,0.01,3.964e-4,0,0,0,0,-1.81E-05,0.03,15.24,182.415,83.861,0.019,0.1,15.645,948.942,340.78,0.05,0.148,534.468
3.591,587.862,307.182,67.164,308.943,67.687,59.691,0.012,59.691,0.011,32.934,8.398,48.476,-80.439,9.807,0.026,0,-0.44,-8.58E-04,4.75e4,7891.876,55.622,0.243,324.164,251.12,4.793,0.907,7.89e7,4306.08,627.948,0.631,0.631,0.298,0.142,0.191,0.005,0.026,2.175e-4,0,0,0,0,-1.02E-05,0.03,15.24,182.415,83.835,0.018,0.1,15.536,947.209,340.714,0.05,0.15,545.586
3.641,603.305,310.505,66.42,312.291,66.945,61.348,0.012,61.348,0.011,33.352,8.365,48.476,-80.439,9.807,0.031,0,-0.206,-0.002,4.737e4,7759.57,55.563,0.243,324.343,250.986,4.813,0.917,7.966e7,4272.614,639.919,0.63,0.63,0.296,0.141,0.193,0.007,0.031,3.886e-4,0,0,0,0,-2.20E-06,0.03,15.24,182.415,83.819,0.017,0.1,15.427,945.456,340.647,0.05,0.15,556.656
3.691,618.912,313.812,66.122,315.624,66.642,63.026,0.013,63.026,0.011,33.769,8.311,48.476,-80.439,9.807,0.024,0,0.029,-0.002,4.724e4,7629.722,55.519,0.243,324.589,250.884,4.836,0.927,8.041e7,4260.358,651.916,0.63,0.63,0.295,0.14,0.195,0.005,0.025,-4.87E-04,0,0,0,0,4.298e-8,0.031,15.24,182.415,83.816,0.016,0.1,15.315,943.685,340.58,0.05,0.151,567.755
3.741,634.686,317.143,66.583,318.98,67.096,64.725,0.013,64.725,0.012,34.185,8.281,48.476,-80.439,9.807,0.009,0,0.174,0.001,4.711e4,7502.285,55.458,0.242,324.889,250.749,4.865,0.937,8.117e7,4284.272,664.092,0.629,0.629,0.293,0.139,0.197,0.002,0.009,-1.47E-05,0,0,0,0,1.504e-6,0.031,15.24,182.415,83.822,0.017,0.1,15.203,941.895,340.512,0.05,0.152,579.018
3.791,650.625,320.417,65.463,322.279,65.957,66.444,0.014,66.444,0.012,34.591,8.06,48.476,-80.439,9.806,0.009,4.449e-7,-0.163,-0.01,4.699e4,7377.215,55.409,0.242,325.089,250.637,4.885,0.947,8.191e7,4233.255,676.132,0.628,0.628,0.292,0.138,0.199,0.002,0.01,-7.59E-05,0,0,0,0,-1.28E-06,0.031,15.24,182.415,83.831,0.019,0.1,15.09,940.087,340.443,0.05,0.153,590.155
3.841,666.729,323.714,65.902,325.6,66.39,68.184,0.014,68.184,0.012,34.994,8.034,48.476,-80.439,9.806,0.023,0,-0.018,-0.005,4.686e4,7254.469,55.353,0.242,325.217,250.51,4.902,0.957,8.265e7,4256.984,688.841,0.628,0.628,0.29,0.137,0.201,0.005,0.024,-5.28E-05,0,0,0,0,-1.46E-08,0.032,15.24,182.415,83.836,0.022,0.1,14.975,938.259,340.374,0.05,0.154,601.451
3.891,682.995,326.951,64.692,328.861,65.172,69.943,0.015,69.943,0.012,35.389,7.892,48.476,-80.439,9.806,0.025,0,0.208,-0.005,4.674e4,7134.003,55.292,0.241,325.396,250.373,4.923,0.966,8.338e7,4203.705,701.648,0.628,0.628,0.289,0.137,0.203,0.005,0.027,3.914e-4,0,0,0,0,2.019e-6,0.032,15.24,182.415,83.831,0.023,0.1,14.859,936.413,340.304,0.05,0.155,612.596
3.941,699.424,330.212,65.158,332.146,65.648,71.723,0.016,71.723,0.012,35.787,8.004,48.476,-80.439,9.806,0.017,-4.93E-07,0.412,-0.008,4.662e4,7015.774,55.248,0.241,325.638,250.269,4.945,0.976,8.41e7,4230.035,714.667,0.628,0.628,0.287,0.136,0.205,0.004,0.018,-1.79E-04,0,0,0,0,7.753e-6,0.032,15.24,182.415,83.815,0.024,0.1,14.742,934.549,340.233,0.05,0.156,623.904
3.991,716.015,333.397,63.644,335.355,64.139,73.522,0.016,73.522,0.013,36.182,7.95,48.476,-80.439,9.806,0.002,-4.85E-07,0.511,-0.042,4.651e4,6899.742,55.186,0.241,325.91,250.131,4.972,0.986,8.481e7,4163.838,727.514,0.628,0.628,0.285,0.136,0.207,3.736e-4,0.002,-7.67E-05,0,0,0,0,1.167e-5,0.033,15.24,182.415,83.79,0.023,0.1,14.624,932.724,340.161,0.05,0.157,635.037
4.041,732.763,336.539,62.77,338.521,63.274,75.341,0.017,75.341,0.013,36.578,7.97,48.476,-80.439,9.806,0.014,-9.68E-07,-0.448,0.001,4.639e4,6785.865,55.142,0.24,326.017,250.028,4.986,0.995,8.551e7,4128.026,740.302,0.628,0.628,0.284,0.135,0.209,0.003,0.015,1.438e-4,0,0,0,0,-8.82E-06,0.033,15.24,182.415,83.766,0.021,0.1,14.505,930.911,340.089,0.05,0.159,646.093
4.091,749.666,339.593,61.013,341.6,61.516,77.18,0.018,77.18,0.013,36.97,7.848,48.476,-80.439,9.806,0.022,0,-0.263,-2.75E-04,4.628e4,6674.103,55.081,0.24,326.134,249.89,5.003,1.005,8.618e7,4052.097,753.983,0.629,0.629,0.282,0.138,0.209,0.005,0.024,-3.52E-04,0,0,0,0,-2.99E-06,0.033,15.24,182.415,83.748,0.019,0.1,14.384,929.081,340.016,0.05,0.16,656.882
4.141,766.724,342.69,61.855,344.722,62.362,79.038,0.018,79.038,0.013,37.368,7.937,48.476,-80.439,9.806,0.019,0,-0.035,0.002,4.617e4,6564.417,55.037,0.24,326.309,249.787,5.021,1.014,8.686e7,4098.566,769.198,0.631,0.631,0.281,0.143,0.207,0.004,0.021,4.691e-4,0,0,0,0,-5.32E-08,0.034,15.24,182.415,83.741,0.019,0.1,14.263,927.234,339.942,0.05,0.161,667.895
