# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
1.291,81.341,123.413,92.203,123.971,92.729,7.47,2.927e-4,7.47,0.002,11.74,9.863,48.476,-80.44,9.808,0.037,4.156e-7,-1.182,0.002,5.289e4,1.328e4,56.616,0.257,317.319,252.914,4.226,0.362,3.268e7,5496.401,76.024,0.456,0.456,0.321,0.019,0.115,0.007,0.03,3.882e-5,0,0,0,0,-4.576e-4,0.012,15.24,182.415,84.483,0.003,0.1,18.624,996.598,342.585,0.05,0.037,91.453
1.341,87.627,128.022,92.244,128.605,92.784,8.069,3.393e-4,8.069,0.002,12.236,9.994,48.476,-80.44,9.808,0.07,-4.286e-7,-1.123,0.002,5.275e4,1.314e4,56.605,0.257,317.188,252.919,4.217,0.375,3.39e7,5491.07,82.067,0.457,0.457,0.321,0.02,0.116,0.014,0.058,2.803e-4,0,0,0,0,-3.838e-4,0.013,15.24,182.415,84.425,0.004,0.1,18.605,996.296,342.574,0.05,0.037,98.396
1.391,94.142,132.598,91.59,133.208,92.139,8.693,3.907e-4,8.693,0.003,12.736,10.05,48.476,-80.44,9.808,0.099,0,-1.023,0.002,5.261e4,1.3e4,56.593,0.256,317.089,252.92,4.211,0.389,3.51e7,5449.309,88.327,0.459,0.459,0.321,0.021,0.117,0.019,0.081,-7.841e-5,0,0,0,0,-2.969e-4,0.013,15.24,182.415,84.372,0.004,0.1,18.586,995.982,342.562,0.05,0.037,105.539
1.441,100.886,137.164,91.378,137.801,91.939,9.343,4.472e-4,9.343,0.003,13.239,10.137,48.476,-80.44,9.808,0.121,0,-0.884,0.002,5.248e4,1.287e4,56.58,0.256,317.033,252.918,4.207,0.402,3.631e7,5431.419,94.836,0.46,0.46,0.32,0.022,0.119,0.024,0.099,-4.053e-4,0,0,0,0,-2.07e-4,0.013,15.24,182.415,84.324,0.004,0.1,18.567,995.658,342.55,0.05,0.038,112.913
1.491,107.858,141.725,91.283,142.39,91.853,10.017,5.09e-4,10.017,0.003,13.748,10.216,48.476,-80.44,9.808,0.135,-3.211e-7,-0.71,0.002,5.234e4,1.273e4,56.578,0.256,317.027,252.942,4.205,0.416,3.751e7,5420.006,101.604,0.462,0.462,0.32,0.023,0.12,0.026,0.11,-3.018e-4,0,0,0,0,-1.251e-4,0.014,15.24,182.415,84.284,0.005,0.1,18.546,995.323,342.538,0.05,0.038,120.526
1.541,115.057,146.234,90.248,146.927,90.82,10.717,5.768e-4,10.717,0.003,14.255,10.178,48.476,-80.44,9.808,0.14,0,-0.511,0.001,5.221e4,1.26e4,56.564,0.255,317.077,252.934,4.209,0.429,3.869e7,5359.529,108.562,0.464,0.464,0.319,0.023,0.121,0.027,0.115,-3.638e-4,0,0,0,0,-6.091e-5,0.014,15.24,182.415,84.253,0.006,0.1,18.525,994.977,342.525,0.05,0.039,128.294
1.591,122.481,150.729,89.958,151.451,90.533,11.443,6.51e-4,11.443,0.003,14.763,10.187,48.476,-80.44,9.808,0.135,0,-0.298,6.519e-4,5.208e4,1.247e4,56.549,0.255,317.186,252.923,4.217,0.442,3.988e7,5338.582,115.767,0.466,0.466,0.319,0.024,0.122,0.026,0.111,2.072e-4,0,0,0,0,-1.954e-5,0.015,15.24,182.415,84.233,0.006,0.1,18.503,994.62,342.512,0.05,0.039,136.276
1.641,130.13,155.204,89.551,155.954,90.125,12.194,7.321e-4,12.194,0.003,15.271,10.156,48.476,-80.44,9.808,0.121,0,-0.09,3.343e-4,5.195e4,1.234e4,56.545,0.255,317.354,252.938,4.227,0.455,4.105e7,5311.794,123.21,0.468,0.468,0.319,0.025,0.123,0.024,0.1,-1.839e-4,0,0,0,0,-1.683e-6,0.015,15.24,182.415,84.224,0.007,0.1,18.481,994.252,342.498,0.05,0.04,144.458
1.691,138.001,159.633,88.625,160.41,89.192,12.97,8.206e-4,12.97,0.004,15.773,10.044,48.476,-80.44,9.808,0.098,0,0.099,0.002,5.182e4,1.221e4,56.529,0.254,317.573,252.922,4.242,0.468,4.221e7,5258.288,130.849,0.47,0.47,0.318,0.026,0.125,0.019,0.081,4.377e-4,0,0,0,0,1.934e-6,0.016,15.24,182.415,84.224,0.008,0.1,18.458,993.874,342.485,0.05,0.04,152.786
1.741,146.092,164.032,88.02,164.837,88.58,13.771,9.169e-4,13.771,0.004,16.271,9.94,48.476,-80.44,9.808,0.068,0,0.252,0.001,5.169e4,1.208e4,56.512,0.254,317.835,252.903,4.261,0.481,4.337e7,5221.962,138.71,0.471,0.472,0.318,0.027,0.126,0.013,0.057,-4.945e-4,0,0,0,0,1.179e-5,0.016,15.24,182.415,84.233,0.008,0.1,18.435,993.485,342.47,0.05,0.04,161.284
1.791,154.403,168.402,87.448,169.234,87.997,14.597,0.001,14.597,0.004,16.763,9.819,48.476,-80.44,9.808,0.033,0,0.349,0.004,5.157e4,1.196e4,56.507,0.254,318.124,252.91,4.279,0.494,4.451e7,5187.725,146.798,0.474,0.474,0.317,0.029,0.128,0.007,0.028,1.527e-4,0,0,0,0,2.145e-5,0.016,15.24,182.415,84.248,0.009,0.1,18.41,993.086,342.456,0.05,0.041,169.95
1.841,162.932,172.764,87.286,173.623,87.826,15.447,0.001,15.447,0.004,17.251,9.729,48.476,-80.44,9.808,0.002,0,-0.377,0.049,5.144e4,1.184e4,56.489,0.253,318.401,252.886,4.299,0.507,4.566e7,5175.189,155.154,0.476,0.476,0.317,0.03,0.129,3.944e-4,0.002,4.805e-4,0,0,0,0,-2.373e-5,0.017,15.24,182.415,84.267,0.01,0.1,18.385,992.676,342.44,0.05,0.041,178.821
1.891,171.678,177.079,86.334,177.964,86.862,16.322,0.001,16.322,0.004,17.731,9.559,48.476,-80.44,9.808,0.035,0,-0.34,0.003,5.132e4,1.171e4,56.477,0.253,318.304,252.875,4.293,0.52,4.679e7,5122.319,163.704,0.478,0.478,0.317,0.031,0.13,0.007,0.029,-2.193e-4,0,0,0,0,-1.836e-5,0.017,15.24,182.415,84.285,0.011,0.1,18.36,992.255,342.425,0.05,0.042,187.813
1.941,180.64,181.389,86.233,182.3,86.753,17.22,0.001,17.22,0.005,18.207,9.483,48.476,-80.44,9.808,0.063,0,-0.228,0.001,5.12e4,1.159e4,56.463,0.253,318.248,252.859,4.291,0.532,4.791e7,5113.864,172.533,0.48,0.48,0.316,0.032,0.132,0.012,0.053,-1.135e-4,0,0,0,0,-7.89e-6,0.018,15.24,182.415,84.3,0.012,0.1,18.334,991.824,342.409,0.05,0.042,197.008
1.991,189.816,185.661,85.459,186.597,85.97,18.142,0.002,18.142,0.005,18.675,9.362,48.476,-80.44,9.808,0.081,0,-0.053,1.135e-4,5.108e4,1.147e4,56.45,0.252,318.25,252.844,4.292,0.545,4.903e7,5071.376,181.576,0.482,0.482,0.316,0.033,0.133,0.016,0.069,7.88e-5,0,0,0,0,-4.018e-7,0.018,15.24,182.415,84.307,0.012,0.1,18.307,991.383,342.393,0.05,0.042,206.332
2.041,199.204,189.872,84.252,190.834,84.755,19.088,0.002,19.088,0.005,19.137,9.227,48.476,-80.44,9.808,0.089,0,0.166,-0.001,5.096e4,1.135e4,56.435,0.252,318.32,252.823,4.298,0.557,5.013e7,5007.327,190.783,0.485,0.485,0.315,0.035,0.135,0.018,0.075,2.231e-4,0,0,0,0,3.789e-6,0.019,15.24,182.415,84.304,0.012,0.1,18.279,990.932,342.376,0.05,0.043,215.73
2.091,208.803,194.06,83.778,195.047,84.282,20.056,0.002,20.056,0.005,19.596,9.202,48.476,-80.44,9.808,0.085,0,0.399,0.001,5.084e4,1.124e4,56.414,0.252,318.465,252.788,4.309,0.57,5.121e7,4981.567,200.196,0.487,0.487,0.315,0.036,0.136,0.017,0.073,6.334e-5,0,0,0,0,2.103e-5,0.019,15.24,182.415,84.29,0.012,0.1,18.235,990.222,342.35,0.05,0.043,225.233
2.141,218.61,198.246,83.716,199.258,84.226,21.047,0.002,21.047,0.006,20.057,9.257,48.476,-80.44,9.808,0.07,0,0.616,0.002,5.073e4,1.112e4,56.405,0.252,318.682,252.78,4.324,0.582,5.228e7,4977.444,209.84,0.49,0.49,0.314,0.038,0.138,0.014,0.06,-1.526e-4,0,0,0,0,4.802e-5,0.019,15.24,182.415,84.264,0.011,0.1,18.166,989.109,342.307,0.05,0.043,234.854
2.191,228.627,202.413,83.348,203.45,83.867,22.062,0.002,22.062,0.006,20.521,9.315,48.476,-80.44,9.808,0.046,0,0.784,0.006,5.061e4,1.1e4,56.383,0.251,318.959,252.74,4.345,0.594,5.334e7,4958.339,219.741,0.492,0.492,0.314,0.039,0.139,0.009,0.039,-2.885e-4,0,0,0,0,7.472e-5,0.02,15.24,182.415,84.229,0.009,0.1,18.094,987.972,342.264,0.05,0.044,244.62
2.241,238.85,206.525,82.239,207.588,82.765,23.099,0.002,23.099,0.006,20.984,9.321,48.476,-80.44,9.808,0.016,0,0.878,0.018,5.05e4,1.089e4,56.368,0.251,319.273,252.716,4.367,0.607,5.439e7,4902.068,229.812,0.495,0.495,0.313,0.041,0.141,0.003,0.014,4.977e-4,0,0,0,0,9.011e-5,0.02,15.24,182.415,84.187,0.008,0.1,18.022,986.812,342.22,0.05,0.044,254.436
2.291,249.278,210.604,81.57,211.693,82.108,24.16,0.003,24.16,0.006,21.45,9.382,48.476,-80.44,9.808,0.015,0,-0.881,0.024,5.039e4,1.078e4,56.35,0.251,319.425,252.685,4.379,0.619,5.542e7,4868.795,240.109,0.498,0.498,0.313,0.042,0.143,0.003,0.013,-6.827e-5,0,0,0,0,-8.724e-5,0.021,15.24,182.415,84.143,0.007,0.1,17.947,985.629,342.175,0.05,0.045,264.348
2.341,259.91,214.665,81.229,215.782,81.779,25.244,0.003,25.244,0.006,21.92,9.469,48.476,-80.44,9.808,0.042,0,-0.785,0.008,5.028e4,1.067e4,56.334,0.25,319.412,252.657,4.38,0.631,5.645e7,4852.524,250.678,0.501,0.501,0.312,0.044,0.144,0.008,0.037,3.361e-4,0,0,0,0,-6.66e-5,0.021,15.24,182.415,84.1,0.006,0.1,17.872,984.422,342.129,0.05,0.045,274.393
2.391,270.744,218.706,80.806,219.85,81.366,26.352,0.003,26.352,0.007,22.394,9.525,48.476,-80.44,9.808,0.062,0,-0.602,0.006,5.017e4,1.056e4,56.316,0.25,319.45,252.623,4.385,0.643,5.747e7,4832.527,261.513,0.504,0.504,0.312,0.046,0.146,0.012,0.054,3.04e-4,0,0,0,0,-3.775e-5,0.021,15.24,182.415,84.066,0.006,0.1,17.794,983.193,342.082,0.05,0.045,284.557
2.441,281.78,222.709,80.039,223.88,80.602,27.484,0.003,27.484,0.007,22.868,9.507,48.476,-80.44,9.808,0.07,0,-0.362,0.004,5.006e4,1.045e4,56.304,0.25,319.558,252.604,4.393,0.655,5.848e7,4795.412,272.571,0.507,0.507,0.312,0.048,0.148,0.014,0.061,1.104e-5,0,0,0,0,-1.313e-5,0.022,15.24,182.415,84.041,0.006,0.1,17.716,981.941,342.035,0.05,0.046,294.789
2.491,293.015,226.698,79.77,227.897,80.333,28.639,0.004,28.639,0.007,23.343,9.493,48.476,-80.44,9.808,0.066,0,-0.106,0.003,4.995e4,1.034e4,56.279,0.25,319.743,252.555,4.409,0.666,5.948e7,4783.63,283.926,0.51,0.51,0.311,0.05,0.149,0.013,0.058,8.92e-5,0,0,0,0,-1.083e-6,0.022,15.24,182.415,84.03,0.007,0.1,17.636,980.666,341.986,0.05,0.046,305.15
2.541,304.449,230.653,79.065,231.879,79.62,29.818,0.004,29.818,0.007,23.813,9.387,48.476,-80.44,9.808,0.05,0,0.125,0.005,4.984e4,1.024e4,56.267,0.249,320,252.533,4.427,0.678,6.047e7,4750.163,295.523,0.513,0.513,0.31,0.052,0.151,0.01,0.044,2.394e-4,0,0,0,0,1.453e-6,0.023,15.24,182.415,84.031,0.009,0.1,17.554,979.369,341.937,0.05,0.047,315.576
2.591,316.079,234.568,78.287,235.821,78.83,31.02,0.004,31.02,0.007,24.277,9.235,48.476,-80.44,9.807,0.026,0,0.28,0.005,4.973e4,1.012e4,56.24,0.249,320.31,252.477,4.451,0.69,6.144e7,4712.677,307.356,0.517,0.517,0.31,0.054,0.153,0.005,0.023,8.803e-6,0,0,0,0,7.076e-6,0.023,15.24,182.415,84.041,0.012,0.1,17.472,978.049,341.887,0.05,0.047,326.052
2.641,327.905,238.46,77.811,239.74,78.34,32.245,0.004,32.245,0.008,24.734,9.093,48.476,-80.44,9.807,0.002,-4.52e-7,-0.324,0.036,4.963e4,1.002e4,56.227,0.249,320.619,252.452,4.473,0.701,6.241e7,4691.379,319.479,0.52,0.52,0.309,0.056,0.155,4.557e-4,0.002,4.078e-4,0,0,0,0,-9.216e-6,0.023,15.24,182.415,84.057,0.015,0.1,17.387,976.707,341.836,0.05,0.048,336.612
2.691,339.925,242.324,77.244,243.63,77.76,33.493,0.005,33.493,0.008,25.184,8.943,48.476,-80.44,9.807,0.028,0,-0.259,-6.281e-4,4.953e4,9916.705,56.2,0.248,320.64,252.397,4.478,0.713,6.337e7,4666.053,331.888,0.524,0.524,0.309,0.059,0.156,0.006,0.025,2.932e-4,0,0,0,0,-5.706e-6,0.024,15.24,182.415,84.072,0.017,0.1,17.302,975.343,341.784,0.05,0.048,347.241
2.741,352.137,246.175,76.973,247.506,77.48,34.764,0.005,34.764,0.008,25.628,8.848,48.476,-80.44,9.807,0.047,0,-0.086,-0.004,4.942e4,9815.275,56.183,0.248,320.708,252.362,4.485,0.724,6.432e7,4656.125,344.645,0.528,0.528,0.308,0.061,0.158,0.009,0.042,-3.067e-4,0,0,0,0,-6.045e-7,0.024,15.24,182.415,84.081,0.02,0.1,17.215,973.957,341.731,0.05,0.048,357.976
2.791,364.541,249.989,76.233,251.345,76.734,36.056,0.005,36.056,0.008,26.066,8.749,48.476,-80.44,9.807,0.054,0,0.154,-0.003,4.932e4,9714.975,56.159,0.248,320.845,252.313,4.497,0.736,6.526e7,4623.644,357.683,0.532,0.532,0.308,0.064,0.16,0.011,0.049,-4.999e-4,0,0,0,0,1.893e-6,0.024,15.24,182.415,84.08,0.021,0.1,17.127,972.55,341.678,0.05,0.049,368.746
2.841,377.135,253.763,75.41,255.143,75.909,37.37,0.005,37.37,0.008,26.5,8.695,48.476,-80.439,9.807,0.049,0,0.41,-0.004,4.922e4,9615.781,56.141,0.248,321.058,252.275,4.513,0.747,6.618e7,4587.767,370.999,0.536,0.536,0.307,0.067,0.162,0.01,0.045,2.046e-4,0,0,0,0,1.298e-5,0.025,15.24,182.415,84.065,0.021,0.1,17.037,971.121,341.623,0.05,0.049,379.533
2.891,389.917,257.498,74.629,258.902,75.134,38.706,0.006,38.706,0.009,26.933,8.697,48.476,-80.439,9.807,0.032,-5.679e-7,0.615,-7.738e-4,4.913e4,9517.675,56.117,0.247,321.34,252.223,4.535,0.758,6.71e7,4554.861,384.615,0.54,0.54,0.307,0.07,0.164,0.006,0.03,-3.977e-4,0,0,0,0,2.842e-5,0.025,15.24,182.415,84.039,0.018,0.1,16.946,969.67,341.568,0.05,0.05,390.339
2.941,402.884,261.204,74.062,262.634,74.578,40.063,0.006,40.063,0.009,27.368,8.758,48.476,-80.439,9.807,0.008,-3.358e-7,0.723,0.011,4.903e4,9420.65,56.102,0.247,321.666,252.192,4.559,0.769,6.8e7,4533.256,398.591,0.545,0.545,0.306,0.073,0.165,0.002,0.008,-3.583e-4,0,0,0,0,3.809e-5,0.026,15.24,182.415,84.005,0.015,0.1,16.854,968.199,341.512,0.05,0.05,401.191
2.991,416.037,264.896,73.754,266.351,74.283,41.443,0.007,41.443,0.009,27.808,8.855,48.476,-80.439,9.807,0.017,-3.03e-7,-0.698,0.012,4.893e4,9324.698,56.074,0.247,321.805,252.13,4.572,0.78,6.89e7,4525.074,413.004,0.549,0.549,0.306,0.076,0.167,0.003,0.015,-1.547e-4,0,0,0,0,-3.46e-5,0.026,15.24,182.415,83.969,0.011,0.1,16.76,966.706,341.455,0.05,0.05,412.125
3.041,429.373,268.567,73.339,270.049,73.879,42.844,0.007,42.844,0.009,28.252,8.922,48.476,-80.439,9.807,0.036,-3.294e-7,-0.544,0.008,4.884e4,9229.802,56.059,0.247,321.883,252.096,4.579,0.791,6.978e7,4512.147,427.864,0.554,0.554,0.305,0.08,0.169,0.007,0.034,-2.46e-5,0,0,0,0,-2.039e-5,0.026,15.24,182.415,83.937,0.008,0.1,16.665,965.193,341.398,0.05,0.051,423.122
3.091,442.893,272.22,72.979,273.729,73.525,44.268,0.007,44.268,0.009,28.698,8.948,48.476,-80.439,9.807,0.045,-8.158e-7,-0.306,0.009,4.874e4,9135.959,56.029,0.246,322.025,252.032,4.593,0.802,7.066e7,4502.345,443.217,0.56,0.56,0.305,0.084,0.171,0.009,0.042,-1.265e-4,0,0,0,0,-6.278e-6,0.027,15.24,182.415,83.916,0.007,0.1,16.569,963.659,341.34,0.05,0.051,434.185
3.141,456.594,275.834,72.186,277.369,72.729,45.714,0.008,45.714,0.01,29.143,8.867,48.476,-80.439,9.807,0.041,0,-0.048,0.008,4.865e4,9043.155,56.014,0.246,322.243,251.997,4.609,0.813,7.153e7,4471.645,459.006,0.565,0.565,0.304,0.088,0.173,0.008,0.039,-3.534e-4,0,0,0,0,-1.53e-7,0.027,15.24,182.415,83.907,0.008,0.1,16.471,962.104,341.28,0.05,0.052,445.242
3.191,470.477,279.448,72.197,281.01,72.733,47.182,0.008,47.182,0.01,29.585,8.814,48.476,-80.439,9.807,0.026,2.977e-7,0.16,0.009,4.856e4,8951.388,55.984,0.246,322.53,251.931,4.633,0.824,7.24e7,4480.781,475.462,0.571,0.571,0.303,0.093,0.175,0.005,0.025,-3.725e-4,0,0,0,0,1.634e-6,0.027,15.24,182.415,83.91,0.012,0.1,16.372,960.529,341.221,0.05,0.052,456.415
3.241,484.539,283.039,71.706,284.626,72.228,48.672,0.008,48.672,0.01,30.022,8.668,48.476,-80.439,9.807,0.004,0,0.257,0.024,4.847e4,8860.651,55.963,0.246,322.858,251.885,4.657,0.834,7.325e7,4465.968,492.537,0.577,0.577,0.303,0.098,0.177,8.304e-4,0.004,-2.149e-4,0,0,0,0,4.111e-6,0.028,15.24,182.415,83.922,0.017,0.1,16.272,958.933,341.16,0.05,0.053,467.622
3.291,498.779,286.577,70.7,288.19,71.205,50.184,0.009,50.184,0.01,30.447,8.462,48.476,-80.439,9.807,0.018,0,-0.206,-9.746e-4,4.835e4,8742.774,55.925,0.245,322.978,251.801,4.67,0.845,7.409e7,4424.506,510.155,0.584,0.584,0.302,0.103,0.179,0.004,0.017,-4.908e-4,0,0,0,0,-2.56e-6,0.028,15.24,182.415,83.934,0.022,0.1,16.171,957.317,341.098,0.05,0.053,478.765
3.341,513.195,290.06,69.575,291.697,70.065,51.717,0.009,51.717,0.01,30.863,8.273,48.476,-80.439,9.807,0.033,0,-0.032,-0.004,4.82e4,8591.932,55.878,0.245,323.091,251.695,4.685,0.855,7.491e7,4375.625,528.369,0.591,0.591,0.302,0.109,0.181,0.007,0.031,-5.259e-5,0,0,0,0,-5.922e-8,0.028,15.24,182.415,83.941,0.025,0.1,16.068,955.681,341.036,0.05,0.053,489.823
3.391,527.785,293.519,69.106,295.181,69.592,53.27,0.01,53.27,0.011,31.274,8.211,48.476,-80.439,9.807,0.037,0,0.215,3.039e-4,4.806e4,8446.622,55.826,0.245,323.273,251.578,4.704,0.866,7.572e7,4360.365,547.447,0.599,0.599,0.301,0.115,0.183,0.008,0.036,3.177e-4,0,0,0,0,2.673e-6,0.029,15.24,182.415,83.936,0.025,0.1,15.964,954.026,340.973,0.05,0.054,500.904
3.441,542.547,296.967,68.841,298.652,69.332,54.844,0.01,54.844,0.011,31.684,8.237,48.476,-80.439,9.807,0.028,-6.158e-7,0.452,-0.004,4.791e4,8304.011,55.768,0.244,323.529,251.45,4.73,0.876,7.653e7,4356.713,567.594,0.608,0.608,0.3,0.123,0.185,0.006,0.028,-1.252e-4,0,0,0,0,1.15e-5,0.029,15.24,182.415,83.919,0.023,0.1,15.859,952.351,340.91,0.05,0.054,512.041
3.491,557.481,300.412,68.786,302.122,69.29,56.439,0.011,56.439,0.011,32.099,8.34,48.476,-80.439,9.807,0.01,-3.939e-7,0.589,0.007,4.777e4,8164.049,55.725,0.244,323.84,251.351,4.756,0.886,7.733e7,4365.056,589.075,0.617,0.617,0.3,0.131,0.187,0.002,0.009,4.541e-4,0,0,0,0,1.911e-5,0.029,15.24,182.415,83.892,0.019,0.1,15.753,950.656,340.845,0.05,0.055,523.269
3.541,572.587,303.822,68.05,305.557,68.565,58.054,0.011,58.054,0.011,32.516,8.388,48.476,-80.439,9.807,0.01,-1.49e-6,-0.583,0.02,4.764e4,8026.687,55.666,0.244,324.046,251.22,4.779,0.897,7.812e7,4342.383,611.92,0.628,0.628,0.299,0.14,0.189,0.002,0.01,-2.296e-4,0,0,0,0,-1.835e-5,0.03,15.24,182.415,83.862,0.016,0.1,15.645,948.942,340.78,0.05,0.055,534.468
3.591,587.862,307.182,67.164,308.943,67.687,59.691,0.012,59.691,0.011,32.934,8.398,48.476,-80.439,9.807,0.026,0,-0.443,0.008,4.75e4,7891.876,55.622,0.243,324.164,251.12,4.793,0.907,7.89e7,4306.08,627.948,0.631,0.631,0.298,0.142,0.191,0.005,0.026,-1.037e-4,0,0,0,0,-1.035e-5,0.03,15.24,182.415,83.835,0.014,0.1,15.536,947.209,340.714,0.05,0.056,545.586
3.641,603.305,310.505,66.42,312.291,66.945,61.348,0.012,61.348,0.012,33.352,8.367,48.476,-80.439,9.807,0.031,-3.69e-7,-0.203,0.01,4.737e4,7759.57,55.563,0.243,324.34,250.986,4.813,0.917,7.966e7,4272.614,639.919,0.63,0.63,0.296,0.141,0.193,0.007,0.031,-4.038e-4,0,0,0,0,-2.135e-6,0.03,15.24,182.415,83.819,0.015,0.1,15.427,945.456,340.647,0.05,0.056,556.656
3.691,618.912,313.812,66.121,315.624,66.642,63.026,0.013,63.026,0.012,33.769,8.312,48.476,-80.439,9.807,0.025,0,0.031,0.01,4.724e4,7629.722,55.519,0.243,324.588,250.884,4.836,0.927,8.041e7,4260.358,651.916,0.63,0.63,0.295,0.14,0.195,0.005,0.025,4.425e-4,0,0,0,0,4.827e-8,0.031,15.24,182.415,83.815,0.018,0.1,15.315,943.685,340.58,0.05,0.056,567.755
3.741,634.686,317.143,66.583,318.98,67.096,64.725,0.014,64.725,0.012,34.185,8.281,48.476,-80.439,9.807,0.009,0,0.173,0.01,4.711e4,7502.285,55.458,0.242,324.889,250.749,4.865,0.937,8.117e7,4284.272,664.092,0.629,0.629,0.293,0.139,0.197,0.002,0.009,-1.113e-4,0,0,0,0,1.481e-6,0.031,15.24,182.415,83.821,0.022,0.1,15.203,941.895,340.512,0.05,0.057,579.018
3.791,650.625,320.417,65.463,322.279,65.957,66.444,0.014,66.444,0.012,34.591,8.059,48.476,-80.439,9.806,0.01,0,-0.169,0.006,4.699e4,7377.215,55.409,0.242,325.088,250.637,4.885,0.947,8.191e7,4233.255,676.132,0.628,0.628,0.292,0.138,0.199,0.002,0.01,-2.745e-4,0,0,0,0,-1.377e-6,0.031,15.24,182.415,83.831,0.024,0.1,15.09,940.087,340.443,0.05,0.057,590.155
3.841,666.729,323.714,65.902,325.6,66.39,68.184,0.015,68.184,0.012,34.994,8.031,48.476,-80.439,9.806,0.023,0,-0.015,-6.667e-4,4.686e4,7254.469,55.353,0.242,325.214,250.51,4.902,0.957,8.265e7,4256.984,688.841,0.628,0.628,0.29,0.137,0.201,0.005,0.024,-4.041e-4,0,0,0,0,-1.087e-8,0.032,15.24,182.415,83.836,0.026,0.1,14.975,938.259,340.374,0.05,0.058,601.451
3.891,682.995,326.951,64.693,328.861,65.172,69.943,0.015,69.943,0.013,35.388,7.89,48.476,-80.439,9.806,0.026,0,0.211,-0.003,4.674e4,7134.003,55.292,0.241,325.394,250.373,4.923,0.966,8.338e7,4203.705,701.648,0.628,0.628,0.289,0.137,0.203,0.005,0.027,4.952e-4,0,0,0,0,2.071e-6,0.032,15.24,182.415,83.831,0.025,0.1,14.859,936.413,340.304,0.05,0.058,612.596
3.941,699.424,330.212,65.159,332.146,65.648,71.723,0.016,71.723,0.013,35.787,8.002,48.476,-80.439,9.806,0.017,-1.333e-6,0.423,-0.003,4.662e4,7015.774,55.248,0.241,325.636,250.269,4.945,0.976,8.41e7,4230.035,714.667,0.628,0.628,0.287,0.136,0.205,0.004,0.018,4.314e-4,0,0,0,0,8.154e-6,0.032,15.24,182.415,83.815,0.024,0.1,14.742,934.549,340.233,0.05,0.058,623.904
3.991,716.015,333.397,63.644,335.355,64.139,73.522,0.017,73.522,0.013,36.182,7.952,48.476,-80.439,9.806,0.001,0,0.516,0.026,4.651e4,6899.742,55.186,0.241,325.911,250.131,4.972,0.986,8.481e7,4163.838,727.514,0.628,0.628,0.285,0.136,0.207,3.173e-4,0.002,-3.284e-4,0,0,0,0,1.193e-5,0.033,15.24,182.415,83.79,0.022,0.1,14.624,932.724,340.161,0.05,0.059,635.037
4.041,732.763,336.539,62.77,338.521,63.274,75.341,0.018,75.341,0.013,36.578,7.973,48.476,-80.439,9.806,0.014,7.632e-7,-0.45,0.002,4.639e4,6785.865,55.142,0.24,326.015,250.028,4.986,0.995,8.551e7,4128.026,740.302,0.628,0.628,0.284,0.135,0.209,0.003,0.015,2.504e-4,0,0,0,0,-8.884e-6,0.033,15.24,182.415,83.765,0.02,0.1,14.505,930.911,340.089,0.05,0.059,646.093
4.091,749.666,339.593,61.013,341.6,61.516,77.179,0.018,77.179,0.014,36.97,7.85,48.476,-80.439,9.806,0.022,5.859e-7,-0.259,0.003,4.628e4,6674.103,55.081,0.24,326.132,249.89,5.003,1.005,8.618e7,4052.097,753.983,0.629,0.629,0.282,0.138,0.209,0.005,0.024,-3.332e-4,0,0,0,0,-2.885e-6,0.033,15.24,182.415,83.747,0.02,0.1,14.384,929.081,340.016,0.05,0.059,656.881
4.141,766.724,342.69,61.855,344.722,62.362,79.038,0.019,79.038,0.014,37.368,7.939,48.476,-80.439,9.806,0.02,3.181e-7,-0.038,0.003,4.617e4,6564.417,55.037,0.24,326.307,249.787,5.021,1.014,8.686e7,4098.566,769.198,0.631,0.631,0.281,0.143,0.207,0.004,0.021,-5.658e-5,0,0,0,0,-6.096e-8,0.034,15.24,182.415,83.74,0.021,0.1,14.263,927.234,339.942,0.05,0.06,667.895
