# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
252.082,1038.684,1434.924,-46.424,46.647,0.109,0.173,4370.059,10.638,4370.072,0.139,4.555,0.135,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.67,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.214,90,5.673,852.482,0.001,334.737,0.139,9.32e6,20.32,324.293,0.5,1.144,0.006
252.582,1015.486,1411.726,-46.37,46.599,0.108,0.108,4367.764,10.637,4367.777,0.14,4.623,0.01,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.578,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.605,90,5.824,854.95,0.001,334.828,0.138,9.326e6,20.32,324.293,0.5,1.144,0.006
253.082,992.315,1388.555,-46.316,46.545,0.108,0.131,4365.454,10.637,4365.467,0.14,4.618,0.074,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.609,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.299,90,5.974,857.415,0.001,334.919,0.138,9.334e6,20.32,324.293,0.5,1.144,0.006
253.582,969.17,1365.41,-46.262,46.488,0.108,0.126,4363.154,10.636,4363.167,0.14,4.581,0.065,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.609,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.913,90,6.125,859.876,0.001,335.011,0.138,9.34e6,20.32,324.293,0.5,1.144,0.006
254.082,946.053,1342.293,-46.208,46.437,0.108,0.121,4360.856,10.635,4360.869,0.14,4.613,0.055,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.589,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.382,90,6.275,862.336,0.001,335.102,0.138,9.347e6,20.32,324.293,0.5,1.144,0.006
254.582,922.963,1319.203,-46.154,46.381,0.107,0.113,4358.556,10.635,4358.569,0.14,4.586,0.034,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.571,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.453,90,6.425,864.792,0.001,335.193,0.138,9.354e6,20.32,324.293,0.5,1.144,0.006
255.082,899.899,1296.139,-46.1,46.326,0.107,0.117,4356.268,10.634,4356.281,0.14,4.568,0.048,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.563,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.372,90,6.575,867.245,0.001,335.283,0.137,9.36e6,20.32,324.293,0.5,1.144,0.006
255.582,876.862,1273.102,-46.047,46.271,0.108,0.206,4353.989,10.633,4354.002,0.14,4.544,0.176,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.679,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.753,90,6.725,869.695,0.001,335.374,0.137,9.368e6,20.32,324.293,0.5,1.144,0.006
256.082,853.852,1250.092,-45.993,46.208,0.106,0.162,4351.739,10.632,4351.752,0.14,4.456,0.123,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.573,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.914,90,6.874,872.143,0.001,335.465,0.137,9.374e6,20.32,324.293,0.5,1.145,0.006
256.582,830.869,1227.109,-45.94,46.15,0.106,0.175,4349.526,10.632,4349.539,0.14,4.395,0.14,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.571,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.773,90,7.024,874.588,0.001,335.555,0.137,9.381e6,20.32,324.293,0.5,1.145,0.006
257.082,807.912,1204.152,-45.887,46.09,0.105,0.108,4347.346,10.631,4347.359,0.14,4.325,0.027,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.788,0,305.938,-15.056,0,0,477.464,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.478,90,7.173,877.03,0.001,335.646,0.137,9.386e6,20.32,324.293,0.5,1.145,0.006
257.582,784.982,1181.222,-45.835,46.04,0.104,0.128,4345.18,10.63,4345.193,0.14,4.339,0.073,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.473,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.706,90,7.322,879.469,0.001,335.736,0.137,9.393e6,20.32,324.293,0.5,1.145,0.006
258.082,762.077,1158.317,-45.782,45.991,0.104,0.117,4343.002,10.629,4343.015,0.14,4.375,0.054,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.433,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.154,90,7.471,881.905,0.001,335.826,0.136,9.399e6,20.32,324.293,0.5,1.145,0.006
258.582,739.199,1135.439,-45.731,45.937,0.105,0.2,4340.821,10.629,4340.834,0.14,4.349,0.17,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.553,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.162,90,7.62,884.339,0.001,335.916,0.136,9.407e6,20.32,324.293,0.5,1.145,0.006
259.082,716.347,1112.587,-45.678,45.893,0.102,0.102,4338.625,10.628,4338.638,0.14,4.434,0.005,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.368,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.482,90,7.768,886.77,0.001,336.006,0.136,9.411e6,20.32,324.293,0.5,1.145,0.006
259.582,693.521,1089.761,-45.627,45.842,0.102,0.137,4336.408,10.627,4336.421,0.14,4.436,0.092,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.397,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.885,90,7.917,889.198,0.001,336.096,0.136,9.418e6,20.32,324.293,0.5,1.145,0.006
260.082,670.72,1066.96,-45.576,45.796,0.101,0.102,4334.178,10.626,4334.191,0.14,4.482,0.014,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.328,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.445,90,8.065,891.623,0.001,336.186,0.136,9.424e6,20.32,324.293,0.5,1.145,0.006
260.582,647.945,1044.185,-45.525,45.745,0.101,0.102,4331.939,10.626,4331.952,0.141,4.475,0.015,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.311,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.569,90,8.213,894.046,0.001,336.276,0.135,9.43e6,20.32,324.293,0.5,1.145,0.006
261.082,625.195,1021.435,-45.475,45.695,0.1,0.101,4329.7,10.625,4329.713,0.141,4.482,0.014,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.292,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.574,90,8.361,896.466,0.001,336.365,0.135,9.436e6,20.32,324.293,0.5,1.145,0.006
261.582,602.47,998.71,-45.425,45.646,0.1,0.103,4327.457,10.624,4327.47,0.141,4.489,0.026,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.275,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.399,90,8.508,898.89,0.001,336.455,0.135,9.443e6,20.32,324.293,0.5,1.145,0.006
262.082,579.77,976.01,-45.375,45.595,0.101,0.118,4325.216,10.624,4325.229,0.141,4.476,0.062,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.338,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.786,90,8.656,901.426,0.001,336.544,0.135,9.45e6,20.32,324.293,0.5,1.145,0.006
262.582,557.095,953.335,-45.324,45.548,0.101,0.102,4322.97,10.623,4322.983,0.141,4.507,0.009,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.342,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.494,90,8.803,903.959,0.001,336.634,0.135,9.457e6,20.32,324.293,0.5,1.145,0.006
263.082,534.446,930.686,-45.273,45.497,0.102,0.118,4320.717,10.622,4320.73,0.141,4.503,0.059,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.38,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8,90,8.951,906.49,0.001,336.723,0.134,9.464e6,20.32,324.293,0.5,1.145,0.006
263.582,511.822,908.062,-45.222,45.449,0.102,0.127,4318.458,10.621,4318.472,0.141,4.532,0.075,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.398,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.903,90,9.098,909.017,0.001,336.812,0.134,9.471e6,20.32,324.293,0.5,1.146,0.006
264.082,489.224,885.464,-45.171,45.402,0.102,0.109,4316.183,10.621,4316.196,0.141,4.57,0.038,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.789,0,305.938,-15.056,0,0,477.369,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.422,90,9.244,911.542,0.001,336.901,0.134,9.478e6,20.32,324.293,0.5,1.146,0.006
264.582,466.651,862.891,-45.121,45.35,0.101,0.108,4313.903,10.62,4313.916,0.141,4.551,0.038,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,477.366,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.403,90,9.391,914.064,0.001,336.99,0.134,9.484e6,20.32,324.293,0.5,1.146,0.006
265.082,444.103,840.343,-45.07,45.297,0.101,0.123,4311.632,10.619,4311.645,0.141,4.532,0.069,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,477.372,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.243,90,9.538,916.583,0.001,337.079,0.134,9.491e6,20.32,324.293,0.5,1.146,0.006
265.582,421.581,817.821,-45.019,45.243,0.102,0.19,4309.375,10.618,4309.388,0.141,4.497,0.16,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,477.473,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.251,90,9.684,919.1,0.001,337.168,0.134,9.499e6,20.32,324.293,0.5,1.146,0.006
266.082,399.084,795.324,-44.968,45.2,0.102,0.21,4307.106,10.618,4307.119,0.141,4.577,0.184,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,477.487,12.831,0,12.831,0,12.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.438,90,9.83,921.613,0.001,337.256,0.133,9.506e6,20.32,324.293,0.5,1.146,0.006
266.582,376.613,772.853,-44.917,45.159,242.808,242.841,4304.794,10.617,4304.807,0.141,4.669,4.025,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,1.219e4,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.954,90,9.976,924.124,0.001,337.345,0.133,9.511e6,20.32,324.293,0.004,1.146,0.006
266.586,376.43,772.67,-43.917,44.163,231.694,231.728,4304.775,10.617,4304.788,0.141,4.653,3.986,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,1.166e4,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.929,90,9.978,924.144,0.001,337.345,0.13,9.3e6,20.32,324.293,0.004,1.146,0.006
266.59,376.242,772.482,-42.917,43.167,220.83,220.865,4304.755,10.617,4304.768,0.141,4.635,3.947,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,1.113e4,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.902,90,9.979,924.165,0.001,337.346,0.127,9.088e6,20.32,324.293,0.005,1.146,0.006
266.595,376.05,772.29,-41.917,42.171,210.217,210.253,4304.734,10.617,4304.747,0.141,4.617,3.909,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,1.062e4,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.874,90,9.98,924.187,0.001,337.347,0.124,8.877e6,20.32,324.293,0.005,1.146,0.005
266.599,375.853,772.093,-40.918,41.175,199.853,199.891,4304.712,10.617,4304.725,0.141,4.599,3.873,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,1.012e4,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.844,90,9.981,924.209,0.001,337.348,0.121,8.665e6,20.32,324.293,0.005,1.146,0.005
266.604,375.651,771.891,-39.918,40.18,189.736,189.771,4304.689,10.617,4304.702,0.141,4.579,3.626,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,9631.706,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.855,90,9.983,924.231,0.001,337.348,0.118,8.454e6,20.32,324.293,0.005,1.147,0.005
266.61,375.443,771.683,-38.918,39.184,179.868,179.9,4304.665,10.617,4304.678,0.141,4.56,3.354,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,9155.286,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.873,90,9.984,924.254,0.001,337.349,0.115,8.242e6,20.32,324.293,0.006,1.147,0.005
266.615,375.23,771.47,-37.918,38.189,170.251,170.279,4304.64,10.617,4304.653,0.141,4.542,3.089,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,8690.941,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.892,90,9.985,924.278,0.001,337.35,0.112,8.03e6,20.32,324.293,0.006,1.147,0.005
266.621,375.01,771.25,-36.918,37.194,160.883,160.908,4304.613,10.617,4304.626,0.141,4.524,2.831,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,8238.673,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.912,90,9.987,924.303,0.001,337.351,0.109,7.819e6,20.32,324.293,0.006,1.147,0.005
266.627,374.784,771.024,-35.918,36.2,151.766,151.788,4304.585,10.617,4304.598,0.141,4.506,2.58,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,7798.482,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.934,90,9.988,924.328,0.001,337.352,0.106,7.607e6,20.32,324.293,0.007,1.147,0.005
266.634,374.551,770.791,-34.919,35.206,142.899,142.918,4304.556,10.617,4304.569,0.141,4.489,2.335,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,7370.369,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.956,90,9.99,924.354,0.001,337.353,0.104,7.395e6,20.32,324.293,0.007,1.147,0.005
266.641,374.31,770.55,-33.919,34.212,134.282,134.298,4304.524,10.617,4304.537,0.141,4.473,2.097,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,6954.334,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.98,90,9.991,924.381,0.001,337.354,0.101,7.184e6,20.32,324.293,0.007,1.147,0.004
266.648,374.061,770.301,-32.919,33.219,125.914,125.928,4304.491,10.617,4304.504,0.141,4.457,1.866,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,6550.379,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.005,90,9.993,924.409,0.001,337.355,0.098,6.972e6,20.32,324.293,0.008,1.147,0.004
266.656,373.803,770.043,-31.919,32.227,117.797,117.808,4304.456,10.617,4304.469,0.141,4.442,1.594,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,6158.448,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.045,90,9.995,924.438,0.001,337.356,0.095,6.76e6,20.32,324.293,0.008,1.147,0.004
266.665,373.537,769.777,-30.919,31.235,109.93,109.937,4304.418,10.617,4304.431,0.141,4.429,1.316,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,5778.595,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.09,90,9.996,924.467,0.001,337.357,0.092,6.548e6,20.32,324.293,0.009,1.147,0.004
266.674,373.26,769.5,-29.919,30.243,102.312,102.318,4304.378,10.617,4304.391,0.141,4.417,1.047,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,5410.843,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.138,90,9.998,924.498,0.001,337.358,0.089,6.337e6,20.32,324.293,0.01,1.147,0.004
266.684,372.972,769.212,-28.919,29.253,94.946,94.949,4304.335,10.617,4304.348,0.141,4.406,0.787,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,5055.195,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.19,90,10,924.531,0.001,337.359,0.086,6.125e6,20.32,324.293,0.011,1.147,0.004
266.694,372.673,768.913,-27.919,28.264,87.83,87.831,4304.288,10.617,4304.301,0.141,4.398,0.534,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,4711.657,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.246,90,10.002,924.564,0.001,337.36,0.083,5.913e6,20.32,324.293,0.011,1.147,0.004
266.706,372.361,768.601,-26.919,27.275,80.964,80.965,4304.238,10.617,4304.251,0.141,4.392,0.405,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,4380.278,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.273,90,10.004,924.599,0.001,337.361,0.08,5.702e6,20.32,324.293,0.012,1.147,0.004
266.718,372.035,768.275,-25.919,26.288,74.35,74.351,4304.184,10.617,4304.197,0.141,4.387,0.408,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,4061.032,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.262,90,10.006,924.635,0.001,337.363,0.077,5.49e6,20.32,324.293,0.013,1.147,0.003
266.731,371.693,767.933,-24.919,25.302,67.986,67.987,4304.125,10.617,4304.138,0.141,4.382,0.411,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,3753.864,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.251,90,10.008,924.673,0.001,337.364,0.074,5.278e6,20.32,324.293,0.015,1.148,0.003
266.746,371.334,767.574,-23.919,24.316,61.871,61.873,4304.061,10.617,4304.074,0.141,4.376,0.414,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,3458.773,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.238,90,10.011,924.714,0.001,337.365,0.071,5.067e6,20.32,324.293,0.016,1.148,0.003
266.762,370.955,767.195,-22.919,23.332,56.007,56.008,4303.99,10.617,4304.003,0.141,4.369,0.304,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,3175.701,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.264,90,10.013,924.756,0.001,337.367,0.068,4.855e6,20.32,324.293,0.018,1.148,0.003
266.78,370.555,766.795,-21.919,22.349,50.393,50.393,4303.912,10.617,4303.925,0.141,4.363,0.16,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,2904.703,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.306,90,10.016,924.801,0.001,337.368,0.065,4.643e6,20.32,324.293,0.02,1.148,0.003
266.8,370.13,766.37,-20.919,21.369,45.029,45.029,4303.825,10.617,4303.839,0.141,4.36,0.022,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,2645.807,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.353,90,10.019,924.848,0.001,337.37,0.062,4.432e6,20.32,324.293,0.022,1.148,0.003
266.822,369.676,765.916,-19.919,20.391,39.916,39.916,4303.729,10.617,4303.742,0.141,4.36,0.18,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,2399.039,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.433,90,10.022,924.899,0.001,337.372,0.059,4.22e6,20.32,324.293,0.025,1.148,0.003
266.847,369.19,765.43,-18.919,19.416,35.054,35.056,4303.619,10.617,4303.632,0.141,4.364,0.375,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,2164.439,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.524,90,10.025,924.953,0.001,337.374,0.056,4.008e6,20.32,324.293,0.029,1.148,0.003
266.876,368.664,764.904,-17.919,18.446,30.44,30.44,4303.495,10.617,4303.508,0.141,4.375,0.149,0.499,-1.406,NaN,NaN,NaN,NaN,-10.886,0.194,4.827e4,4584.222,49.497,0.459,9.79,0,305.938,-15.056,0,0,1941.682,327.711,0,327.711,0,327.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.443,90,10.028,925.012,0.001,337.376,0.053,3.796e6,20.32,324.293,0.033,1.148,0.002
