# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
228.527,425.828,-41.283,349.177,41.283,349.177,-31.289,0.162,31.29,179.703,0.069,0.268,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.123,1.058e7,0,1.546e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.232,963.303,338.711,0.001,1.009
228.528,425.787,-40.94,343.182,40.94,343.183,-31.289,0.162,31.29,179.703,0.069,0.263,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.122,1.049e7,0,1.52e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.232,963.308,338.712,0.001,1.009
228.529,425.746,-40.602,337.34,40.602,337.34,-31.29,0.162,31.29,179.703,0.069,0.259,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.121,1.04e7,0,1.495e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.232,963.312,338.712,0.001,1.009
228.53,425.705,-40.271,331.644,40.271,331.644,-31.29,0.162,31.29,179.703,0.069,0.255,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.12,1.032e7,0,1.47e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.233,963.317,338.712,0.001,1.009
228.531,425.665,-39.945,326.09,39.945,326.091,-31.29,0.162,31.29,179.703,0.07,0.25,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.119,1.023e7,0,1.446e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.233,963.322,338.712,0.001,1.009
228.532,425.626,-39.624,320.674,39.624,320.674,-31.29,0.162,31.29,179.703,0.07,0.246,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.118,1.015e7,0,1.423e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.233,963.327,338.712,0.001,1.009
228.533,425.586,-39.309,315.391,39.309,315.391,-31.29,0.162,31.29,179.703,0.07,0.242,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.117,1.007e7,0,1.4e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.233,963.331,338.712,0.001,1.009
228.534,425.547,-38.998,310.236,38.998,310.236,-31.29,0.162,31.29,179.703,0.07,0.238,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.116,9.992e6,0,1.378e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.234,963.336,338.713,0.001,1.009
228.535,425.508,-38.693,305.206,38.693,305.206,-31.29,0.162,31.29,179.703,0.071,0.235,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.115,9.914e6,0,1.356e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.234,963.34,338.713,0.001,1.01
228.536,425.47,-38.393,300.296,38.393,300.296,-31.29,0.162,31.29,179.703,0.071,0.231,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.114,9.837e6,0,1.335e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.234,963.345,338.713,0.001,1.01
228.537,425.431,-38.097,295.503,38.097,295.503,-31.29,0.162,31.291,179.703,0.071,0.227,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.113,9.761e6,0,1.315e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.234,963.35,338.713,0.001,1.01
228.538,425.393,-37.807,290.822,37.807,290.822,-31.29,0.162,31.291,179.703,0.071,0.224,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.112,9.687e6,0,1.295e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.235,963.354,338.713,0.001,1.01
228.539,425.356,-37.52,286.251,37.52,286.251,-31.29,0.162,31.291,179.703,0.071,0.22,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.112,9.613e6,0,1.275e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.235,963.358,338.713,0.001,1.01
228.54,425.318,-37.239,281.786,37.239,281.787,-31.29,0.162,31.291,179.703,0.072,0.217,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.111,9.541e6,0,1.256e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.235,963.363,338.713,0.001,1.01
228.541,425.281,-36.961,277.424,36.961,277.424,-31.29,0.162,31.291,179.703,0.072,0.214,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.11,9.47e6,0,1.237e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.235,963.367,338.714,0.001,1.01
228.542,425.244,-36.688,273.162,36.688,273.162,-31.29,0.162,31.291,179.703,0.072,0.21,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.109,9.4e6,0,1.218e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.236,963.372,338.714,0.001,1.01
228.543,425.208,-36.419,268.996,36.419,268.996,-31.291,0.162,31.291,179.703,0.072,0.207,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.108,9.331e6,0,1.201e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.236,963.376,338.714,0.001,1.011
228.544,425.172,-36.154,264.924,36.154,264.924,-31.291,0.162,31.291,179.703,0.073,0.204,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.108,9.263e6,0,1.183e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.236,963.38,338.714,0.001,1.011
228.545,425.136,-35.893,260.943,35.893,260.943,-31.291,0.162,31.291,179.703,0.073,0.201,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.107,9.197e6,0,1.166e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.236,963.385,338.714,0.001,1.011
228.546,425.1,-35.636,257.05,35.636,257.05,-31.291,0.162,31.291,179.703,0.073,0.198,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.106,9.131e6,0,1.149e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.237,963.389,338.714,0.001,1.011
228.547,425.064,-35.383,253.242,35.383,253.242,-31.291,0.162,31.291,179.703,0.073,0.195,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.105,9.066e6,0,1.133e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.237,963.393,338.714,0.001,1.011
228.548,425.029,-35.133,249.518,35.133,249.518,-31.291,0.162,31.291,179.703,0.073,0.192,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.104,9.002e6,0,1.117e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.237,963.397,338.715,0.001,1.011
228.549,424.994,-34.887,245.875,34.887,245.875,-31.291,0.162,31.291,179.703,0.073,0.19,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.104,8.939e6,0,1.101e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.237,963.401,338.715,0.001,1.011
228.55,424.959,-34.645,242.31,34.645,242.31,-31.291,0.162,31.291,179.703,0.074,0.187,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.103,8.877e6,0,1.086e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.238,963.405,338.715,0.001,1.011
228.551,424.925,-34.406,238.821,34.406,238.821,-31.291,0.162,31.292,179.703,0.074,0.184,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.102,8.816e6,0,1.071e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.238,963.409,338.715,0.001,1.012
228.552,424.89,-34.171,235.406,34.171,235.406,-31.291,0.162,31.292,179.703,0.074,0.182,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.102,8.755e6,0,1.056e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.238,963.413,338.715,0.001,1.012
228.553,424.856,-33.939,232.063,33.939,232.063,-31.291,0.162,31.292,179.703,0.074,0.179,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.101,8.696e6,0,1.042e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.238,963.417,338.715,0.001,1.012
228.554,424.823,-33.71,228.79,33.71,228.79,-31.291,0.162,31.292,179.703,0.074,0.177,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.1,8.637e6,0,1.027e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.238,963.421,338.715,0.001,1.012
228.555,424.789,-33.484,225.585,33.484,225.585,-31.291,0.162,31.292,179.703,0.075,0.174,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.1,8.58e6,0,1.014e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.239,963.425,338.716,0.001,1.012
228.556,424.756,-33.262,222.446,33.262,222.446,-31.291,0.162,31.292,179.703,0.075,0.172,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.099,8.523e6,0,1e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.239,963.429,338.716,0.001,1.012
228.557,424.722,-33.043,219.371,33.043,219.371,-31.292,0.162,31.292,179.703,0.075,0.17,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.098,8.467e6,0,9868.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.239,963.433,338.716,0.001,1.012
228.558,424.689,-32.826,216.359,32.826,216.359,-31.292,0.162,31.292,179.703,0.075,0.167,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.098,8.411e6,0,9738.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.239,963.437,338.716,0.001,1.012
228.559,424.657,-32.613,213.408,32.613,213.408,-31.292,0.162,31.292,179.703,0.075,0.165,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.097,8.356e6,0,9611.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.24,963.441,338.716,0.001,1.012
228.56,424.624,-32.402,210.516,32.402,210.516,-31.292,0.162,31.292,179.703,0.075,0.163,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.096,8.303e6,0,9487.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.24,963.445,338.716,0.001,1.012
228.561,424.592,-32.195,207.682,32.195,207.682,-31.292,0.162,31.292,179.703,0.076,0.161,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.096,8.249e6,0,9365.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.24,963.449,338.716,0.001,1.012
228.562,424.56,-31.99,204.904,31.99,204.904,-31.292,0.162,31.292,179.703,0.076,0.159,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.095,8.197e6,0,9245.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.24,963.452,338.716,0.001,1.013
228.563,424.528,-31.788,202.18,31.788,202.18,-31.292,0.162,31.292,179.703,0.076,0.157,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.094,8.145e6,0,9128.177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.24,963.456,338.717,0.001,1.013
228.564,424.496,-31.588,199.51,31.588,199.51,-31.292,0.162,31.293,179.703,0.076,0.155,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.094,8.094e6,0,9013.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.241,963.46,338.717,0.001,1.013
228.565,424.465,-31.391,196.892,31.391,196.892,-31.292,0.162,31.293,179.703,0.076,0.153,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.093,8.044e6,0,8900.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.241,963.464,338.717,0.001,1.013
228.566,424.433,-31.197,194.324,31.197,194.324,-31.292,0.162,31.293,179.703,0.076,0.151,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.093,7.994e6,0,8789.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.241,963.467,338.717,0.001,1.013
228.567,424.402,-31.005,191.805,31.005,191.805,-31.292,0.162,31.293,179.703,0.077,0.149,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.092,7.945e6,0,8681.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.241,963.471,338.717,0.001,1.013
228.568,424.371,-30.816,189.334,30.816,189.334,-31.292,0.162,31.293,179.703,0.077,0.147,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.092,7.896e6,0,8574.992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.241,963.475,338.717,0.001,1.013
228.569,424.341,-30.629,186.91,30.629,186.91,-31.292,0.162,31.293,179.703,0.077,0.145,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.091,7.848e6,0,8470.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.242,963.478,338.717,0.001,1.014
228.57,424.31,-30.444,184.532,30.444,184.532,-31.293,0.162,31.293,179.703,0.077,0.143,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.09,7.801e6,0,8368.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.242,963.482,338.717,0.001,1.014
228.571,424.28,-30.262,182.198,30.262,182.198,-31.293,0.162,31.293,179.703,0.077,0.142,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.09,7.754e6,0,8267.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.242,963.486,338.718,0.001,1.014
228.572,424.25,-30.082,179.908,30.082,179.908,-31.293,0.162,31.293,179.703,0.077,0.14,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.089,7.708e6,0,8169.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.242,963.489,338.718,0.001,1.014
228.573,424.22,-29.905,177.659,29.905,177.659,-31.293,0.162,31.293,179.703,0.077,0.138,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.089,7.663e6,0,8072.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.242,963.493,338.718,0.001,1.014
228.574,424.19,-29.729,175.452,29.729,175.452,-31.293,0.162,31.293,179.703,0.077,0.136,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.088,7.618e6,0,7977.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.243,963.496,338.718,0.001,1.014
228.575,424.16,-29.556,173.286,29.556,173.286,-31.293,0.162,31.293,179.703,0.078,0.135,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.088,7.573e6,0,7883.884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.243,963.5,338.718,0.001,1.014
228.576,424.131,-29.385,171.158,29.385,171.158,-31.293,0.162,31.293,179.703,0.078,0.133,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.087,7.53e6,0,7792.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.243,963.503,338.718,0.001,1.015
228.577,424.101,-29.216,169.069,29.216,169.069,-31.293,0.162,31.294,179.703,0.078,0.132,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.087,7.486e6,0,7702.301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.243,963.507,338.718,0.001,1.015
228.578,424.072,-29.049,167.017,29.049,167.017,-31.293,0.162,31.294,179.703,0.078,0.13,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.086,7.443e6,0,7613.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.243,963.51,338.718,0.001,1.015
228.579,424.043,-28.884,165.002,28.884,165.002,-31.293,0.162,31.294,179.703,0.078,0.129,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.086,7.401e6,0,7527.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.244,963.513,338.718,0.001,1.015
228.58,424.015,-28.721,163.022,28.721,163.022,-31.293,0.162,31.294,179.703,0.078,0.127,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.085,7.359e6,0,7441.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.244,963.517,338.719,0.001,1.015
228.581,423.986,-28.559,161.078,28.559,161.078,-31.293,0.162,31.294,179.703,0.078,0.126,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.085,7.318e6,0,7358.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.244,963.52,338.719,0.001,1.015
228.582,423.957,-28.4,159.167,28.4,159.167,-31.293,0.162,31.294,179.703,0.079,0.124,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.084,7.277e6,0,7275.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.244,963.524,338.719,0.001,1.016
228.583,423.929,-28.243,157.289,28.243,157.289,-31.294,0.162,31.294,179.703,0.079,0.123,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.084,7.237e6,0,7195.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.244,963.527,338.719,0.001,1.016
228.584,423.901,-28.088,155.444,28.088,155.444,-31.294,0.162,31.294,179.703,0.079,0.121,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.083,7.197e6,0,7115.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.244,963.53,338.719,0.001,1.016
228.585,423.873,-27.934,153.631,27.934,153.631,-31.294,0.162,31.294,179.703,0.079,0.12,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.083,7.158e6,0,7037.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.245,963.534,338.719,0.001,1.016
228.586,423.845,-27.782,151.848,27.782,151.848,-31.294,0.162,31.294,179.703,0.079,0.119,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.082,7.119e6,0,6960.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,12.245,963.537,338.719,0.001,1.016
