# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
6.5,1894.565,2314.565,549.127,552.546,66.406,66.939,200.913,0.243,200.913,0.069,61.375,8.437,0.838,-1.429,0.004,68.26,0.059,0.086,83.625,0.068,7.78e4,1.71e4,157.985,0.647,9.802,375.867,322.866,2.608,8247.09,10.814,2280.708,0.472,0.187,0.154,0.132,0.472,5.863e-4,0.001,-3.034e-4,0,1.154e-4,0.004,0.004,7.67e-8,0,0,-0.045,764.674,9.754e-4,331.272,1.668,1.585e8,20.32,324.293,0.003,3.818,0.054
6.502,1895.939,2315.939,549.293,552.714,66.377,66.911,201.066,0.243,201.067,0.069,61.396,8.434,0.838,-1.429,0.004,68.285,0.06,0.086,83.625,0.068,7.779e4,1.709e4,157.973,0.647,9.802,375.826,322.856,2.607,8244.74,10.812,2281.291,0.472,0.186,0.154,0.132,0.472,5.887e-4,0.001,4.254e-4,0,1.15e-4,0.004,0.004,8.043e-8,0,0,-0.054,764.542,9.753e-4,331.266,1.668,1.586e8,20.32,324.293,0.003,3.818,0.054
6.505,1897.312,2317.312,549.459,552.881,66.356,66.889,201.22,0.244,201.22,0.069,61.417,8.432,0.838,-1.429,0.004,68.31,0.061,0.086,83.625,0.068,7.778e4,1.708e4,157.956,0.647,9.802,375.787,322.841,2.606,8242.55,10.812,2281.873,0.472,0.186,0.154,0.132,0.472,5.904e-4,0.001,-1.278e-4,0,1.147e-4,0.004,0.004,8.346e-8,0,0,-0.063,764.41,9.751e-4,331.261,1.669,1.586e8,20.32,324.293,0.003,3.819,0.054
6.507,1898.686,2318.686,549.625,553.048,66.311,66.845,201.373,0.244,201.374,0.069,61.438,8.428,0.838,-1.429,0.004,68.335,0.063,0.086,83.624,0.068,7.777e4,1.706e4,157.939,0.647,9.802,375.747,322.826,2.604,8238.59,10.808,2282.455,0.472,0.186,0.154,0.132,0.472,5.916e-4,0.001,-2.178e-4,0,1.144e-4,0.004,0.004,8.751e-8,0,0,-0.071,764.277,9.75e-4,331.256,1.67,1.586e8,20.32,324.293,0.003,3.82,0.054
6.51,1900.06,2320.06,549.791,553.215,66.314,66.848,201.527,0.244,201.527,0.069,61.459,8.428,0.838,-1.429,0.004,68.36,0.064,0.086,83.624,0.067,7.775e4,1.705e4,157.921,0.647,9.802,375.708,322.811,2.603,8238.313,10.81,2283.035,0.472,0.186,0.154,0.132,0.472,5.922e-4,0.001,2.862e-4,0,1.141e-4,0.004,0.004,9.106e-8,0,0,-0.08,764.145,9.749e-4,331.25,1.67,1.587e8,20.32,324.293,0.003,3.82,0.054
6.512,1901.435,2321.435,549.956,553.382,66.292,66.826,201.681,0.244,201.681,0.069,61.48,8.426,0.838,-1.429,0.004,68.384,0.065,0.086,83.624,0.067,7.774e4,1.704e4,157.904,0.647,9.802,375.67,322.796,2.602,8236.13,10.809,2283.615,0.472,0.186,0.154,0.132,0.472,5.921e-4,0.002,1.884e-4,0,1.138e-4,0.004,0.004,9.496e-8,0,0,-0.089,764.013,9.747e-4,331.245,1.671,1.587e8,20.32,324.293,0.003,3.821,0.054
6.515,1903.085,2323.085,550.155,553.583,66.278,66.811,201.865,0.245,201.865,0.069,61.506,8.425,0.838,-1.429,0.004,68.414,0.067,0.086,83.624,0.067,7.773e4,1.702e4,157.89,0.647,9.802,375.624,322.784,2.6,8234.84,10.809,2284.311,0.472,0.186,0.154,0.131,0.472,5.912e-4,0.002,-4.912e-4,0,1.135e-4,0.004,0.004,1.005e-7,0,0,-0.1,763.854,9.746e-4,331.238,1.671,1.587e8,20.32,324.293,0.003,3.822,0.054
6.518,1904.461,2324.461,550.321,553.75,66.267,66.801,202.019,0.245,202.019,0.069,61.527,8.425,0.838,-1.429,0.004,68.439,0.069,0.086,83.623,0.067,7.771e4,1.701e4,157.873,0.647,9.802,375.585,322.769,2.599,8233.515,10.809,2284.89,0.472,0.186,0.154,0.131,0.472,5.898e-4,0.002,-4.354e-4,0,1.132e-4,0.004,0.004,1.05e-7,0,0,-0.109,763.722,9.744e-4,331.233,1.672,1.588e8,20.32,324.293,0.003,3.822,0.054
6.52,1905.837,2325.837,550.487,553.917,66.274,66.808,202.173,0.245,202.173,0.069,61.548,8.426,0.838,-1.429,0.004,68.463,0.07,0.086,83.623,0.067,7.77e4,1.7e4,157.856,0.647,9.802,375.547,322.754,2.598,8233.56,10.811,2285.468,0.472,0.186,0.154,0.131,0.472,5.876e-4,0.001,1.256e-4,0,1.129e-4,0.004,0.004,1.094e-7,0,0,-0.118,763.589,9.743e-4,331.227,1.672,1.588e8,20.32,324.293,0.003,3.823,0.054
6.523,1907.213,2327.213,550.652,554.084,66.275,66.808,202.327,0.245,202.327,0.07,61.569,8.426,0.838,-1.429,0.004,68.488,0.072,0.087,83.623,0.067,7.768e4,1.698e4,157.839,0.647,9.802,375.51,322.739,2.597,8233.102,10.812,2286.046,0.471,0.186,0.154,0.131,0.471,5.849e-4,0.001,4.29e-4,0,1.126e-4,0.004,0.004,1.135e-7,0,0,-0.127,763.457,9.741e-4,331.222,1.673,1.588e8,20.32,324.293,0.003,3.824,0.054
6.525,1908.59,2328.59,550.818,554.251,66.278,66.811,202.481,0.246,202.481,0.07,61.59,8.427,0.838,-1.429,0.004,68.513,0.073,0.087,83.622,0.067,7.767e4,1.697e4,157.821,0.647,9.802,375.472,322.723,2.596,8232.84,10.814,2286.624,0.471,0.186,0.154,0.131,0.471,5.817e-4,0.001,8.944e-5,0,1.123e-4,0.004,0.004,1.174e-7,0,0,-0.136,763.324,9.74e-4,331.217,1.673,1.588e8,20.32,324.293,0.003,3.825,0.054
6.528,1909.967,2329.967,550.984,554.418,66.268,66.801,202.635,0.246,202.635,0.07,61.611,8.427,0.838,-1.429,0.004,68.537,0.074,0.086,83.622,0.067,7.766e4,1.696e4,157.805,0.646,9.802,375.436,322.709,2.595,8231.622,10.814,2287.201,0.471,0.186,0.154,0.131,0.471,5.779e-4,0.001,1.882e-4,0,1.12e-4,0.004,0.004,1.219e-7,0,0,-0.145,763.192,9.739e-4,331.211,1.674,1.589e8,20.32,324.293,0.003,3.825,0.055
6.53,1911.345,2331.345,551.149,554.585,66.271,66.804,202.789,0.246,202.789,0.07,61.632,8.428,0.838,-1.429,0.004,68.562,0.075,0.086,83.622,0.067,7.765e4,1.695e4,157.794,0.646,9.802,375.399,322.699,2.594,8231.73,10.816,2287.777,0.471,0.186,0.154,0.131,0.471,5.735e-4,0.002,7.731e-5,0,1.118e-4,0.004,0.004,1.259e-7,0,0,-0.154,763.059,9.737e-4,331.206,1.674,1.589e8,20.32,324.293,0.003,3.826,0.055
6.533,1912.723,2332.723,551.315,554.752,66.267,66.801,202.943,0.246,202.943,0.07,61.653,8.428,0.838,-1.429,0.004,68.586,0.077,0.086,83.622,0.067,7.763e4,1.693e4,157.776,0.646,9.802,375.364,322.684,2.593,8230.923,10.817,2288.354,0.471,0.186,0.154,0.131,0.471,5.686e-4,0.001,-3.161e-4,0,1.115e-4,0.004,0.004,1.307e-7,0,0,-0.163,762.926,9.736e-4,331.2,1.675,1.589e8,20.32,324.293,0.003,3.827,0.055
6.535,1914.101,2334.101,551.481,554.919,66.272,66.806,203.097,0.247,203.097,0.07,61.674,8.429,0.838,-1.429,0.004,68.61,0.078,0.086,83.621,0.068,7.762e4,1.692e4,157.759,0.646,9.802,375.329,322.669,2.592,8230.825,10.819,2288.93,0.471,0.186,0.154,0.131,0.471,5.631e-4,0.001,3.499e-4,0,1.112e-4,0.004,0.004,1.356e-7,0,0,-0.172,762.794,9.735e-4,331.195,1.676,1.59e8,20.32,324.293,0.003,3.827,0.055
6.538,1915.48,2335.48,551.646,555.086,66.272,66.806,203.251,0.247,203.251,0.07,61.695,8.43,0.838,-1.429,0.004,68.635,0.079,0.086,83.621,0.068,7.761e4,1.69e4,157.742,0.646,9.802,375.295,322.654,2.591,8230.315,10.82,2289.505,0.471,0.186,0.154,0.131,0.471,5.57e-4,0.001,4.917e-4,0,1.11e-4,0.004,0.004,1.394e-7,0,0,-0.181,762.661,9.733e-4,331.189,1.676,1.59e8,20.32,324.293,0.003,3.828,0.055
6.54,1916.86,2336.86,551.812,555.253,66.279,66.813,203.406,0.247,203.406,0.07,61.716,8.431,0.838,-1.429,0.004,68.659,0.081,0.086,83.621,0.068,7.759e4,1.689e4,157.724,0.646,9.802,375.261,322.638,2.59,8230.35,10.822,2290.08,0.471,0.186,0.154,0.131,0.471,5.505e-4,0.001,-3.841e-4,0,1.107e-4,0.004,0.004,1.449e-7,0,0,-0.19,762.528,9.732e-4,331.184,1.677,1.59e8,20.32,324.293,0.003,3.829,0.055
6.543,1918.515,2338.515,552.011,555.453,66.279,66.813,203.591,0.248,203.591,0.07,61.742,8.432,0.838,-1.429,0.004,68.688,0.083,0.085,83.62,0.068,7.758e4,1.688e4,157.71,0.646,9.802,375.222,322.626,2.588,8230.2,10.823,2290.77,0.471,0.186,0.154,0.131,0.471,5.418e-4,0.001,4.75e-4,0,1.104e-4,0.004,0.004,1.503e-7,0,0,-0.2,762.369,9.73e-4,331.177,1.677,1.591e8,20.32,324.293,0.003,3.83,0.055
6.546,1919.895,2339.895,552.177,555.62,66.293,66.827,203.745,0.248,203.745,0.07,61.763,8.434,0.838,-1.429,0.004,68.712,0.084,0.085,83.62,0.069,7.757e4,1.686e4,157.693,0.646,9.802,375.19,322.611,2.588,8230.785,10.826,2291.344,0.471,0.186,0.154,0.131,0.471,5.341e-4,0.001,3.999e-4,0,1.101e-4,0.004,0.004,1.549e-7,0,0,-0.209,762.236,9.729e-4,331.172,1.678,1.591e8,20.32,324.293,0.003,3.83,0.055
6.548,1921.276,2341.276,552.342,555.787,66.285,66.82,203.9,0.248,203.9,0.07,61.784,8.434,0.838,-1.429,0.004,68.736,0.085,0.085,83.62,0.069,7.755e4,1.685e4,157.675,0.646,9.802,375.16,322.595,2.587,8229.71,10.826,2291.918,0.47,0.186,0.154,0.131,0.47,5.259e-4,0.002,9.24e-5,0,1.099e-4,0.004,0.004,1.602e-7,0,0,-0.218,762.103,9.727e-4,331.167,1.678,1.591e8,20.32,324.293,0.003,3.831,0.055
6.551,1922.657,2342.657,552.508,555.954,66.271,66.805,204.054,0.248,204.054,0.07,61.805,8.433,0.838,-1.429,0.004,68.761,0.087,0.085,83.619,0.069,7.754e4,1.684e4,157.658,0.646,9.802,375.13,322.58,2.586,8228.073,10.826,2292.491,0.47,0.186,0.154,0.131,0.47,5.171e-4,0.001,4.144e-4,0,1.096e-4,0.004,0.004,1.662e-7,0,0,-0.227,761.97,9.726e-4,331.161,1.679,1.591e8,20.32,324.293,0.003,3.832,0.055
6.553,1924.039,2344.039,552.674,556.121,66.277,66.812,204.209,0.249,204.209,0.07,61.826,8.435,0.838,-1.429,0.003,68.785,0.088,0.084,83.619,0.07,7.752e4,1.682e4,157.641,0.646,9.802,375.102,322.565,2.585,8228.07,10.828,2293.064,0.47,0.186,0.154,0.131,0.47,5.077e-4,0.002,-4.132e-5,0,1.094e-4,0.004,0.004,1.711e-7,0,0,-0.236,761.837,9.725e-4,331.156,1.679,1.592e8,20.32,324.293,0.003,3.833,0.055
6.556,1925.697,2345.697,552.873,556.322,66.269,66.803,204.394,0.249,204.394,0.07,61.851,8.435,0.838,-1.429,0.003,68.813,0.09,0.084,83.619,0.07,7.751e4,1.681e4,157.627,0.646,9.802,375.068,322.553,2.584,8227.26,10.829,2293.751,0.47,0.186,0.154,0.131,0.47,4.958e-4,9.635e-4,4.353e-4,0,1.091e-4,0.004,0.004,1.782e-7,0,0,-0.247,761.678,9.723e-4,331.149,1.68,1.592e8,20.32,324.293,0.003,3.833,0.055
6.559,1927.079,2347.079,553.038,556.489,66.246,66.781,204.549,0.249,204.549,0.07,61.872,8.433,0.838,-1.429,0.003,68.837,0.091,0.084,83.618,0.07,7.75e4,1.68e4,157.609,0.646,9.802,375.04,322.537,2.584,8224.985,10.828,2294.327,0.47,0.186,0.154,0.131,0.47,4.853e-4,0.002,1.604e-4,0,1.088e-4,0.004,0.004,1.836e-7,0,0,-0.256,761.544,9.722e-4,331.144,1.681,1.592e8,20.32,324.293,0.003,3.834,0.055
6.561,1928.462,2348.462,553.204,556.655,66.231,66.765,204.703,0.249,204.704,0.07,61.893,8.432,0.838,-1.429,0.003,68.861,0.093,0.084,83.618,0.071,7.748e4,1.678e4,157.592,0.646,9.802,375.014,322.522,2.583,8223.305,10.828,2294.902,0.47,0.186,0.154,0.131,0.47,4.743e-4,0.002,1.816e-4,0,1.086e-4,0.004,0.004,1.888e-7,0,0,-0.265,761.411,9.72e-4,331.138,1.681,1.593e8,20.32,324.293,0.003,3.835,0.055
6.564,1929.845,2349.845,553.369,556.822,66.214,66.749,204.858,0.25,204.858,0.07,61.915,8.431,0.838,-1.429,0.003,68.885,0.094,0.084,83.618,0.071,7.747e4,1.677e4,157.574,0.646,9.802,374.989,322.506,2.583,8221.498,10.827,2295.476,0.47,0.186,0.154,0.131,0.47,4.628e-4,7.845e-4,-1.75e-4,0,1.083e-4,0.004,0.004,1.936e-7,0,0,-0.274,761.278,9.719e-4,331.133,1.682,1.593e8,20.32,324.293,0.003,3.835,0.055
6.566,1931.229,2351.229,553.535,556.989,66.212,66.747,205.013,0.25,205.013,0.07,61.936,8.432,0.838,-1.429,0.003,68.909,0.095,0.083,83.618,0.072,7.746e4,1.675e4,157.557,0.645,9.802,374.964,322.491,2.582,8220.86,10.828,2296.05,0.47,0.185,0.154,0.131,0.47,4.51e-4,7.485e-4,-3.006e-4,0,1.081e-4,0.004,0.004,1.989e-7,0,0,-0.283,761.145,9.717e-4,331.127,1.682,1.593e8,20.32,324.293,0.003,3.836,0.055
6.569,1932.613,2352.613,553.7,557.156,66.204,66.739,205.168,0.25,205.168,0.07,61.957,8.432,0.838,-1.429,0.003,68.933,0.097,0.083,83.617,0.073,7.744e4,1.674e4,157.54,0.645,9.802,374.941,322.477,2.582,8219.79,10.829,2296.623,0.47,0.185,0.154,0.131,0.47,4.387e-4,0.002,4.433e-4,0,1.078e-4,0.004,0.004,2.042e-7,0,0,-0.292,761.012,9.716e-4,331.122,1.683,1.594e8,20.32,324.293,0.003,3.838,0.055
6.571,1933.998,2353.998,553.866,557.323,66.184,66.719,205.323,0.25,205.323,0.07,61.978,8.43,0.838,-1.429,0.003,68.957,0.098,0.082,83.617,0.073,7.743e4,1.673e4,157.529,0.645,9.802,374.92,322.466,2.581,8218.09,10.828,2297.195,0.47,0.185,0.154,0.131,0.47,4.26e-4,0.001,-2.513e-4,0,1.076e-4,0.004,0.004,2.109e-7,0,0,-0.301,760.879,9.715e-4,331.117,1.683,1.594e8,20.32,324.293,0.003,3.838,0.055
6.574,1935.382,2355.382,554.031,557.49,66.205,66.74,205.478,0.251,205.478,0.07,61.999,8.434,0.838,-1.429,0.003,68.98,0.1,0.082,83.617,0.074,7.742e4,1.672e4,157.511,0.645,9.802,374.9,322.451,2.581,8219.278,10.831,2297.768,0.469,0.185,0.154,0.131,0.469,4.127e-4,0.001,4.473e-4,0,1.074e-4,0.004,0.004,2.168e-7,0,0,-0.31,760.745,9.713e-4,331.111,1.684,1.594e8,20.32,324.293,0.003,3.839,0.055
6.576,1936.768,2356.768,554.197,557.656,66.185,66.72,205.633,0.251,205.633,0.07,62.02,8.432,0.838,-1.429,0.003,69.004,0.101,0.082,83.616,0.074,7.741e4,1.67e4,157.494,0.645,9.802,374.883,322.435,2.581,8217.22,10.831,2298.34,0.469,0.185,0.154,0.13,0.469,3.991e-4,0.001,-3.046e-4,0,1.071e-4,0.004,0.004,2.225e-7,0,0,-0.319,760.612,9.712e-4,331.106,1.684,1.594e8,20.32,324.293,0.003,3.84,0.055
6.579,1938.153,2358.153,554.362,557.823,66.14,66.675,205.788,0.251,205.788,0.07,62.041,8.428,0.838,-1.429,0.003,69.028,0.102,0.081,83.616,0.075,7.739e4,1.669e4,157.476,0.645,9.802,374.868,322.42,2.581,8213.227,10.827,2298.911,0.469,0.185,0.154,0.13,0.469,3.849e-4,0.001,-4.597e-4,0,1.069e-4,0.004,0.004,2.292e-7,0,0,-0.328,760.479,9.711e-4,331.1,1.685,1.595e8,20.32,324.293,0.003,3.841,0.055
6.581,1939.539,2359.539,554.528,557.99,66.131,66.666,205.943,0.251,205.943,0.07,62.062,8.428,0.838,-1.429,0.003,69.051,0.104,0.081,83.616,0.076,7.738e4,1.668e4,157.458,0.645,9.802,374.855,322.404,2.581,8212,10.828,2299.481,0.469,0.185,0.154,0.13,0.469,3.704e-4,5.007e-4,4.062e-4,0,1.067e-4,0.004,0.004,2.357e-7,0,0,-0.337,760.345,9.709e-4,331.095,1.685,1.595e8,20.32,324.293,0.003,3.841,0.055
6.584,1941.203,2361.203,554.726,558.19,66.109,66.644,206.129,0.252,206.129,0.07,62.087,8.427,0.838,-1.429,0.002,69.08,0.105,0.08,83.615,0.077,7.737e4,1.666e4,157.444,0.645,9.802,374.842,322.392,2.581,8210.09,10.827,2300.164,0.469,0.185,0.153,0.13,0.469,3.524e-4,0.001,2.82e-4,0,1.064e-4,0.004,0.004,2.428e-7,0,0,-0.348,760.185,9.708e-4,331.088,1.686,1.595e8,20.32,324.293,0.003,3.842,0.055
6.587,1942.59,2362.59,554.891,558.356,66.096,66.631,206.284,0.252,206.285,0.07,62.108,8.426,0.838,-1.429,0.002,69.103,0.107,0.079,83.615,0.077,7.735e4,1.665e4,157.427,0.645,9.802,374.836,322.377,2.582,8208.608,10.827,2300.733,0.469,0.185,0.153,0.13,0.469,3.37e-4,4.864e-4,-3.519e-4,0,1.062e-4,0.004,0.004,2.484e-7,0,0,-0.357,760.051,9.706e-4,331.083,1.686,1.596e8,20.32,324.293,0.003,3.843,0.055
6.589,1943.978,2363.978,555.056,558.523,66.066,66.601,206.44,0.252,206.44,0.07,62.129,8.424,0.838,-1.429,0.002,69.127,0.108,0.079,83.615,0.078,7.734e4,1.664e4,157.409,0.645,9.802,374.833,322.361,2.582,8205.795,10.825,2301.301,0.469,0.185,0.153,0.13,0.469,3.214e-4,3.842e-4,4.269e-4,0,1.06e-4,0.004,0.004,2.534e-7,0,0,-0.366,759.918,9.705e-4,331.077,1.687,1.596e8,20.32,324.293,0.003,3.844,0.055
6.592,1945.366,2365.366,555.222,558.689,66.055,66.59,206.595,0.252,206.595,0.07,62.151,8.424,0.838,-1.429,0.002,69.15,0.109,0.078,83.614,0.079,7.732e4,1.662e4,157.391,0.645,9.802,374.836,322.345,2.583,8204.385,10.825,2301.868,0.469,0.185,0.153,0.13,0.469,3.055e-4,8.853e-4,4.912e-4,0,1.057e-4,0.004,0.004,2.588e-7,0,0,-0.375,759.784,9.703e-4,331.072,1.688,1.596e8,20.32,324.293,0.003,3.844,0.055
6.594,1946.754,2366.754,555.387,558.856,66.04,66.575,206.75,0.253,206.751,0.07,62.172,8.423,0.838,-1.429,0.002,69.173,0.111,0.077,83.614,0.08,7.731e4,1.661e4,157.374,0.645,9.802,374.846,322.33,2.584,8202.74,10.825,2302.435,0.469,0.185,0.153,0.13,0.469,2.893e-4,4.695e-4,-4.829e-4,0,1.055e-4,0.004,0.004,2.66e-7,0,0,-0.384,759.651,9.702e-4,331.066,1.688,1.597e8,20.32,324.293,0.003,3.845,0.055
6.597,1948.143,2368.143,555.552,559.022,66.015,66.55,206.906,0.253,206.906,0.07,62.193,8.421,0.838,-1.429,0.002,69.197,0.112,0.076,83.614,0.08,7.73e4,1.66e4,157.357,0.645,9.802,374.862,322.315,2.586,8200.352,10.824,2303.001,0.469,0.185,0.153,0.13,0.469,2.729e-4,7.061e-4,2.158e-4,0,1.053e-4,0.004,0.004,2.728e-7,0,0,-0.393,759.517,9.701e-4,331.061,1.689,1.597e8,20.32,324.293,0.003,3.846,0.055
6.599,1949.532,2369.532,555.717,559.188,65.999,66.534,207.061,0.253,207.062,0.07,62.214,8.42,0.838,-1.429,0.002,69.22,0.113,0.074,83.613,0.081,7.729e4,1.659e4,157.346,0.645,9.802,374.888,322.305,2.588,8198.96,10.823,2303.566,0.468,0.185,0.153,0.13,0.468,2.561e-4,5.048e-4,2.289e-4,0,1.051e-4,0.004,0.004,2.797e-7,0,0,-0.402,759.383,9.699e-4,331.055,1.689,1.597e8,20.32,324.293,0.003,3.847,0.055
6.602,1950.921,2370.921,555.882,559.355,65.941,66.476,207.217,0.253,207.217,0.07,62.235,8.415,0.838,-1.429,0.002,69.243,0.115,0.073,83.613,0.082,7.727e4,1.657e4,157.328,0.645,9.802,374.925,322.289,2.59,8194.007,10.819,2304.131,0.468,0.185,0.153,0.13,0.468,2.391e-4,1.886e-4,2.237e-4,0,1.049e-4,0.004,0.004,2.879e-7,0,0,-0.411,759.25,9.698e-4,331.05,1.69,1.597e8,20.32,324.293,0.003,3.847,0.055
6.604,1952.311,2372.311,556.047,559.521,65.918,66.453,207.373,0.254,207.373,0.07,62.256,8.413,0.838,-1.429,0.002,69.267,0.117,0.071,83.613,0.083,7.726e4,1.656e4,157.31,0.645,9.802,374.977,322.274,2.594,8191.705,10.817,2304.694,0.468,0.185,0.153,0.13,0.468,2.219e-4,7.674e-4,-2.732e-5,0,1.047e-4,0.004,0.004,2.951e-7,0,0,-0.42,759.116,9.696e-4,331.044,1.69,1.598e8,20.32,324.293,0.003,3.848,0.055
6.607,1953.701,2373.701,556.211,559.687,65.888,66.423,207.528,0.254,207.528,0.07,62.277,8.411,0.838,-1.429,0.001,69.29,0.118,0.069,83.612,0.084,7.725e4,1.654e4,157.293,0.644,9.802,375.048,322.258,2.598,8188.87,10.816,2305.257,0.468,0.185,0.153,0.13,0.468,2.045e-4,4.097e-5,4.524e-4,0,1.045e-4,0.004,0.004,3.025e-7,0,0,-0.429,758.982,9.695e-4,331.039,1.691,1.598e8,20.32,324.293,0.003,3.849,0.055
6.609,1955.092,2375.092,556.376,559.853,65.886,66.421,207.684,0.254,207.684,0.07,62.298,8.412,0.838,-1.429,0.001,69.313,0.12,0.067,83.612,0.085,7.723e4,1.653e4,157.275,0.644,9.802,375.147,322.243,2.604,8188.24,10.817,2305.819,0.468,0.185,0.153,0.13,0.468,1.871e-4,4.11e-4,2.475e-4,0,1.043e-4,0.004,0.004,3.114e-7,0,0,-0.438,758.848,9.694e-4,331.033,1.691,1.598e8,20.32,324.293,0.003,3.85,0.055
6.612,1956.762,2376.762,556.574,560.052,65.874,66.409,207.871,0.255,207.871,0.07,62.323,8.412,0.838,-1.429,0.001,69.341,0.122,0.063,83.612,0.086,7.722e4,1.652e4,157.261,0.644,9.802,375.311,322.23,2.612,8187.08,10.817,2306.493,0.468,0.185,0.153,0.13,0.468,1.66e-4,5.21e-4,-2.057e-4,0,1.04e-4,0.004,0.004,3.23e-7,0,0,-0.449,758.687,9.692e-4,331.027,1.692,1.599e8,20.32,324.293,0.003,3.85,0.055
6.615,1958.153,2378.153,556.738,560.218,65.842,66.376,208.027,0.255,208.027,0.07,62.344,8.409,0.838,-1.429,0.001,69.364,0.125,0.059,83.611,0.087,7.721e4,1.65e4,157.243,0.644,9.802,375.503,322.214,2.622,8184.087,10.815,2307.053,0.468,0.185,0.153,0.13,0.468,1.484e-4,1.581e-4,2.494e-4,0,1.038e-4,0.004,0.004,3.362e-7,0,0,-0.458,758.553,9.691e-4,331.021,1.692,1.599e8,20.32,324.293,0.003,3.851,0.055
6.617,1959.545,2379.545,556.903,560.384,65.81,66.345,208.183,0.255,208.183,0.07,62.365,8.407,0.838,-1.429,9.072e-4,69.387,0.127,0.054,83.611,0.088,7.719e4,1.649e4,157.225,0.644,9.802,375.774,322.199,2.637,8181.145,10.813,2307.613,0.468,0.185,0.153,0.13,0.468,1.308e-4,-8.984e-5,1.896e-5,0,1.036e-4,0.004,0.004,3.496e-7,0,0,-0.467,758.419,9.689e-4,331.016,1.693,1.599e8,20.32,324.293,0.003,3.852,0.055
6.62,1960.938,2380.938,557.067,560.55,65.783,66.318,208.339,0.255,208.339,0.07,62.386,8.405,0.838,-1.429,7.881e-4,69.41,0.13,0.047,83.611,0.089,7.718e4,1.648e4,157.208,0.644,9.802,376.163,322.183,2.657,8178.563,10.812,2308.172,0.468,0.185,0.153,0.13,0.468,1.133e-4,6.37e-4,2.33e-4,0,1.034e-4,0.004,0.004,3.654e-7,0,0,-0.476,758.285,9.688e-4,331.01,1.693,1.599e8,20.32,324.293,0.003,3.853,0.055
6.622,1962.331,2382.331,557.232,560.716,65.771,66.306,208.495,0.256,208.495,0.07,62.407,8.404,0.838,-1.429,6.707e-4,69.433,0.133,0.038,83.61,0.09,7.716e4,1.646e4,157.19,0.644,9.802,376.739,322.167,2.686,8177.13,10.812,2308.73,0.468,0.185,0.153,0.13,0.468,9.61e-5,7.49e-4,-2.998e-4,0,1.032e-4,0.004,0.004,3.842e-7,0,0,-0.485,758.151,9.686e-4,331.005,1.694,1.6e8,20.32,324.293,0.003,3.854,0.055
6.625,1963.724,2383.724,557.396,560.881,65.759,66.294,208.651,0.256,208.651,0.07,62.428,8.404,0.838,-1.429,5.571e-4,69.456,0.136,0.025,83.61,0.091,7.715e4,1.645e4,157.173,0.644,9.802,377.612,322.153,2.729,8175.757,10.812,2309.288,0.467,0.185,0.153,0.13,0.467,7.942e-5,-2.72e-4,1.283e-4,0,1.03e-4,0.004,0.004,4.028e-7,0,0,-0.494,758.017,9.685e-4,330.999,1.695,1.6e8,20.32,324.293,0.003,3.854,0.055
6.627,1965.118,2385.118,557.561,561.047,65.748,66.283,208.807,0.256,208.807,0.07,62.449,8.404,0.838,-1.429,4.518e-4,69.479,0.139,0.004,83.61,0.092,7.714e4,1.644e4,157.161,0.644,9.802,378.957,322.142,2.796,8174.74,10.812,2309.845,0.467,0.185,0.153,0.13,0.467,6.393e-5,5.087e-4,-3.541e-4,0,1.028e-4,0.004,0.004,4.145e-7,0,0,-0.503,757.883,9.684e-4,330.994,1.695,1.6e8,20.32,324.293,0.003,3.855,0.055
6.63,1966.512,2386.512,557.725,561.213,65.723,66.258,208.963,0.256,208.963,0.07,62.47,8.402,0.838,-1.429,3.619e-4,69.502,0.136,-0.028,83.609,0.093,7.713e4,1.643e4,157.144,0.644,9.802,380.868,322.126,2.891,8172.33,10.81,2310.402,0.467,0.184,0.153,0.13,0.467,5.069e-5,5.995e-4,-9.034e-5,0,1.026e-4,0.004,0.004,3.989e-7,0,0,-0.512,757.749,9.682e-4,330.988,1.696,1.601e8,20.32,324.293,0.003,3.856,0.055
