# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
4.009,748.557,1168.557,365.491,367.546,79.766,80.325,75.638,0.067,75.638,0.051,38.806,9.453,0.838,-1.429,0.003,12.179,-0.131,0.028,83.942,0.064,9.143e4,3.073e4,168.133,0.713,9.805,416.203,330.082,4.238,9891.65,11.034,1656.042,0.691,0.231,0.26,0.201,0.691,7.09e-4,0.003,-1.106e-4,0,1.596e-4,0.008,0.008,-8.595e-7,0,0,7.404,880.816,0.001,335.786,1.095,1.158e8,20.32,324.293,0.003,2.897,0.036
4.011,749.471,1169.471,365.691,367.746,79.758,80.315,75.735,0.067,75.735,0.051,38.83,9.447,0.838,-1.429,0.004,12.194,-0.129,0.029,83.942,0.063,9.142e4,3.071e4,168.127,0.713,9.805,416.048,330.079,4.231,9890.917,11.035,1657.354,0.691,0.231,0.26,0.201,0.691,8.816e-4,0.004,-2.611e-4,0,1.595e-4,0.008,0.008,-8.35e-7,0,0,7.398,880.719,0.001,335.782,1.095,1.158e8,20.32,324.293,0.003,2.898,0.036
4.014,750.385,1170.385,365.89,367.947,79.744,80.301,75.832,0.068,75.832,0.051,38.853,9.441,0.838,-1.429,0.004,12.21,-0.127,0.03,83.943,0.061,9.14e4,3.07e4,168.121,0.713,9.805,415.942,330.077,4.226,9889.928,11.035,1658.666,0.691,0.23,0.26,0.201,0.691,0.001,0.005,1.733e-4,0,1.595e-4,0.008,0.008,-8.082e-7,0,0,7.392,880.622,0.001,335.779,1.096,1.159e8,20.32,324.293,0.003,2.899,0.036
4.016,751.3,1171.3,366.089,368.148,79.721,80.277,75.929,0.068,75.929,0.051,38.877,9.433,0.838,-1.429,0.005,12.226,-0.125,0.031,83.943,0.06,9.139e4,3.069e4,168.113,0.713,9.805,415.865,330.073,4.222,9887.69,11.034,1659.977,0.691,0.23,0.26,0.2,0.691,0.001,0.006,4.009e-4,0,1.594e-4,0.008,0.008,-7.805e-7,0,0,7.387,880.524,0.001,335.775,1.096,1.159e8,20.32,324.293,0.003,2.9,0.036
4.019,752.216,1172.216,366.289,368.349,79.703,80.259,76.026,0.068,76.026,0.051,38.9,9.427,0.838,-1.429,0.006,12.241,-0.122,0.032,83.943,0.058,9.137e4,3.067e4,168.105,0.713,9.805,415.805,330.07,4.219,9885.94,11.034,1661.289,0.691,0.23,0.26,0.2,0.691,0.001,0.006,1.339e-4,0,1.593e-4,0.008,0.008,-7.492e-7,0,0,7.381,880.427,0.001,335.772,1.097,1.16e8,20.32,324.293,0.003,2.901,0.036
4.021,753.132,1173.132,366.488,368.549,79.678,80.232,76.124,0.068,76.124,0.051,38.924,9.419,0.838,-1.429,0.006,12.257,-0.12,0.032,83.943,0.057,9.136e4,3.066e4,168.098,0.713,9.805,415.758,330.067,4.217,9883.46,11.033,1662.6,0.691,0.23,0.26,0.2,0.691,0.002,0.007,-2.461e-4,0,1.592e-4,0.008,0.008,-7.151e-7,0,0,7.375,880.329,0.001,335.768,1.098,1.16e8,20.32,324.293,0.003,2.903,0.036
4.024,754.048,1174.048,366.687,368.75,79.657,80.211,76.221,0.068,76.221,0.051,38.948,9.412,0.838,-1.429,0.007,12.272,-0.116,0.032,83.944,0.055,9.134e4,3.064e4,168.09,0.713,9.805,415.718,330.063,4.215,9881.508,11.033,1663.91,0.69,0.23,0.26,0.2,0.69,0.002,0.007,3.85e-4,0,1.591e-4,0.008,0.008,-6.786e-7,0,0,7.369,880.232,0.001,335.764,1.098,1.161e8,20.32,324.293,0.003,2.904,0.036
4.026,754.965,1174.965,366.886,368.95,79.642,80.195,76.318,0.068,76.318,0.051,38.971,9.406,0.838,-1.429,0.008,12.288,-0.113,0.033,83.944,0.054,9.133e4,3.063e4,168.085,0.713,9.805,415.683,330.061,4.214,9880.5,11.033,1665.221,0.69,0.23,0.26,0.2,0.69,0.002,0.008,-9.304e-5,0,1.591e-4,0.008,0.008,-6.407e-7,0,0,7.363,880.134,0.001,335.761,1.099,1.162e8,20.32,324.293,0.003,2.905,0.036
4.029,755.882,1175.882,367.085,369.151,79.622,80.175,76.416,0.068,76.416,0.051,38.995,9.399,0.838,-1.429,0.008,12.304,-0.11,0.033,83.944,0.053,9.132e4,3.062e4,168.077,0.713,9.805,415.654,330.058,4.212,9878.55,11.033,1666.532,0.69,0.23,0.26,0.2,0.69,0.002,0.009,1.961e-4,0,1.59e-4,0.008,0.008,-6.004e-7,0,0,7.357,880.037,0.001,335.757,1.099,1.162e8,20.32,324.293,0.003,2.906,0.036
4.031,756.8,1176.8,367.284,369.351,79.597,80.149,76.513,0.068,76.513,0.051,39.018,9.392,0.838,-1.429,0.009,12.32,-0.106,0.033,83.944,0.051,9.13e4,3.06e4,168.07,0.713,9.805,415.628,330.054,4.211,9876.095,11.032,1667.817,0.69,0.23,0.26,0.2,0.69,0.002,0.009,1.275e-4,0,1.589e-4,0.008,0.008,-5.59e-7,0,0,7.351,879.939,0.001,335.753,1.1,1.163e8,20.32,324.293,0.003,2.907,0.036
4.034,757.719,1177.719,367.483,369.551,79.577,80.129,76.611,0.069,76.611,0.051,39.042,9.386,0.838,-1.429,0.009,12.335,-0.102,0.034,83.945,0.05,9.129e4,3.059e4,168.062,0.712,9.805,415.605,330.051,4.21,9873.962,11.031,1668.895,0.69,0.23,0.26,0.2,0.69,0.002,0.01,1.241e-4,0,1.588e-4,0.008,0.008,-5.16e-7,0,0,7.345,879.841,0.001,335.75,1.101,1.163e8,20.32,324.293,0.003,2.909,0.036
4.036,758.638,1178.638,367.682,369.752,79.559,80.11,76.709,0.069,76.709,0.051,39.065,9.379,0.838,-1.429,0.01,12.351,-0.097,0.034,83.945,0.048,9.127e4,3.057e4,168.054,0.712,9.805,415.583,330.048,4.209,9871.94,11.031,1669.972,0.689,0.23,0.26,0.2,0.689,0.002,0.01,2.878e-4,0,1.587e-4,0.008,0.008,-4.718e-7,0,0,7.339,879.744,0.001,335.746,1.101,1.164e8,20.32,324.293,0.003,2.91,0.036
4.039,759.557,1179.557,367.881,369.952,79.538,80.088,76.806,0.069,76.806,0.051,39.088,9.373,0.838,-1.429,0.011,12.367,-0.093,0.034,83.945,0.047,9.126e4,3.056e4,168.047,0.712,9.805,415.564,330.044,4.209,9869.788,11.03,1671.049,0.689,0.23,0.26,0.199,0.689,0.003,0.011,3.985e-4,0,1.586e-4,0.008,0.008,-4.291e-7,0,0,7.333,879.646,0.001,335.743,1.102,1.164e8,20.32,324.293,0.003,2.911,0.036
4.041,760.477,1180.477,368.08,370.152,79.519,80.068,76.904,0.069,76.904,0.051,39.112,9.367,0.838,-1.429,0.011,12.382,-0.088,0.034,83.945,0.046,9.125e4,3.055e4,168.041,0.712,9.805,415.546,330.042,4.208,9868.13,11.029,1672.125,0.689,0.23,0.26,0.199,0.689,0.003,0.011,3.145e-4,0,1.586e-4,0.008,0.008,-3.852e-7,0,0,7.327,879.548,0.001,335.739,1.102,1.165e8,20.32,324.293,0.003,2.913,0.036
4.044,761.398,1181.398,368.279,370.352,79.496,80.046,77.002,0.069,77.002,0.051,39.135,9.361,0.838,-1.429,0.012,12.398,-0.083,0.034,83.946,0.045,9.123e4,3.053e4,168.034,0.712,9.805,415.529,330.039,4.207,9865.757,11.029,1673.201,0.689,0.23,0.26,0.199,0.689,0.003,0.013,-4.386e-4,0,1.585e-4,0.008,0.008,-3.415e-7,0,0,7.321,879.45,0.001,335.735,1.103,1.165e8,20.32,324.293,0.003,2.914,0.036
4.046,762.319,1182.319,368.477,370.552,79.477,80.026,77.1,0.069,77.1,0.051,39.159,9.355,0.838,-1.429,0.012,12.414,-0.078,0.034,83.946,0.043,9.122e4,3.052e4,168.026,0.712,9.805,415.513,330.035,4.207,9863.67,11.028,1674.276,0.688,0.23,0.26,0.199,0.688,0.003,0.013,1.429e-4,0,1.584e-4,0.008,0.008,-2.979e-7,0,0,7.315,879.352,0.001,335.732,1.104,1.166e8,20.32,324.293,0.003,2.915,0.036
4.049,763.24,1183.24,368.676,370.752,79.467,80.015,77.198,0.069,77.198,0.051,39.182,9.35,0.838,-1.429,0.013,12.43,-0.072,0.034,83.946,0.042,9.12e4,3.05e4,168.018,0.712,9.805,415.498,330.032,4.206,9862.34,11.029,1675.35,0.688,0.23,0.26,0.199,0.688,0.003,0.013,-1.397e-4,0,1.583e-4,0.008,0.008,-2.567e-7,0,0,7.309,879.254,0.001,335.728,1.104,1.166e8,20.32,324.293,0.003,2.916,0.036
4.051,764.162,1184.162,368.875,370.952,79.449,79.997,77.296,0.069,77.296,0.051,39.205,9.344,0.838,-1.429,0.013,12.445,-0.066,0.034,83.946,0.041,9.119e4,3.048e4,168.01,0.712,9.805,415.484,330.028,4.205,9860.41,11.028,1676.424,0.688,0.229,0.26,0.199,0.688,0.003,0.014,-3.257e-4,0,1.582e-4,0.008,0.008,-2.173e-7,0,0,7.303,879.156,0.001,335.724,1.105,1.167e8,20.32,324.293,0.003,2.918,0.036
4.054,765.269,1185.269,369.113,371.192,79.438,79.985,77.413,0.07,77.413,0.051,39.233,9.339,0.838,-1.429,0.014,12.464,-0.059,0.034,83.946,0.039,9.117e4,3.047e4,168.004,0.712,9.805,415.467,330.025,4.205,9859.55,11.029,1677.712,0.688,0.229,0.26,0.199,0.688,0.003,0.014,-1.043e-4,0,1.581e-4,0.008,0.008,-1.716e-7,0,0,7.296,879.038,0.001,335.72,1.106,1.168e8,20.32,324.293,0.003,2.919,0.036
4.057,766.192,1186.192,369.312,371.392,79.405,79.951,77.511,0.07,77.511,0.052,39.257,9.332,0.838,-1.429,0.014,12.48,-0.053,0.034,83.946,0.038,9.116e4,3.046e4,167.996,0.712,9.805,415.454,330.022,4.204,9856.168,11.027,1678.784,0.687,0.229,0.259,0.199,0.687,0.004,0.015,2.384e-4,0,1.58e-4,0.008,0.008,-1.369e-7,0,0,7.29,878.94,0.001,335.716,1.106,1.168e8,20.32,324.293,0.003,2.92,0.036
4.059,767.116,1187.116,369.51,371.592,79.382,79.928,77.61,0.07,77.61,0.052,39.28,9.326,0.838,-1.429,0.015,12.496,-0.046,0.035,83.946,0.037,9.114e4,3.044e4,167.988,0.712,9.805,415.44,330.018,4.204,9853.755,11.026,1679.855,0.687,0.229,0.259,0.199,0.687,0.004,0.015,2.22e-5,0,1.58e-4,0.008,0.008,-1.052e-7,0,0,7.284,878.842,0.001,335.713,1.107,1.169e8,20.32,324.293,0.003,2.921,0.037
4.062,768.04,1188.04,369.709,371.792,79.362,79.908,77.708,0.07,77.708,0.052,39.303,9.321,0.838,-1.429,0.015,12.512,-0.039,0.034,83.946,0.036,9.113e4,3.043e4,167.98,0.712,9.805,415.428,330.015,4.203,9851.59,11.025,1680.926,0.687,0.229,0.259,0.198,0.687,0.004,0.016,5.815e-5,0,1.579e-4,0.008,0.008,-7.671e-8,0,0,7.278,878.744,0.001,335.709,1.107,1.169e8,20.32,324.293,0.003,2.923,0.037
4.064,768.964,1188.964,369.907,371.992,79.34,79.885,77.806,0.07,77.806,0.052,39.327,9.316,0.838,-1.429,0.016,12.527,-0.033,0.035,83.947,0.035,9.111e4,3.041e4,167.972,0.712,9.805,415.415,330.011,4.203,9849.22,11.025,1681.997,0.687,0.229,0.259,0.198,0.687,0.004,0.016,3.395e-6,0,1.578e-4,0.008,0.008,-5.218e-8,0,0,7.272,878.645,0.001,335.706,1.108,1.17e8,20.32,324.293,0.003,2.924,0.037
4.067,769.889,1189.889,370.105,372.191,79.312,79.857,77.904,0.07,77.904,0.052,39.35,9.31,0.838,-1.429,0.016,12.543,-0.026,0.035,83.947,0.034,9.11e4,3.04e4,167.965,0.712,9.805,415.403,330.008,4.202,9846.42,11.023,1683.066,0.687,0.229,0.259,0.198,0.687,0.004,0.017,2.197e-4,0,1.577e-4,0.008,0.008,-3.218e-8,0,0,7.266,878.547,0.001,335.702,1.109,1.17e8,20.32,324.293,0.003,2.925,0.037
4.069,770.815,1190.815,370.303,372.391,79.298,79.842,78.003,0.07,78.003,0.052,39.373,9.306,0.838,-1.429,0.016,12.559,-0.018,0.035,83.947,0.033,9.109e4,3.039e4,167.959,0.711,9.805,415.391,330.005,4.202,9845.22,11.023,1684.135,0.686,0.229,0.259,0.198,0.686,0.004,0.017,4.21e-4,0,1.576e-4,0.008,0.008,-1.652e-8,0,0,7.26,878.448,0.001,335.698,1.109,1.171e8,20.32,324.293,0.003,2.927,0.037
4.072,771.741,1191.741,370.502,372.59,79.28,79.824,78.101,0.07,78.101,0.052,39.396,9.301,0.838,-1.429,0.017,12.575,-0.011,0.035,83.947,0.032,9.107e4,3.037e4,167.951,0.711,9.805,415.379,330.002,4.202,9843.322,11.023,1685.203,0.686,0.229,0.259,0.198,0.686,0.004,0.018,-3.544e-4,0,1.575e-4,0.008,0.008,-5.855e-9,0,0,7.254,878.35,0.001,335.695,1.11,1.171e8,20.32,324.293,0.003,2.928,0.037
4.074,772.667,1192.667,370.7,372.79,79.265,79.809,78.2,0.071,78.2,0.052,39.42,9.297,0.838,-1.429,0.017,12.591,-0.003,0.035,83.947,0.032,9.106e4,3.036e4,167.944,0.711,9.805,415.367,329.998,4.201,9841.605,11.023,1686.271,0.686,0.229,0.259,0.198,0.686,0.004,0.018,3.376e-4,0,1.574e-4,0.008,0.008,0,0,0,7.248,878.251,0.001,335.691,1.111,1.172e8,20.32,324.293,0.003,2.929,0.037
4.077,773.594,1193.594,370.898,372.989,79.254,79.797,78.298,0.071,78.298,0.052,39.443,9.294,0.838,-1.429,0.017,12.607,0.004,0.035,83.947,0.031,9.104e4,3.034e4,167.936,0.711,9.805,415.356,329.995,4.201,9840.285,11.023,1687.338,0.686,0.229,0.259,0.198,0.686,0.004,0.018,-4.275e-4,0,1.574e-4,0.008,0.008,0,0,0,7.242,878.153,0.001,335.687,1.111,1.173e8,20.32,324.293,0.003,2.93,0.037
4.079,774.522,1194.522,371.096,373.189,79.255,79.798,78.397,0.071,78.397,0.052,39.466,9.292,0.838,-1.429,0.018,12.622,0.012,0.035,83.947,0.03,9.103e4,3.033e4,167.928,0.711,9.805,415.344,329.991,4.2,9840.02,11.025,1688.404,0.685,0.229,0.259,0.198,0.685,0.004,0.018,-2.864e-4,0,1.573e-4,0.008,0.008,7.217e-9,0,0,7.236,878.054,0.001,335.684,1.112,1.173e8,20.32,324.293,0.003,2.932,0.037
4.082,775.635,1195.635,371.334,373.428,79.25,79.793,78.515,0.071,78.515,0.052,39.494,9.289,0.838,-1.429,0.018,12.641,0.022,0.035,83.946,0.029,9.102e4,3.031e4,167.921,0.711,9.805,415.331,329.988,4.2,9839.75,11.026,1689.684,0.685,0.229,0.259,0.198,0.685,0.005,0.019,3.197e-5,0,1.572e-4,0.008,0.008,2.313e-8,0,0,7.228,877.936,0.001,335.679,1.112,1.174e8,20.32,324.293,0.003,2.933,0.037
4.085,776.564,1196.564,371.532,373.628,79.234,79.777,78.614,0.071,78.614,0.052,39.517,9.286,0.838,-1.429,0.018,12.657,0.03,0.034,83.946,0.029,9.1e4,3.03e4,167.913,0.711,9.805,415.32,329.984,4.2,9837.965,11.026,1690.749,0.685,0.229,0.259,0.197,0.685,0.005,0.019,7.772e-5,0,1.571e-4,0.008,0.008,4.417e-8,0,0,7.222,877.837,0.001,335.676,1.113,1.174e8,20.32,324.293,0.003,2.934,0.037
4.087,777.493,1197.493,371.73,373.827,79.222,79.764,78.713,0.071,78.713,0.052,39.541,9.283,0.838,-1.429,0.018,12.673,0.038,0.035,83.946,0.028,9.098e4,3.028e4,167.905,0.711,9.805,415.309,329.981,4.199,9836.555,11.026,1691.814,0.685,0.229,0.258,0.197,0.685,0.005,0.02,-1.643e-4,0,1.57e-4,0.008,0.008,7.166e-8,0,0,7.216,877.738,0.001,335.672,1.114,1.175e8,20.32,324.293,0.003,2.936,0.037
4.09,778.423,1198.423,371.928,374.027,79.204,79.746,78.812,0.071,78.812,0.052,39.564,9.28,0.838,-1.429,0.019,12.689,0.047,0.034,83.946,0.027,9.097e4,3.027e4,167.897,0.711,9.805,415.298,329.977,4.199,9834.598,11.026,1692.879,0.684,0.229,0.258,0.197,0.684,0.005,0.02,-4.828e-5,0,1.569e-4,0.008,0.008,1.062e-7,0,0,7.21,877.639,0.001,335.668,1.114,1.175e8,20.32,324.293,0.003,2.937,0.037
4.092,779.353,1199.353,372.126,374.226,79.19,79.732,78.911,0.071,78.911,0.052,39.587,9.277,0.838,-1.429,0.019,12.705,0.055,0.034,83.946,0.027,9.095e4,3.025e4,167.889,0.711,9.805,415.286,329.973,4.198,9833,11.026,1693.942,0.684,0.229,0.258,0.197,0.684,0.005,0.02,-4.353e-4,0,1.568e-4,0.008,0.008,1.48e-7,0,0,7.204,877.54,0.001,335.665,1.115,1.176e8,20.32,324.293,0.003,2.939,0.037
4.095,780.283,1200.283,372.324,374.425,79.173,79.714,79.01,0.072,79.01,0.052,39.61,9.274,0.838,-1.429,0.019,12.721,0.064,0.034,83.946,0.027,9.094e4,3.024e4,167.882,0.711,9.805,415.275,329.97,4.198,9831.16,11.025,1695.006,0.684,0.229,0.258,0.197,0.684,0.005,0.02,-4.712e-4,0,1.568e-4,0.008,0.008,1.967e-7,0,0,7.198,877.441,0.001,335.661,1.115,1.176e8,20.32,324.293,0.003,2.94,0.037
4.097,781.214,1201.214,372.522,374.624,79.155,79.697,79.109,0.072,79.109,0.052,39.633,9.272,0.838,-1.429,0.019,12.737,0.072,0.034,83.946,0.026,9.093e4,3.023e4,167.876,0.711,9.805,415.264,329.968,4.198,9829.71,11.025,1696.068,0.684,0.229,0.258,0.197,0.684,0.005,0.02,6.225e-5,0,1.567e-4,0.008,0.008,2.526e-7,0,0,7.192,877.342,0.001,335.657,1.116,1.177e8,20.32,324.293,0.003,2.941,0.037
4.1,782.146,1202.146,372.72,374.824,79.141,79.682,79.208,0.072,79.208,0.052,39.656,9.269,0.838,-1.429,0.019,12.753,0.081,0.034,83.945,0.026,9.091e4,3.021e4,167.868,0.711,9.805,415.253,329.964,4.197,9828.09,11.025,1697.13,0.683,0.229,0.258,0.197,0.683,0.005,0.02,1.062e-4,0,1.566e-4,0.008,0.008,3.168e-7,0,0,7.186,877.243,0.001,335.654,1.117,1.178e8,20.32,324.293,0.003,2.942,0.037
4.102,783.078,1203.078,372.918,375.023,79.117,79.658,79.307,0.072,79.307,0.052,39.68,9.266,0.838,-1.429,0.019,12.769,0.09,0.034,83.945,0.025,9.09e4,3.02e4,167.86,0.711,9.805,415.242,329.96,4.197,9825.57,11.024,1698.191,0.683,0.229,0.258,0.197,0.683,0.005,0.021,-6.935e-5,0,1.565e-4,0.008,0.008,3.887e-7,0,0,7.18,877.144,0.001,335.65,1.117,1.178e8,20.32,324.293,0.003,2.943,0.037
4.105,784.01,1204.01,373.115,375.222,79.104,79.645,79.406,0.072,79.406,0.052,39.703,9.265,0.838,-1.429,0.019,12.785,0.099,0.034,83.945,0.025,9.088e4,3.018e4,167.852,0.711,9.805,415.232,329.956,4.197,9824.107,11.024,1699.252,0.683,0.229,0.258,0.197,0.683,0.005,0.02,-2.289e-4,0,1.564e-4,0.008,0.008,4.693e-7,0,0,7.174,877.045,0.001,335.646,1.118,1.179e8,20.32,324.293,0.003,2.945,0.037
4.107,784.943,1204.943,373.313,375.421,79.084,79.624,79.506,0.072,79.506,0.052,39.726,9.263,0.838,-1.429,0.02,12.801,0.107,0.034,83.945,0.025,9.087e4,3.017e4,167.844,0.71,9.805,415.221,329.953,4.196,9821.91,11.024,1700.312,0.683,0.228,0.258,0.196,0.683,0.005,0.02,-4.68e-4,0,1.564e-4,0.008,0.008,5.572e-7,0,0,7.168,876.946,0.001,335.643,1.119,1.179e8,20.32,324.293,0.003,2.946,0.037
4.11,786.064,1206.064,373.55,375.66,79.054,79.594,79.625,0.072,79.625,0.052,39.754,9.26,0.838,-1.429,0.02,12.82,0.118,0.034,83.944,0.025,9.086e4,3.015e4,167.838,0.71,9.805,415.208,329.95,4.196,9819.35,11.022,1701.583,0.682,0.228,0.258,0.196,0.682,0.005,0.02,-1.586e-4,0,1.563e-4,0.008,0.008,6.741e-7,0,0,7.161,876.826,0.001,335.638,1.119,1.18e8,20.32,324.293,0.003,2.947,0.037
4.113,786.998,1206.998,373.748,375.859,79.048,79.588,79.724,0.072,79.724,0.052,39.777,9.259,0.838,-1.429,0.02,12.836,0.127,0.034,83.944,0.025,9.084e4,3.014e4,167.83,0.71,9.805,415.197,329.946,4.195,9818.52,11.023,1702.642,0.682,0.228,0.258,0.196,0.682,0.005,0.021,-7.082e-6,0,1.562e-4,0.008,0.008,7.786e-7,0,0,7.155,876.727,0.001,335.635,1.12,1.18e8,20.32,324.293,0.003,2.948,0.037
4.115,787.932,1207.932,373.946,376.058,79.041,79.581,79.824,0.072,79.824,0.052,39.8,9.259,0.838,-1.429,0.02,12.852,0.136,0.034,83.944,0.025,9.083e4,3.012e4,167.822,0.71,9.805,415.186,329.942,4.195,9817.375,11.024,1703.5,0.682,0.228,0.257,0.196,0.682,0.005,0.02,-4.407e-4,0,1.561e-4,0.008,0.008,8.895e-7,0,0,7.148,876.628,0.001,335.631,1.12,1.181e8,20.32,324.293,0.003,2.95,0.037
4.118,788.868,1208.868,374.143,376.257,79.048,79.588,79.923,0.073,79.923,0.052,39.823,9.26,0.838,-1.429,0.019,12.868,0.145,0.034,83.943,0.025,9.081e4,3.011e4,167.814,0.71,9.805,415.175,329.938,4.195,9817.423,11.026,1704.29,0.682,0.228,0.257,0.196,0.682,0.005,0.02,-2.869e-4,0,1.56e-4,0.008,0.008,1.009e-6,0,0,7.142,876.528,0.001,335.627,1.121,1.181e8,20.32,324.293,0.003,2.951,0.037
4.12,789.803,1209.803,374.341,376.456,79.047,79.587,80.023,0.073,80.023,0.052,39.846,9.261,0.838,-1.429,0.019,12.884,0.154,0.034,83.943,0.025,9.079e4,3.009e4,167.806,0.71,9.805,415.164,329.935,4.194,9816.77,11.027,1705.079,0.681,0.228,0.257,0.196,0.681,0.005,0.02,-4.603e-4,0,1.56e-4,0.008,0.008,1.134e-6,0,0,7.136,876.429,0.001,335.623,1.122,1.182e8,20.32,324.293,0.003,2.953,0.037
4.123,790.927,1210.927,374.578,376.694,79.039,79.58,80.142,0.073,80.143,0.052,39.874,9.262,0.838,-1.429,0.019,12.903,0.164,0.033,83.942,0.025,9.078e4,3.008e4,167.799,0.71,9.805,415.15,329.931,4.194,9815.97,11.027,1706.024,0.681,0.228,0.257,0.196,0.681,0.005,0.02,-1.223e-4,0,1.559e-4,0.008,0.008,1.294e-6,0,0,7.129,876.309,0.001,335.619,1.122,1.183e8,20.32,324.293,0.003,2.954,0.037
4.126,791.863,1211.863,374.776,376.893,79.045,79.586,80.242,0.073,80.242,0.052,39.897,9.264,0.838,-1.429,0.019,12.919,0.173,0.033,83.942,0.025,9.077e4,3.007e4,167.791,0.71,9.805,415.138,329.928,4.193,9815.88,11.029,1706.811,0.68,0.228,0.257,0.196,0.68,0.005,0.021,4.719e-4,0,1.558e-4,0.008,0.008,1.435e-6,0,0,7.123,876.21,0.001,335.615,1.123,1.183e8,20.32,324.293,0.003,2.955,0.037
4.128,792.8,1212.8,374.973,377.092,79.04,79.581,80.342,0.073,80.342,0.052,39.92,9.265,0.838,-1.429,0.019,12.935,0.182,0.033,83.942,0.025,9.075e4,3.005e4,167.783,0.71,9.805,415.126,329.924,4.193,9814.925,11.03,1707.597,0.68,0.228,0.256,0.196,0.68,0.005,0.02,4.739e-4,0,1.557e-4,0.008,0.008,1.581e-6,0,0,7.117,876.11,0.001,335.612,1.124,1.184e8,20.32,324.293,0.003,2.956,0.037
4.131,793.738,1213.738,375.171,377.291,79.031,79.572,80.442,0.073,80.442,0.052,39.944,9.265,0.838,-1.429,0.019,12.951,0.191,0.033,83.941,0.026,9.074e4,3.003e4,167.775,0.71,9.805,415.114,329.92,4.193,9813.49,11.03,1708.382,0.68,0.228,0.256,0.195,0.68,0.005,0.02,-4.243e-4,0,1.557e-4,0.008,0.008,1.735e-6,0,0,7.111,876.01,0.001,335.608,1.124,1.184e8,20.32,324.293,0.003,2.957,0.037
4.133,794.676,1214.676,375.368,377.49,79.018,79.559,80.542,0.073,80.542,0.052,39.967,9.266,0.838,-1.429,0.019,12.967,0.199,0.033,83.941,0.026,9.072e4,3.002e4,167.767,0.71,9.805,415.102,329.916,4.192,9811.76,11.03,1709.166,0.679,0.228,0.256,0.195,0.679,0.005,0.019,3.111e-4,0,1.556e-4,0.008,0.008,1.893e-6,0,0,7.105,875.91,0.001,335.604,1.125,1.185e8,20.32,324.293,0.003,2.959,0.037
4.136,795.615,1215.615,375.566,377.689,79.024,79.565,80.642,0.073,80.642,0.052,39.99,9.268,0.838,-1.429,0.019,12.983,0.208,0.032,83.94,0.026,9.071e4,3.001e4,167.759,0.71,9.805,415.089,329.912,4.192,9811.807,11.032,1709.949,0.679,0.228,0.256,0.195,0.679,0.005,0.019,3.108e-4,0,1.555e-4,0.008,0.008,2.056e-6,0,0,7.099,875.81,0.001,335.601,1.125,1.185e8,20.32,324.293,0.003,2.96,0.037
4.138,796.554,1216.554,375.763,377.888,79.025,79.567,80.742,0.074,80.742,0.052,40.013,9.27,0.838,-1.429,0.018,12.999,0.216,0.032,83.94,0.027,9.07e4,3e4,167.754,0.71,9.805,415.077,329.91,4.191,9811.79,11.033,1710.731,0.679,0.228,0.256,0.195,0.679,0.005,0.019,-4.548e-4,0,1.554e-4,0.008,0.008,2.222e-6,0,0,7.092,875.711,0.001,335.597,1.126,1.186e8,20.32,324.293,0.003,2.961,0.037
4.141,797.494,1217.494,375.961,378.087,79.035,79.577,80.842,0.074,80.842,0.052,40.036,9.274,0.838,-1.429,0.018,13.015,0.224,0.032,83.939,0.027,9.068e4,2.998e4,167.745,0.71,9.805,415.063,329.906,4.191,9812.165,11.035,1711.512,0.678,0.228,0.255,0.195,0.678,0.005,0.019,-1.591e-4,0,1.554e-4,0.008,0.008,2.397e-6,0,0,7.086,875.611,0.001,335.593,1.127,1.186e8,20.32,324.293,0.003,2.963,0.037
4.143,798.434,1218.434,376.159,378.286,79.043,79.585,80.942,0.074,80.942,0.052,40.059,9.277,0.838,-1.429,0.018,13.031,0.233,0.032,83.938,0.028,9.067e4,2.996e4,167.737,0.709,9.805,415.05,329.902,4.19,9812.29,11.037,1712.293,0.678,0.228,0.255,0.195,0.678,0.004,0.019,2.065e-4,0,1.553e-4,0.008,0.008,2.574e-6,0,0,7.08,875.511,0.001,335.589,1.127,1.187e8,20.32,324.293,0.003,2.964,0.037
